BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;GARDED;ASTDED
PERINAT_P;2021;090001629;CHIVAL SITE LAVELANET;090781774;N2800;;2;0.5;;;;
PERINAT_P;2021;090001629;CHIVAL SITE LAVELANET;090781774;NAUT;;2;0.7;;;;
PERINAT_P;2021;100000090;CENTRE HOSPITALIER DE TROYES;100000017;M1030;1;0;1;1;0;1;0
PERINAT_P;2021;100000090;CENTRE HOSPITALIER DE TROYES;100000017;M1140;9;1;8.93;1;1;;
PERINAT_P;2021;100000090;CENTRE HOSPITALIER DE TROYES;100000017;M2050;1;11;6.83;1;1;;
PERINAT_P;2021;100000090;CENTRE HOSPITALIER DE TROYES;100000017;MIVG;0;10;0.1;;;;
PERINAT_P;2021;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N2200;12;6;17.57;;;;
PERINAT_P;2021;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N2340;16;12;25.19;;;;
PERINAT_P;2021;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N2530;19;6;24.16;;;;
PERINAT_P;2021;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N2700;1;1;1.55;;;;
PERINAT_P;2021;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N2800;36;13;45.37;;;;
PERINAT_P;2021;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N280H;33;10;15.05;;;;
PERINAT_P;2021;100000090;CENTRE HOSPITALIER DE TROYES;100000017;NAUT;31;16;40.26;;;;
PERINAT_P;2021;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;M1030;0;1;0.41;;;;
PERINAT_P;2021;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;M2050;1;1;1.49;;;;
PERINAT_P;2021;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;N2200;5;0;5.25;;;;
PERINAT_P;2021;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;N2340;2;0;;;;;
PERINAT_P;2021;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;N2530;12;4;13.95;;;;
PERINAT_P;2021;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;N2800;9;4;12.8;;;;
PERINAT_P;2021;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;NAUT;2;0;1.5;;;;
PERINAT_P;2021;100010818;GCS ES CLINIQUE DE CHAMPAGNE SITE CLQ;100010792;M1030;3;;3;0;1;0;0
PERINAT_P;2021;100010818;GCS ES CLINIQUE DE CHAMPAGNE SITE CLQ;100010792;M1140;;1;0.5;0;1;;
PERINAT_P;2021;100010818;GCS ES CLINIQUE DE CHAMPAGNE SITE CLQ;100010792;M2050;4;;4;0;1;;
PERINAT_P;2021;100010818;GCS ES CLINIQUE DE CHAMPAGNE SITE CLQ;100010792;MIVG;4;;4;;;;
PERINAT_P;2021;100010818;GCS ES CLINIQUE DE CHAMPAGNE SITE CLQ;100010792;N2200;2;1;2.82;;;;
PERINAT_P;2021;100010818;GCS ES CLINIQUE DE CHAMPAGNE SITE CLQ;100010792;N2530;4;5;7.46;;;;
PERINAT_P;2021;100010818;GCS ES CLINIQUE DE CHAMPAGNE SITE CLQ;100010792;N2800;5;;5;;;;
PERINAT_P;2021;100010818;GCS ES CLINIQUE DE CHAMPAGNE SITE CLQ;100010792;N280H;5;;5;;;;
PERINAT_P;2021;100010818;GCS ES CLINIQUE DE CHAMPAGNE SITE CLQ;100010792;NAUT;4;;4;;;;
PERINAT_P;2021;110000023;CH CARCASSONNE;110780061;M1030;3;9;1.48;;;;
PERINAT_P;2021;110000023;CH CARCASSONNE;110780061;M1140;1;5;3.2;;;;
PERINAT_P;2021;110000023;CH CARCASSONNE;110780061;M2050;6;3;7.02;;;;
PERINAT_P;2021;110000023;CH CARCASSONNE;110780061;MIVG;;7;0.2;;;;
PERINAT_P;2021;110000023;CH CARCASSONNE;110780061;N2200;4;;2.91;;;;
PERINAT_P;2021;110000023;CH CARCASSONNE;110780061;N2340;11;;9.99;;;;
PERINAT_P;2021;110000023;CH CARCASSONNE;110780061;N2530;23;9;29.03;;;;
PERINAT_P;2021;110000023;CH CARCASSONNE;110780061;N2700;;2;0.78;;;;
PERINAT_P;2021;110000023;CH CARCASSONNE;110780061;N2800;23;23;36.88;;;;
PERINAT_P;2021;110000023;CH CARCASSONNE;110780061;NAUT;;9;5.51;;;;
PERINAT_P;2021;110000049;CH JEAN PIERRE CASSABEL;110780087;M2050;;1;0.3;;;;
PERINAT_P;2021;110000049;CH JEAN PIERRE CASSABEL;110780087;N2800;1;1;1.2;;;;
PERINAT_P;2021;110000049;CH JEAN PIERRE CASSABEL;110780087;NAUT;1;;1;;;;
PERINAT_P;2021;110000056;CH NARBONNE HOTEL DIEU;110780137;M1030;6;1;7.81;0;0;;
PERINAT_P;2021;110000056;CH NARBONNE HOTEL DIEU;110780137;M1140;5;0;4;0;1;;
PERINAT_P;2021;110000056;CH NARBONNE HOTEL DIEU;110780137;M2050;;;;0;1;;
PERINAT_P;2021;110000056;CH NARBONNE HOTEL DIEU;110780137;MAUT;;2;0.42;;;;
PERINAT_P;2021;110000056;CH NARBONNE HOTEL DIEU;110780137;N2200;1;0;0.35;;;;
PERINAT_P;2021;110000056;CH NARBONNE HOTEL DIEU;110780137;N2800;17;3;19.37;;;;
PERINAT_P;2021;110000056;CH NARBONNE HOTEL DIEU;110780137;N280H;10;3;16.45;;;;
PERINAT_P;2021;110000056;CH NARBONNE HOTEL DIEU;110780137;NAUT;17;2;19.77;;;;
PERINAT_P;2021;110780483;POLYCL MONTREAL;110000155;M1140;2;;2;;;;
PERINAT_P;2021;110780483;POLYCL MONTREAL;110000155;M2050;1;;1;;;;
PERINAT_P;2021;110780483;POLYCL MONTREAL;110000155;N2700;;1;0.1;;;;
PERINAT_P;2021;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;M1030;1;9;3.5;1;0;0;0
PERINAT_P;2021;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;M1140;1;7;4.07;1;0;;
PERINAT_P;2021;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;M2050;6;5;7.5;1;0;;
PERINAT_P;2021;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;MIVG;;3;0.15;;;;
PERINAT_P;2021;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N2340;8;7;11.35;;;;
PERINAT_P;2021;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N2530;19;6;21.66;;;;
PERINAT_P;2021;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N2700;;1;0.08;;;;
PERINAT_P;2021;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N2800;15;20;26.02;;;;
PERINAT_P;2021;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N280H;15;20;26.02;;;;
PERINAT_P;2021;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;NAUT;11;7;13.26;;;;
PERINAT_P;2021;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;M1030;;;;;1;;0
PERINAT_P;2021;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;M1140;2;1;1.4;;1;;
PERINAT_P;2021;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;M2050;;1;0.37;;1;;
PERINAT_P;2021;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;MIVG;;1;0.5;;;;
PERINAT_P;2021;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;N2530;4;5;5.94;;;;
PERINAT_P;2021;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;N2800;8;5;12.32;;;;
PERINAT_P;2021;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;N280H;8;5;12.32;;;;
PERINAT_P;2021;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;NAUT;6;5;9.7;;;;
PERINAT_P;2021;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;M1140;;2;0.21;0;0;;
PERINAT_P;2021;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;M2050;;3;0.38;0;0;;
PERINAT_P;2021;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;N2800;2;1;2.5;;;;
PERINAT_P;2021;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;NAUT;1;1;1.2;;;;
PERINAT_P;2021;120004569;CH MILLAU;120004528;M1030;;1;0.2;1;0;0;0
PERINAT_P;2021;120004569;CH MILLAU;120004528;M1140;;3;1.58;0;1;;
PERINAT_P;2021;120004569;CH MILLAU;120004528;M2050;;4;2;0;1;;
PERINAT_P;2021;120004569;CH MILLAU;120004528;N2800;8;3;9.99;;;;
PERINAT_P;2021;120004569;CH MILLAU;120004528;N280H;7;3;9.5;;;;
PERINAT_P;2021;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;M1030;;1;0.16;0;1;0;1
PERINAT_P;2021;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;M1140;;2;1.22;0;1;;
PERINAT_P;2021;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;M2050;;2;0.67;0;1;;
PERINAT_P;2021;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;MAUT;;2;0.12;;;;
PERINAT_P;2021;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;N2530;6;1;6.81;;;;
PERINAT_P;2021;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;N2800;5;3;7.47;;;;
PERINAT_P;2021;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;N280H;5;3;7.47;;;;
PERINAT_P;2021;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;NAUT;;1;0.16;;;;
PERINAT_P;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;M1030;0;14;3.53;1;0;1;0
PERINAT_P;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;M1140;0;6;2.15;1;0;;
PERINAT_P;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;M2050;2;18;7.49;1;0;;
PERINAT_P;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;MIVG;0;6;0.66;;;;
PERINAT_P;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N2200;14;22;28.12;;;;
PERINAT_P;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N2340;13;13;20.2;;;;
PERINAT_P;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N2530;17;16;26.78;;;;
PERINAT_P;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N2700;3;2;3.66;;;;
PERINAT_P;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N2800;23;20;29.93;;;;
PERINAT_P;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N280H;23;20;29.93;;;;
PERINAT_P;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;NAUT;45;42;72.85;;;;
PERINAT_P;2021;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;M1030;;;;1;;0;
PERINAT_P;2021;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;M1140;5;7;8.83;1;;;
PERINAT_P;2021;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;M2050;7;1;6.84;1;;;
PERINAT_P;2021;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;MIVG;;1;0.1;;;;
PERINAT_P;2021;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;N2200;;4;1.67;;;;
PERINAT_P;2021;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;N2530;15;11;23.18;;;;
PERINAT_P;2021;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;N2700;;1;0.4;;;;
PERINAT_P;2021;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;N2800;16;13;24.2;;;;
PERINAT_P;2021;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;N280H;9;8;14.28;;;;
PERINAT_P;2021;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;NAUT;2;;1.77;;;;
PERINAT_P;2021;130001225;HOPITAL DU PAYS SALONAIS;130782634;M1030;1;7;5.94;1;0;0;0
PERINAT_P;2021;130001225;HOPITAL DU PAYS SALONAIS;130782634;M1140;5;2;5.28;1;0;;
PERINAT_P;2021;130001225;HOPITAL DU PAYS SALONAIS;130782634;M2050;3;6;5.15;1;0;;
PERINAT_P;2021;130001225;HOPITAL DU PAYS SALONAIS;130782634;MIVG;;5;0.4;;;;
PERINAT_P;2021;130001225;HOPITAL DU PAYS SALONAIS;130782634;N2200;2;1;1.97;;;;
PERINAT_P;2021;130001225;HOPITAL DU PAYS SALONAIS;130782634;N2340;4;10;12.49;;;;
PERINAT_P;2021;130001225;HOPITAL DU PAYS SALONAIS;130782634;N2530;5;20;19.12;;;;
PERINAT_P;2021;130001225;HOPITAL DU PAYS SALONAIS;130782634;N2700;;2;0.86;;;;
PERINAT_P;2021;130001225;HOPITAL DU PAYS SALONAIS;130782634;N2800;16;16;26.71;;;;
PERINAT_P;2021;130001225;HOPITAL DU PAYS SALONAIS;130782634;N280H;16;16;26.71;;;;
PERINAT_P;2021;130001225;HOPITAL DU PAYS SALONAIS;130782634;NAUT;14;6;16.79;;;;
PERINAT_P;2021;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;M1030;;;;1;;0;
PERINAT_P;2021;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;M1140;1;3;2.6;;1;;
PERINAT_P;2021;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;M2050;1;4;3;;1;;
PERINAT_P;2021;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;MIVG;;1;0.5;;;;
PERINAT_P;2021;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;N2530;15;1;15;;;;
PERINAT_P;2021;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;N2700;;1;0.5;;;;
PERINAT_P;2021;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;N2800;14;5;17.66;;;;
PERINAT_P;2021;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;N280H;14;4;15.6;;;;
PERINAT_P;2021;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;NAUT;5;3;7.4;;;;
PERINAT_P;2021;130002827;CH JOSEPH IMBERT D'ARLES;130789274;M2050;3;4;3.71;1;1;;
PERINAT_P;2021;130002827;CH JOSEPH IMBERT D'ARLES;130789274;N2200;1;;1;;;;
PERINAT_P;2021;130002827;CH JOSEPH IMBERT D'ARLES;130789274;N2340;2;1;3.02;;;;
PERINAT_P;2021;130002827;CH JOSEPH IMBERT D'ARLES;130789274;N2530;14;2;14.8;;;;
PERINAT_P;2021;130002827;CH JOSEPH IMBERT D'ARLES;130789274;N2700;;1;0.8;;;;
PERINAT_P;2021;130002827;CH JOSEPH IMBERT D'ARLES;130789274;N2800;14;7;17.71;;;;
PERINAT_P;2021;130002827;CH JOSEPH IMBERT D'ARLES;130789274;N280H;14;7;17.71;;;;
PERINAT_P;2021;130002827;CH JOSEPH IMBERT D'ARLES;130789274;NAUT;4;5;7.13;;;;
PERINAT_P;2021;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;M1030;;8;1;1;0;0;0
PERINAT_P;2021;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;M1140;5;3;7.05;1;0;;
PERINAT_P;2021;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;M2050;;12;8.45;1;0;;
PERINAT_P;2021;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;MIVG;;2;0.1;;;;
PERINAT_P;2021;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;N2200;12;5;15.16;;;;
PERINAT_P;2021;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;N2340;10;3;9.18;;;;
PERINAT_P;2021;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;N2530;20;8;23.86;;;;
PERINAT_P;2021;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;N2700;;1;0.5;;;;
PERINAT_P;2021;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;N2800;17;20;29.49;;;;
PERINAT_P;2021;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;N280H;;19;14.75;;;;
PERINAT_P;2021;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;NAUT;29;18;40.57;;;;
PERINAT_P;2021;130008253;CLINIQUE DE VITROLLES;130001084;M1030;7;;7;1;;1;
PERINAT_P;2021;130008253;CLINIQUE DE VITROLLES;130001084;M1140;;8;4;0;1;;
PERINAT_P;2021;130008253;CLINIQUE DE VITROLLES;130001084;M2050;6;;6;1;;;
PERINAT_P;2021;130008253;CLINIQUE DE VITROLLES;130001084;N2700;;1;0.55;;;;
PERINAT_P;2021;130008253;CLINIQUE DE VITROLLES;130001084;N2800;8;15;15.58;;;;
PERINAT_P;2021;130008253;CLINIQUE DE VITROLLES;130001084;N280H;4;7;8.11;;;;
PERINAT_P;2021;130780521;APHM HOPITAL NORD;130786049;M1030;;2;1.6;1;0;1;
PERINAT_P;2021;130780521;APHM HOPITAL NORD;130786049;M1140;8;6;7.05;0;1;;
PERINAT_P;2021;130780521;APHM HOPITAL NORD;130786049;M2050;1;10;3.17;;;;
PERINAT_P;2021;130780521;APHM HOPITAL NORD;130786049;MAUT;1;3;1.45;;;;
PERINAT_P;2021;130780521;APHM HOPITAL NORD;130786049;MIVG;;4;0.89;;;;
PERINAT_P;2021;130780521;APHM HOPITAL NORD;130786049;N2200;43;15;48.63;;;;
PERINAT_P;2021;130780521;APHM HOPITAL NORD;130786049;N2340;37;25;49.56;;;;
PERINAT_P;2021;130780521;APHM HOPITAL NORD;130786049;N2530;24;7;27.79;;;;
PERINAT_P;2021;130780521;APHM HOPITAL NORD;130786049;N2700;1;2;1.42;;;;
PERINAT_P;2021;130780521;APHM HOPITAL NORD;130786049;N2800;9;47;28.88;;;;
PERINAT_P;2021;130780521;APHM HOPITAL NORD;130786049;N280H;9;47;28.88;;;;
PERINAT_P;2021;130780521;APHM HOPITAL NORD;130786049;NAUT;35;43;51.84;;;;
PERINAT_P;2021;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;M1140;;2;1;0;0;;
PERINAT_P;2021;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;M2050;;3;1.5;0;1;;
PERINAT_P;2021;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;MIVG;;3;0.2;;;;
PERINAT_P;2021;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;N2200;1;;0.2;;;;
PERINAT_P;2021;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;N2700;1;;0.1;;;;
PERINAT_P;2021;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;N2800;1;;0.2;;;;
PERINAT_P;2021;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;M1140;9;5;10.49;1;1;;
PERINAT_P;2021;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;M2050;8;15;9.26;1;0;;
PERINAT_P;2021;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;MAUT;;8;1.31;;;;
PERINAT_P;2021;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;MIVG;1;;0.4;;;;
PERINAT_P;2021;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;N2200;44;12;47.41;;;;
PERINAT_P;2021;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;N2340;63;13;59.78;;;;
PERINAT_P;2021;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;N2530;43;4;39.87;;;;
PERINAT_P;2021;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;N2700;3;1;3.62;;;;
PERINAT_P;2021;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;N2800;22;38;45.43;;;;
PERINAT_P;2021;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;N280H;22;38;45.43;;;;
PERINAT_P;2021;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;NAUT;47;11;50.33;;;;
PERINAT_P;2021;130783327;CLINIQUE BOUCHARD;130001415;M1030;;13;3;1;0;0;1
PERINAT_P;2021;130783327;CLINIQUE BOUCHARD;130001415;M1140;;8;2;1;0;;
PERINAT_P;2021;130783327;CLINIQUE BOUCHARD;130001415;M2050;;19;4;1;0;;
PERINAT_P;2021;130783327;CLINIQUE BOUCHARD;130001415;MAUT;;1;0.3;;;;
PERINAT_P;2021;130783327;CLINIQUE BOUCHARD;130001415;MIVG;;12;3;;;;
PERINAT_P;2021;130783327;CLINIQUE BOUCHARD;130001415;N2200;;6;3.1;;;;
PERINAT_P;2021;130783327;CLINIQUE BOUCHARD;130001415;N2340;2;5;3.53;;;;
PERINAT_P;2021;130783327;CLINIQUE BOUCHARD;130001415;N2530;4;3;7.25;;;;
PERINAT_P;2021;130783327;CLINIQUE BOUCHARD;130001415;N2700;;1;0.95;;;;
PERINAT_P;2021;130783327;CLINIQUE BOUCHARD;130001415;N2800;8;23;25.8;;;;
PERINAT_P;2021;130783327;CLINIQUE BOUCHARD;130001415;N280H;6;18;16;;;;
PERINAT_P;2021;130783327;CLINIQUE BOUCHARD;130001415;NAUT;7;5;9.16;;;;
PERINAT_P;2021;130783665;CLINIQUE DE BONNEVEINE;130043722;M1030;;2;0.25;;;;
PERINAT_P;2021;130783665;CLINIQUE DE BONNEVEINE;130043722;M1140;;1;0.25;;;;
PERINAT_P;2021;130783665;CLINIQUE DE BONNEVEINE;130043722;M2050;;6;0.69;;;;
PERINAT_P;2021;130783665;CLINIQUE DE BONNEVEINE;130043722;N2700;;2;0.2;;;;
PERINAT_P;2021;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;M1030;11;3;12.5;1;;1;
PERINAT_P;2021;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;M1140;;8;4;0;1;;
PERINAT_P;2021;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;M2050;22;;22;1;;;
PERINAT_P;2021;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;MIVG;4;1;4.5;;;;
PERINAT_P;2021;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;N2200;12;2;14.4;;;;
PERINAT_P;2021;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;N2340;5;4;8.24;;;;
PERINAT_P;2021;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;N2530;17;3;23.99;;;;
PERINAT_P;2021;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;N2700;;1;0.5;;;;
PERINAT_P;2021;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;N2800;23;9;31.7;;;;
PERINAT_P;2021;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;N280H;18;8;24.58;;;;
PERINAT_P;2021;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;NAUT;1;2;2.05;;;;
PERINAT_P;2021;130785652;HOPITAL SAINT JOSEPH;130014228;M1140;3;5;4.9;;;;
PERINAT_P;2021;130785652;HOPITAL SAINT JOSEPH;130014228;M2050;;10;6.1;;;;
PERINAT_P;2021;130785652;HOPITAL SAINT JOSEPH;130014228;N2200;6;;6;;;;
PERINAT_P;2021;130785652;HOPITAL SAINT JOSEPH;130014228;N2530;10;2;12;;;;
PERINAT_P;2021;130785652;HOPITAL SAINT JOSEPH;130014228;N2800;77;33;83.14;;;;
PERINAT_P;2021;130785652;HOPITAL SAINT JOSEPH;130014228;N280H;16;9;20.71;;;;
PERINAT_P;2021;130785652;HOPITAL SAINT JOSEPH;130014228;NAUT;11;;9.43;;;;
PERINAT_P;2021;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;M1030;3;2;4;1;1;1;
PERINAT_P;2021;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;M1140;;9;6.5;1;;;
PERINAT_P;2021;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;M2050;9;;9;1;1;;
PERINAT_P;2021;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;N2200;4;4;6;;;;
PERINAT_P;2021;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;N2340;3;6;6;;;;
PERINAT_P;2021;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;N2530;14;18;26;;;;
PERINAT_P;2021;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;N2800;28;16;37;;;;
PERINAT_P;2021;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;N280H;22;11;26;;;;
PERINAT_P;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M1030;;;0.4;1;;0;
PERINAT_P;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M1140;1;2;1.85;1;;;
PERINAT_P;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M2050;;5;4.05;1;;;
PERINAT_P;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;MAUT;1;;0.6;;;;
PERINAT_P;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;MIVG;1;3;0.1;;;;
PERINAT_P;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N2200;3;1;3.8;;;;
PERINAT_P;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N2340;6;5;8.4;;;;
PERINAT_P;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N2530;7;2;16.84;;;;
PERINAT_P;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N2700;;1;0.8;;;;
PERINAT_P;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N2800;13;15;23.07;;;;
PERINAT_P;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N280H;13;15;23.07;;;;
PERINAT_P;2021;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;MAUT;;1;0.2;;;;
PERINAT_P;2021;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;N2700;;1;0.04;;;;
PERINAT_P;2021;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;N2800;;5;1.51;;;;
PERINAT_P;2021;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;NAUT;;2;0.2;;;;
PERINAT_P;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M1030;;;;1;0;1;0
PERINAT_P;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M1140;8;4;9.32;1;0;;
PERINAT_P;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M2050;6;5;6.13;1;0;;
PERINAT_P;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;MIVG;1;1;0.7;;;;
PERINAT_P;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;N2200;10;10;18.11;;;;
PERINAT_P;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;N2340;25;34;51.47;;;;
PERINAT_P;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;N2530;49;30;69.36;;;;
PERINAT_P;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;N2700;3;;2.45;;;;
PERINAT_P;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;N2800;50;30;69.88;;;;
