BOR;AN;FI;RS;FI_EJ;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;SEA_HOS;PREPLI;SEM;NVPAT;NVPERIT
DIALYSE;2021;110005311;AIDER SANTE UDM CH CARCASSONNE;340000264;1140X;;;;2;0;221;;;;;
DIALYSE;2021;110005311;AIDER SANTE UDM CH CARCASSONNE;340000264;TOT;0;;;;;;0;1;;;
DIALYSE;2021;110007259;UDM HOPITAL PRIVE DU GRAND NARBONNE;110000114;1130X;;;;8;32;4596;;;;;
DIALYSE;2021;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;112AX;;;;2;0;140;;;;;
DIALYSE;2021;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;112BA;;;;20;74;11487;;;;;
DIALYSE;2021;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;1210;;;;;;;;;9;;
DIALYSE;2021;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;121AX;;;;;;;;;2;;
DIALYSE;2021;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;121CX;;;;3;;;;;7;;
DIALYSE;2021;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;122AX;;;;3;0;;;;125;;
DIALYSE;2021;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;122BX;;;;3;15;;;;52;;
DIALYSE;2021;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;TOT;0;;;;;;473;2;;67;12
DIALYSE;2021;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;VACAN;;;;1;0;;;;;;
DIALYSE;2021;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;112AX;;;;1;;0;;;;;
DIALYSE;2021;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;112BA;;;;16;72;8811;;;;;
DIALYSE;2021;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;1210;;;;;13;;;;52;;
DIALYSE;2021;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;121AX;;;;;5;;;;2;;
DIALYSE;2021;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;121CX;;;;;8;;;;50;;
DIALYSE;2021;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;122AX;;;;;0;;;;50;;
DIALYSE;2021;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;122BX;;;;;2;;;;17;;
DIALYSE;2021;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;TOT;0;;;;;;832;1;;47;9
DIALYSE;2021;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;VACAN;;;;2;;66;;;;;
DIALYSE;2021;120001748;AIDER SANTE UAD UDM MILLAU;340000264;112AX;;;;3;16;1555;;;;;
DIALYSE;2021;120001748;AIDER SANTE UAD UDM MILLAU;340000264;1130X;;;;11;22;4989;;;;;
DIALYSE;2021;120001748;AIDER SANTE UAD UDM MILLAU;340000264;1140X;;;;1;1;145;;;;;
DIALYSE;2021;120001748;AIDER SANTE UAD UDM MILLAU;340000264;TOT;0;;;;;;0;1;;1;0
DIALYSE;2021;120005228;AAIR UAD RODEZ;310000633;1130X;;;;3;12;276;;;;;
DIALYSE;2021;120005228;AAIR UAD RODEZ;310000633;1140X;;;;9;17;4676;;;;;
DIALYSE;2021;120005228;AAIR UAD RODEZ;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2021;120007786;AAIR UAD UDM ST REMY;310000633;1130X;;;;3;6;1079;;;;;
DIALYSE;2021;120007786;AAIR UAD UDM ST REMY;310000633;1140X;;;;9;12;1552;;;;;
DIALYSE;2021;120007786;AAIR UAD UDM ST REMY;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;112BA;;;;20;199;10872;;;;;
DIALYSE;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;1210;;;;;4;;;;1585;;
DIALYSE;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;121CX;;;;2;4;;;;1585;;
DIALYSE;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;122AX;;;;1;0;;;;2;;
DIALYSE;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;122BX;;;;2;3;;;;45;;
DIALYSE;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;TOT;0;;;;;;1100;2;;59;2
DIALYSE;2021;130001225;HOPITAL DU PAYS SALONAIS;130782634;TOT;0;;;;;;2;;;;
DIALYSE;2021;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;112AX;;;;1;0;229;;;;;
DIALYSE;2021;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;112BA;;;;16;71;10012;;;;;
DIALYSE;2021;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;1130X;;;;16;47;6748;;;;;
DIALYSE;2021;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;122AX;;;;2;;;;;0;;
DIALYSE;2021;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;122BX;;;;1;0;;;;60;;
DIALYSE;2021;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;TOT;0;;;;;;739;;;63;16
DIALYSE;2021;130008287;ADPC UNITE D'AUTODIALYSE MARSEILLE 02;130006810;1140X;;;;20;42;6686;;;;;
DIALYSE;2021;130024268;NEPHROCARE SALON CENTRE D'HEMODIALYSE;130050545;112AX;;;;1;;334;;;;;
DIALYSE;2021;130024268;NEPHROCARE SALON CENTRE D'HEMODIALYSE;130050545;112BA;;;;8;22;3478;;;;;
DIALYSE;2021;130024268;NEPHROCARE SALON CENTRE D'HEMODIALYSE;130050545;1130X;;;;7;24;3298;;;;;
DIALYSE;2021;130024268;NEPHROCARE SALON CENTRE D'HEMODIALYSE;130050545;TOT;0;;;;;;;1;;16;0
DIALYSE;2021;130034002;DIAVERUM PROVENCE SALON;130006562;1130X;;;;23;55;9251;;;;;
DIALYSE;2021;130034002;DIAVERUM PROVENCE SALON;130006562;1140X;;;;1;11;1432;;;;;
DIALYSE;2021;130034002;DIAVERUM PROVENCE SALON;130006562;TOT;0;;;;;;0;;;22;
DIALYSE;2021;130034002;DIAVERUM PROVENCE SALON;130006562;VACAN;;;;;0;34;;;;;
DIALYSE;2021;130034044;DIAVERUM PROVENCE MARIGNANE;130006562;1130X;;;;10;41;6311;;;;;
DIALYSE;2021;130034044;DIAVERUM PROVENCE MARIGNANE;130006562;1140X;;;;2;9;1645;;;;;
DIALYSE;2021;130034044;DIAVERUM PROVENCE MARIGNANE;130006562;TOT;0;;;;;;0;0;;17;
DIALYSE;2021;130034093;DIAVERUM PROVENCE HE MARSEILLE 3E;130006562;1130X;;;;13;49;7407;;;;;
DIALYSE;2021;130034093;DIAVERUM PROVENCE HE MARSEILLE 3E;130006562;1140X;;;;1;5;674;;;;;
DIALYSE;2021;130034093;DIAVERUM PROVENCE HE MARSEILLE 3E;130006562;1150A;;;;3;3;872;;;;;
DIALYSE;2021;130034093;DIAVERUM PROVENCE HE MARSEILLE 3E;130006562;TOT;0;;;;;;0;;;19;0
DIALYSE;2021;130034093;DIAVERUM PROVENCE HE MARSEILLE 3E;130006562;VACAN;;;;;;13;;;;;
DIALYSE;2021;130034531;DIAVERUM PROVENCE ARLES;130006562;112BA;;;;28;127;21868;;;;;
DIALYSE;2021;130034531;DIAVERUM PROVENCE ARLES;130006562;1130X;;;;4;0;295;;;;;
DIALYSE;2021;130034531;DIAVERUM PROVENCE ARLES;130006562;TOT;0;;;;;;0;0;;45;0
DIALYSE;2021;130034556;ATUP AUTODIALYSE MARTIGUES;130016058;1140X;;;;0;0;431;;;;;
DIALYSE;2021;130034614;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;130006810;1140X;;;;14;32;5391;;;;;
DIALYSE;2021;130034614;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;130006810;1150A;;;;14;14;3726;;;;;
DIALYSE;2021;130034614;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;130006810;1210;;;;;32;;;;1831;;
DIALYSE;2021;130034614;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;130006810;121AX;;;;;11;;;;696;;
DIALYSE;2021;130034614;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;130006810;121CX;;;;10;21;;;;1135;;
DIALYSE;2021;130034614;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;130006810;122AX;;;;0;0;;;;143;;
DIALYSE;2021;130034614;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;130006810;TOT;0;;;;;;0;0;;21;21
DIALYSE;2021;130035223;BOUCHARD AUTODIALYSE ACTIPOLE 12 MRS;130001415;1140X;;;;3;3;442;;;;;
DIALYSE;2021;130035959;ADPC UDM MARSEILLE 05;130006810;112AX;;;;2;0;1162;;;;;
DIALYSE;2021;130035959;ADPC UDM MARSEILLE 05;130006810;1130X;;;;16;39;5069;;;;;
DIALYSE;2021;130035959;ADPC UDM MARSEILLE 05;130006810;TOT;0;;;;;;0;0;;5;0
DIALYSE;2021;130036650;ATUP AUTODIALYSE VITROLLES;130016058;1140X;;;;18;28;3567;;;;;
DIALYSE;2021;130036650;ATUP AUTODIALYSE VITROLLES;130016058;TOT;0;;;;;;0;0;;2;0
DIALYSE;2021;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;130029218;112AX;;;;1;1;101;;;;;
DIALYSE;2021;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;130029218;112BA;;;;25;115;18738;;;;;
DIALYSE;2021;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;130029218;1130X;;;;16;29;6336;;;;;
DIALYSE;2021;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;130029218;1140X;;;;1;5;672;;;;;
DIALYSE;2021;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;130029218;1150A;;;;1;0;34;;;;;
DIALYSE;2021;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;130029218;1210;;;;;16;;;;643;;
DIALYSE;2021;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;130029218;121AX;;;;;11;;;;372;;
DIALYSE;2021;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;130029218;121CX;;;;8;5;;;;271;;
DIALYSE;2021;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;130029218;122AX;;;;3;0;;;;387;;
DIALYSE;2021;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;130029218;TOT;0;;;;;;0;0;;47;5
DIALYSE;2021;130044845;ATUP AUTO DIALYSE MARSEILLE 13;130016058;1140X;;;;12;33;4960;;;;;
DIALYSE;2021;130044845;ATUP AUTO DIALYSE MARSEILLE 13;130016058;TOT;0;;;;;;0;0;;1;0
DIALYSE;2021;130050396;ADPC MARTIGUES SITE CH;130006810;1140X;;;;1;1;333;;;;;
DIALYSE;2021;130781867;CLINIQUE DE LA CIOTAT;130000813;1130X;;;;20;27;4073;;;;;
DIALYSE;2021;130781867;CLINIQUE DE LA CIOTAT;130000813;TOT;0;;;;;;0;0;;11;
DIALYSE;2021;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;112BA;;;;72;182;27080;;;;;
DIALYSE;2021;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;122AX;;;;1;;;;;695;;
DIALYSE;2021;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;TOT;0;;;;;;2104;;;81;9
DIALYSE;2021;130783327;CLINIQUE BOUCHARD;130001415;112BA;;;;40;148;20757;;;;;
DIALYSE;2021;130783327;CLINIQUE BOUCHARD;130001415;1130X;;;;8;9;1184;;;;;
DIALYSE;2021;130783327;CLINIQUE BOUCHARD;130001415;1140X;;;;3;3;461;;;;;
DIALYSE;2021;130783327;CLINIQUE BOUCHARD;130001415;1150A;;;;1;1;180;;;;;
DIALYSE;2021;130783327;CLINIQUE BOUCHARD;130001415;1210;;;;;10;;;;1356;;
DIALYSE;2021;130783327;CLINIQUE BOUCHARD;130001415;121AX;;;;;6;;;;898;;
DIALYSE;2021;130783327;CLINIQUE BOUCHARD;130001415;121CX;;;;1;4;;;;458;;
DIALYSE;2021;130783327;CLINIQUE BOUCHARD;130001415;122AX;;;;1;1;;;;161;;
DIALYSE;2021;130783327;CLINIQUE BOUCHARD;130001415;122BX;;;;1;0;;;;391;;
DIALYSE;2021;130783327;CLINIQUE BOUCHARD;130001415;TOT;0;;;;;;388;;;76;18
DIALYSE;2021;130784481;DIAVERUM PROVENCE MARSEILLE 8E;130006562;112AX;;;;1;0;0;;;;;
DIALYSE;2021;130784481;DIAVERUM PROVENCE MARSEILLE 8E;130006562;112BA;;;;68;328;46935;;;;;
DIALYSE;2021;130784481;DIAVERUM PROVENCE MARSEILLE 8E;130006562;1130X;;;;4;3;610;;;;;
DIALYSE;2021;130784481;DIAVERUM PROVENCE MARSEILLE 8E;130006562;1210;;;;;4;;;;1232;;
DIALYSE;2021;130784481;DIAVERUM PROVENCE MARSEILLE 8E;130006562;121AX;;;;;4;;;;1232;;
DIALYSE;2021;130784481;DIAVERUM PROVENCE MARSEILLE 8E;130006562;TOT;1;2;90;;;;0;;;130;1
DIALYSE;2021;130784481;DIAVERUM PROVENCE MARSEILLE 8E;130006562;VACAN;;;;;;401;;;;;
DIALYSE;2021;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;112BA;;;;0;;7;;;;;
DIALYSE;2021;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;112BE;;;;6;;1004;;;;;
DIALYSE;2021;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;121CX;;;;1;;;;;;;
DIALYSE;2021;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;122AX;;;;1;;;;;;;
DIALYSE;2021;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;122BX;;;;2;;;;;;;
DIALYSE;2021;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;TOT;0;;;;;;216;;;;
DIALYSE;2021;130806029;NEPHROCARE UM AUTO PERIT DOM AIX;130050545;112AX;;;;1;7;146;;;;;
DIALYSE;2021;130806029;NEPHROCARE UM AUTO PERIT DOM AIX;130050545;1130X;;;;13;29;4243;;;;;
DIALYSE;2021;130806029;NEPHROCARE UM AUTO PERIT DOM AIX;130050545;1140X;;;;5;;1260;;;;;
DIALYSE;2021;130806029;NEPHROCARE UM AUTO PERIT DOM AIX;130050545;1150A;;;;;;287;;;;;
DIALYSE;2021;130806029;NEPHROCARE UM AUTO PERIT DOM AIX;130050545;TOT;0;;;;;;;1;;6;0
DIALYSE;2021;130806078;ATUP UDM ET DOMICILE MARSEILLE 08;130016058;112AX;;;;2;2;354;;;;;
DIALYSE;2021;130806078;ATUP UDM ET DOMICILE MARSEILLE 08;130016058;1130X;;;;24;85;12752;;;;;
DIALYSE;2021;130806078;ATUP UDM ET DOMICILE MARSEILLE 08;130016058;1150A;;;;14;14;3657;;;;;
DIALYSE;2021;130806078;ATUP UDM ET DOMICILE MARSEILLE 08;130016058;1210;;;;;3;;;;50;;
DIALYSE;2021;130806078;ATUP UDM ET DOMICILE MARSEILLE 08;130016058;121AX;;;;;3;;;;50;;
DIALYSE;2021;130806078;ATUP UDM ET DOMICILE MARSEILLE 08;130016058;122AX;;;;1;;;;;42;;
DIALYSE;2021;130806078;ATUP UDM ET DOMICILE MARSEILLE 08;130016058;TOT;0;;;;;;0;0;;9;0
DIALYSE;2021;130806417;ADPC UNITE D'AUTODIALYSE AUBAGNE;130006810;1140X;;;;8;6;916;;;;;
DIALYSE;2021;130809809;CHP AUBAGNE;130007156;112AX;;;;2;;82;;;;;
DIALYSE;2021;130809809;CHP AUBAGNE;130007156;112BA;;;;24;;15559;;;;;
DIALYSE;2021;130809809;CHP AUBAGNE;130007156;1130X;;;;12;;6209;;;;;
DIALYSE;2021;130809809;CHP AUBAGNE;130007156;1140X;;;;6;;728;;;;;
DIALYSE;2021;130809809;CHP AUBAGNE;130007156;1150A;;;;1;;;;;;;
DIALYSE;2021;130809809;CHP AUBAGNE;130007156;TOT;0;;;;;;0;0;;;
DIALYSE;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;112AX;;;;1;1;57;;;;;
DIALYSE;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;112BA;;;;18;86;9994;;;;;
DIALYSE;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;1130X;;;;1;4;611;;;;;
DIALYSE;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;122AX;;;;1;1;;;;74;;
DIALYSE;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;122BX;;;;1;2;;;;20;;
DIALYSE;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;TOT;0;;;;;;602;1;;53;10
DIALYSE;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;112AX;;;;2;9;879;;;;;
DIALYSE;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;112BA;;;;24;105;14969;;;;;
DIALYSE;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;1130X;;;;8;19;1711;;;;;
DIALYSE;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;122AX;;;;2;1;;;;2;;
DIALYSE;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;122BX;;;;2;3;;;;166;;
DIALYSE;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;TOT;0;;;;;;2297;4;;113;45
DIALYSE;2021;140002254;ANIDER - HEROUVILLE SAINT CLAIR;140000852;1130X;;;;14;35;5440;;;;;
DIALYSE;2021;140002254;ANIDER - HEROUVILLE SAINT CLAIR;140000852;1140X;;;;10;41;6389;;;;;
DIALYSE;2021;140002254;ANIDER - HEROUVILLE SAINT CLAIR;140000852;1150A;;;;25;25;7877;;;;;
DIALYSE;2021;140002254;ANIDER - HEROUVILLE SAINT CLAIR;140000852;1210;;;;;58;;;;2985;;
DIALYSE;2021;140002254;ANIDER - HEROUVILLE SAINT CLAIR;140000852;121AX;;;;;38;;;;1971;;
DIALYSE;2021;140002254;ANIDER - HEROUVILLE SAINT CLAIR;140000852;121CX;;;;20;20;;;;1014;;
DIALYSE;2021;140002254;ANIDER - HEROUVILLE SAINT CLAIR;140000852;TOT;0;;;;;;;;;;
DIALYSE;2021;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;112AX;;;;1;1;114;;;;;
DIALYSE;2021;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;112BA;;;;24;70;10603;;;;;
DIALYSE;2021;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;1130X;;;;4;18;2352;;;;;
DIALYSE;2021;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;122AX;;;;2;2;;;;40;;
DIALYSE;2021;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;TOT;0;;;;;;584;2;;60;4
DIALYSE;2021;140027434;ANIDER - HONFLEUR;140000852;1140X;;;;10;17;2691;;;;;
DIALYSE;2021;140027434;ANIDER - HONFLEUR;140000852;1150A;;;;1;;256;;;;;
DIALYSE;2021;140027434;ANIDER - HONFLEUR;140000852;1210;;;;;15;;;;800;;
DIALYSE;2021;140027434;ANIDER - HONFLEUR;140000852;121AX;;;;;3;;;;152;;
DIALYSE;2021;140027434;ANIDER - HONFLEUR;140000852;121CX;;;;12;12;;;;648;;
DIALYSE;2021;140027434;ANIDER - HONFLEUR;140000852;TOT;0;;;;;;;;;;
DIALYSE;2021;140028895;ANIDER - BAYEUX;140000852;1140X;;;;12;23;3548;;;;;
DIALYSE;2021;150001758;UNITE DE DIALYSE DE SAINT-FLOUR;630000990;112AX;;;;1;;125;;;;;
DIALYSE;2021;150001758;UNITE DE DIALYSE DE SAINT-FLOUR;630000990;1130X;;;;4;28;4375;;;;;
DIALYSE;2021;150001758;UNITE DE DIALYSE DE SAINT-FLOUR;630000990;1140X;;;;5;2;523;;;;;
DIALYSE;2021;150001758;UNITE DE DIALYSE DE SAINT-FLOUR;630000990;TOT;1;1;33;;;;;;;7;0
DIALYSE;2021;150003416;UNITE DE DIALYSE - CH DE MAURIAC;150000271;1130X;;;;7;13;861;;;;;
DIALYSE;2021;150003416;UNITE DE DIALYSE - CH DE MAURIAC;150000271;1140X;;;;1;2;81;;;;;
DIALYSE;2021;150003416;UNITE DE DIALYSE - CH DE MAURIAC;150000271;TOT;1;1;15;;;;0;;;;
DIALYSE;2021;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;112AX;;;;1;;6;;;;;
DIALYSE;2021;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;112BA;;;;19;81;12512;;;;;
DIALYSE;2021;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;1140X;;;;4;8;2353;;;;;
DIALYSE;2021;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;TOT;1;1;;;;;1;;;;
DIALYSE;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;112AX;;;;2;0;104;;;;;
DIALYSE;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;112BA;;;;25;105;14128;;;;;
DIALYSE;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;122AX;;;;1;;;;;113;;
DIALYSE;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;122BX;;;;1;;;;;73;;
DIALYSE;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;TOT;0;;;;;;779;1;;42;10
DIALYSE;2021;160006110;AURA POITOU-CH - LA COURONNE;860000348;112AX;;;;1;0;5;;;;;
DIALYSE;2021;160006110;AURA POITOU-CH - LA COURONNE;860000348;1130X;;;;20;71;9220;;;;;
DIALYSE;2021;160006110;AURA POITOU-CH - LA COURONNE;860000348;1140X;;;;6;3;963;;;;;
DIALYSE;2021;160006110;AURA POITOU-CH - LA COURONNE;860000348;1150A;;;;5;5;1327;;;;;
DIALYSE;2021;160006110;AURA POITOU-CH - LA COURONNE;860000348;1210;;;;;17;;;;806;;
DIALYSE;2021;160006110;AURA POITOU-CH - LA COURONNE;860000348;121AX;;;;;4;;;;340;;
DIALYSE;2021;160006110;AURA POITOU-CH - LA COURONNE;860000348;121CX;;;;13;13;;;;466;;
DIALYSE;2021;160006110;AURA POITOU-CH - LA COURONNE;860000348;TOT;0;;;;;;;;;90;31
DIALYSE;2021;160012159;AURA POITOU-CH - CHATEAUBERNARD;860000348;1130X;;;;14;29;3577;;;;;
DIALYSE;2021;160012159;AURA POITOU-CH - CHATEAUBERNARD;860000348;TOT;0;;;;;;;;;18;
DIALYSE;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;112AX;;;;2;4;170;;;;;
DIALYSE;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;112BA;;;;24;114;13871;;;;;
DIALYSE;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;1130X;;;;12;11;1814;;;;;
DIALYSE;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;1150A;;;;;4;;;;;;
DIALYSE;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;1210;;;;;6;;;;0;;
DIALYSE;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;121CX;;;;12;6;;;;0;;
DIALYSE;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;122AX;;;;2;15;;;;27;;
DIALYSE;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;TOT;0;;;;;;1031;1;;51;13
DIALYSE;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;112AX;;;;2;0;0;;;;;
DIALYSE;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;112BA;;;;16;81;11729;;;;;
DIALYSE;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;1210;;;;;21;;;;1053;;
DIALYSE;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;121AX;;;;;18;;;;814;;
DIALYSE;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;121CX;;;;0;3;;;;239;;
DIALYSE;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;122AX;;;;1;0;;;;37;;
DIALYSE;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;122BX;;;;1;0;;;;0;;
DIALYSE;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;TOT;0;;;;;;458;;;58;11
DIALYSE;2021;170026033;ADA 17 : UNITE DE JONZAC;170000988;1140X;;;;6;9;319;;;;;
DIALYSE;2021;170026033;ADA 17 : UNITE DE JONZAC;170000988;TOT;0;;;;;;;;;6;
DIALYSE;2021;170785059;ADA 17 - LA ROCHELLE;170000988;1130X;;;;12;37;4636;;;;;
DIALYSE;2021;170785059;ADA 17 - LA ROCHELLE;170000988;1140X;;;;6;23;3343;;;;;
DIALYSE;2021;170785059;ADA 17 - LA ROCHELLE;170000988;1150A;;;;5;5;1910;;;;;
DIALYSE;2021;170785059;ADA 17 - LA ROCHELLE;170000988;1210;;;;;39;;;;1814;;
DIALYSE;2021;170785059;ADA 17 - LA ROCHELLE;170000988;121AX;;;;;29;;;;1333;;
DIALYSE;2021;170785059;ADA 17 - LA ROCHELLE;170000988;121CX;;;;10;10;;;;481;;
DIALYSE;2021;170785059;ADA 17 - LA ROCHELLE;170000988;TOT;0;;;;;;;;;29;
DIALYSE;2021;170785059;ADA 17 - LA ROCHELLE;170000988;VACAN;;;;;;452;;;;;
DIALYSE;2021;170792212;ADA 17 : UNITE DE SAINTES;170000988;1130X;;;;8;36;5335;;;;;
DIALYSE;2021;170792212;ADA 17 : UNITE DE SAINTES;170000988;1140X;;;;6;15;2578;;;;;
DIALYSE;2021;170792212;ADA 17 : UNITE DE SAINTES;170000988;TOT;0;;;;;;;;;29;
DIALYSE;2021;170792212;ADA 17 : UNITE DE SAINTES;170000988;VACAN;;;;;;27;;;;;
DIALYSE;2021;170794929;ADA 17 - UNITE DE VAUX/MER;170000988;1130X;;;;8;16;2684;;;;;
DIALYSE;2021;170794929;ADA 17 - UNITE DE VAUX/MER;170000988;1140X;;;;6;12;2039;;;;;
DIALYSE;2021;170794929;ADA 17 - UNITE DE VAUX/MER;170000988;TOT;0;;;;;;;;;13;
DIALYSE;2021;170794929;ADA 17 - UNITE DE VAUX/MER;170000988;VACAN;;;;;;635;;;;;
DIALYSE;2021;170795165;ADA 17 : UNITE DE ST JEAN D'ANGELY;170000988;1130X;;;;2;8;1237;;;;;
DIALYSE;2021;170795165;ADA 17 : UNITE DE ST JEAN D'ANGELY;170000988;1140X;;;;6;6;845;;;;;
DIALYSE;2021;170795165;ADA 17 : UNITE DE ST JEAN D'ANGELY;170000988;TOT;0;;;;;;;;;5;
DIALYSE;2021;170795165;ADA 17 : UNITE DE ST JEAN D'ANGELY;170000988;VACAN;;;;;;9;;;;;
DIALYSE;2021;170802656;ADA 17 : UNITE DE ROCHEFORT;170000988;1130X;;;;1;4;586;;;;;
DIALYSE;2021;170802656;ADA 17 : UNITE DE ROCHEFORT;170000988;1140X;;;;5;17;2580;;;;;
DIALYSE;2021;170802656;ADA 17 : UNITE DE ROCHEFORT;170000988;TOT;0;;;;;;;;;10;
DIALYSE;2021;170802656;ADA 17 : UNITE DE ROCHEFORT;170000988;VACAN;;;;;;68;;;;;
DIALYSE;2021;170804090;ADA 17 : UNITE DE DOLUS D'OLERON;170000988;1140X;;;;6;12;2398;;;;;
