BOR;AN;FI;RS;FI_EJ;PERSO;EFFSALPLH;EFFSALPLF;EFFSALPAH;EFFSALPAF;EFFLIBPLH;EFFLIBPLF;EFFLIBPAH;EFFLIBPAF;ETPSALH;ETPSALF;ETP_PU;ETP_PH;ETP_AS;ETP_HU;ETP_AT;ETP_AU;EFFSAL;ETPSAL;EFFLIB
Q20;2021;010780476;;750005068;M9999;3;1;0;0;;;;;2.11;2.02;;;;;;;4;4.13;
Q20;2021;010780492;CRF ROMANS-FERRARI;360000707;M1140;;;;1;;;;;;0.6;;;;;;;1;0.6;
Q20;2021;010780492;CRF ROMANS-FERRARI;360000707;M1180;1;;;6;;;;;1;4.99;;;;;;;7;5.99;
Q20;2021;010780492;CRF ROMANS-FERRARI;360000707;M3020;;;;1;;;;;;0.2;;;;;;;1;0.2;
Q20;2021;010780492;CRF ROMANS-FERRARI;360000707;M3050;;;;1;;;;;;0.79;;;;;;;1;0.79;
Q20;2021;010780492;;360000707;M9999;1;;;9;;;;;1;6.58;;;;;;;10;7.58;
Q20;2021;010780708;CLINIQUE SSR CHATEAU DE GLETEINS;310021381;M1010;;1;;2;;;;;0;2.6;;;;;;;3;2.6;
Q20;2021;010780708;CLINIQUE SSR CHATEAU DE GLETEINS;310021381;M1180;;;1;;;;;;0.4;;;;;;;;1;0.4;
Q20;2021;010780708;;310021381;M9999;;1;1;2;;;;;0.4;2.6;;;;;;;4;3;
Q20;2021;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;750721334;M1010;;1;;;;;;;;1;;;;;;;1;1;
Q20;2021;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;750721334;M3050;;;;1;;;;;;0.25;;;;;;;1;0.25;
Q20;2021;010780799;;750721334;M9999;;1;;1;;;;;;1.25;;;;;;;2;1.25;
Q20;2021;010789576;USLD;010780096;M1320;;1;;;;;;;;1;;1;;;;;1;1;
Q20;2021;010789576;;010780096;M9999;;1;;;;;;;;1;;1;;;;;1;1;
Q20;2021;020000089;CH GUISE;020000022;M1010;0;0;4;1;0;0;0;0;2.7;0.6;0;0.6;0;0;2.7;0;5;3.3;0
Q20;2021;020000089;CH GUISE;020000022;M1040;0;0;1;0;0;0;0;0;0.2;0;0;0;0;0;0.2;0;1;0.2;0
Q20;2021;020000089;CH GUISE;020000022;M1050;0;0;1;0;0;0;0;0;0.4;0;0;0;0;0;0.4;0;1;0.4;0
Q20;2021;020000089;CH GUISE;020000022;M1090;0;0;1;0;0;0;0;0;0.1;0;0;0;0;0;0.1;0;1;0.1;0
Q20;2021;020000089;CH GUISE;020000022;M1160;0;0;1;0;0;0;0;0;0.1;0;0;0;0;0;0;0.1;1;0.1;0
Q20;2021;020000089;CH GUISE;020000022;M1320;0;0;0;1;0;0;0;0;0;0.6;0;0.6;0;0;0;0;1;0.6;0
Q20;2021;020000089;CH GUISE;020000022;M3040;0;0;1;0;0;0;0;0;0.1;0;0;0;0;0;0.1;0;1;0.1;0
Q20;2021;020000089;CH GUISE;020000022;M3050;2;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;2;2;0
Q20;2021;020000089;;020000022;M9999;2;0;9;2;0;0;0;0;5.6;1.2;0;3.2;0;0;3.5;0.1;13;6.8;0
Q20;2021;020000097;CH LA FÈRE;020000048;M1010;1;3;;;;;;;1;2.82;;2.99;;;0.83;;4;3.82;
Q20;2021;020000097;CH LA FÈRE;020000048;M1320;2;;;;;;;;1.39;;;0.5;;;;0.89;2;1.39;
Q20;2021;020000097;CH LA FÈRE;020000048;M3020;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2021;020000097;CH LA FÈRE;020000048;M3040;1;;;;;;;;0.4;;;;;;0.4;;1;0.4;
Q20;2021;020000097;CH LA FÈRE;020000048;M3050;1;;;;;;;;1.03;0.09;;1;;;;0.12;1;1.12;
Q20;2021;020000097;;020000048;M9999;6;3;;;;;;;4.82;2.91;;5.49;;;1.23;1.01;9;7.73;
Q20;2021;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;M1010;1;;1;;;;;;1.6;;;;;;1;0.6;2;1.6;
Q20;2021;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;M1040;;;1;;;;;;0.18;;;;;;0.18;;1;0.18;
Q20;2021;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;M1110;;;;;;;1;;;;;;;;;;;;1
Q20;2021;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;M1190;;;2;;;;;;0.15;;;;;;0.15;;2;0.15;
Q20;2021;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;M2100;;;;;;;1;;;;;;;;;;;;1
Q20;2021;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;M3040;;;;;;;1;;;;;;;;;;;;1
Q20;2021;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;M3050;;;;;;;;2;;;;;;;;;;;2
Q20;2021;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;M3060;;;;;;;1;;;;;;;;;;;;1
Q20;2021;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;M3070;;;2;;;;1;;0.12;;;;;;0.12;;2;0.12;1
Q20;2021;020000105;;020000055;M9999;1;;6;;;;5;2;2.05;;;;;;1.45;0.6;7;2.05;7
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M1010;1;2;0;0;;;;;1;2.17;0;1;0;0;1.33;0.84;3;3.17;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M1020;0;1;1;2;;;;;0.1;2.6;0;2.6;0;0;0.1;0;4;2.7;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M1030;5;2;1;3;;;;;4.87;3.08;0;3;1;0;1.67;2.28;11;7.95;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M1031;3;1;0;0;;;;;3.88;1;0;3;0;0;0;1.88;4;4.88;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M1040;8;3;1;0;;;;;8.1;2.25;0;8.5;0;0;1.35;0.5;12;10.35;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M1050;1;3;0;1;;;;;1;3.05;0;1;1;0;1.05;1;5;4.05;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M1070;3;3;0;1;;;;;2.67;3.22;0;3;0;0;2.22;0.67;7;5.89;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M1090;1;2;0;0;;;;;1;2.25;0;1;0;0;2.25;0;3;3.25;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M1100;1;1;0;0;;;;;0.66;1;0;0.83;0;0;0.25;0.58;2;1.66;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M1110;6;1;0;0;;;;;5.75;1;0;5.67;0;0;0.75;0.33;7;6.75;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M1120;4;0;1;0;;;;;3.97;0;0;1.6;0;0;0;2.37;5;3.97;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M1130;1;3;1;1;;;;;1.25;2.56;0;0;0;0;1.81;2;6;3.81;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M1140;2;6;3;10;;;;;3.07;13.58;0;10;3;0;1.73;1.92;21;16.65;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M1150;2;3;3;0;;;;;3.55;2.25;0;4;0;0;0.15;1.65;8;5.8;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M1160;5;1;3;3;;;;;5.94;2.33;0;3;0;0;2.42;2.85;12;8.27;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M1170;1;1;1;0;;;;;2;0.9;0;0;0;0;0;2.9;3;2.9;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M1180;0;2;0;0;;;;;0;2.4;0;0;0;0;1;1.4;2;2.4;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M1190;0;2;0;0;;;;;0;2;0;1;0;0;0;1;2;2;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M1200;2;3;2;3;;;;;2.4;5.17;0;5.4;0;0;0.5;1.67;10;7.57;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M1320;6;5;0;3;;;;;6.25;5.85;0;5.2;0;0;4.33;2.57;14;12.1;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M1330;2;2;0;0;;;;;2;1.58;0;3;0;0;0.58;0;4;3.58;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M1340;6;6;3;0;;;;;7.48;5.12;0;5.95;0;0;2.98;3.67;15;12.6;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M2020;0;0;1;0;;;;;0.2;0;0;0;0;0;0.2;0;1;0.2;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M2030;6;2;1;0;;;;;7.46;2;0;5.8;1.83;0;0.75;1.08;9;9.46;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M2040;0;1;1;0;;;;;0.6;1;0;0;0;0;0;1.6;2;1.6;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M2050;4;3;2;1;;;;;4.33;3.6;0;7;0.33;0;0.5;0.1;10;7.93;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M2070;2;2;0;0;;;;;2.33;1.92;0;1;1.33;0;1.92;0;4;4.25;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M2080;1;1;0;0;;;;;0.17;1;0;1;0;0;0;0.17;2;1.17;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M2100;3;0;0;0;;;;;1.5;0;0;1;0;0;0.5;0;3;1.5;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M2120;3;0;0;0;;;;;3;0;0;2.5;0;0;0;0.5;3;3;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M2130;2;2;1;0;;;;;2.4;2;0;1;2.83;0;0;0.57;5;4.4;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M3011;1;3;1;0;;;;;1.83;2.23;0;3.73;0;0;0.33;0;5;4.06;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M3012;0;0;0;0;;;;;0.75;0;0;0.75;0;0;0;0;0;0.75;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M3040;0;2;0;0;;;;;0;1.08;0;0.08;0;0;0;1;2;1.08;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M3050;4;4;1;2;;;;;5;6.8;0;9.3;2;0;0;0.5;11;11.8;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M3060;0;0;0;1;;;;;0;0.8;0;0;0;0;0;0.8;1;0.8;
Q20;2021;020000162;CH SAINT-QUENTIN;020000063;M3070;0;0;0;1;;;;;0;0.8;0;0;0;0;0;0.8;1;0.8;
Q20;2021;020000162;;020000063;M9999;86;73;28;32;;;;;96.51;88.59;0;101.91;13.32;0;30.67;39.2;219;185.1;
Q20;2021;020000246;CH VERVINS;020000071;M1010;2;;1;;;;;;3;;;2;;;1;;3;3;
Q20;2021;020000246;CH VERVINS;020000071;M1200;;;;1;;;;;;0.7;;;;;0.7;;1;0.7;
Q20;2021;020000246;CH VERVINS;020000071;M2010;;;;;;;1;;;;;;;;;;;;1
Q20;2021;020000246;;020000071;M9999;2;;1;1;;;1;;3;0.7;;2;;;1.7;;4;3.7;1
Q20;2021;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M1010;2;3;2;;;;;;2.69;3.57;;;;;;;7;6.26;
Q20;2021;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M1070;1;;1;1;;;;;1.7;;;;;;;;3;1.7;
Q20;2021;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M1150;1;;1;;;;;;1.61;;;;;;;;2;1.61;
Q20;2021;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M1160;;;1;;;;;;0.11;;;;;;;;1;0.11;
Q20;2021;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M1180;2;1;1;1;;;;;3.12;1.58;;;;;;;5;4.7;
Q20;2021;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M1190;;;2;;;;;;1.13;;;;;;;;2;1.13;
Q20;2021;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M1320;2;1;;;;;;;2;1;;;;;;;3;3;
Q20;2021;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M2010;;;1;;;;;;0.05;;;;;;;;1;0.05;
Q20;2021;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M2070;;;1;;;;;;0.05;;;;;;;;1;0.05;
Q20;2021;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M2080;;;1;;;;;;0.11;;;;;;;;1;0.11;
Q20;2021;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M3011;;;;;;;;;;0.17;;;;;;;;0.17;
Q20;2021;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M3020;;;1;2;;;;;0.09;0.07;;;;;;;3;0.16;
Q20;2021;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M3050;1;;1;1;;;;;2.26;0.5;;;;;;;3;2.76;
Q20;2021;020000303;;750814030;M9999;9;5;13;5;;;;;14.92;6.89;;;;;;;32;21.81;
Q20;2021;020000360;CLINIQUE COURLANCY SOISSONS;020014742;M1030;;;;;3;;;;;;;;;;;;;;3
Q20;2021;020000360;CLINIQUE COURLANCY SOISSONS;020014742;M1090;;;;;;;2;;;;;;;;;;;;2
Q20;2021;020000360;CLINIQUE COURLANCY SOISSONS;020014742;M1150;;;;;;;1;;;;;;;;;;;;1
Q20;2021;020000360;CLINIQUE COURLANCY SOISSONS;020014742;M1160;;;;;;;7;;;;;;;;;;;;7
Q20;2021;020000360;CLINIQUE COURLANCY SOISSONS;020014742;M2010;;;;;;;;1;;;;;;;;;;;1
Q20;2021;020000360;CLINIQUE COURLANCY SOISSONS;020014742;M2020;;;;;;;3;;;;;;;;;;;;3
Q20;2021;020000360;CLINIQUE COURLANCY SOISSONS;020014742;M2030;;;;;3;;1;;;;;;;;;;;;4
Q20;2021;020000360;CLINIQUE COURLANCY SOISSONS;020014742;M2040;;;;;;;;1;;;;;;;;;;;1
Q20;2021;020000360;CLINIQUE COURLANCY SOISSONS;020014742;M2070;;;;;;;3;1;;;;;;;;;;;4
Q20;2021;020000360;CLINIQUE COURLANCY SOISSONS;020014742;M2080;;;;;1;;1;;;;;;;;;;;;2
Q20;2021;020000360;CLINIQUE COURLANCY SOISSONS;020014742;M2100;;;;;1;;;;;;;;;;;;;;1
Q20;2021;020000360;CLINIQUE COURLANCY SOISSONS;020014742;M2120;;;;;;;1;;;;;;;;;;;;1
Q20;2021;020000360;CLINIQUE COURLANCY SOISSONS;020014742;M2130;;;;;;;1;;;;;;;;;;;;1
Q20;2021;020000360;CLINIQUE COURLANCY SOISSONS;020014742;M3050;;1;;;;;;;;1.06;;;;;;;1;1.06;
Q20;2021;020000360;;020014742;M9999;;1;;;8;;20;3;;1.06;;;;;;;1;1.06;31
Q20;2021;020000386;CLINIQUE DE LA ROSERAIE;020000600;M1010;;;1;;;;;;0.43;;;;;;;;1;0.43;
Q20;2021;020000386;CLINIQUE DE LA ROSERAIE;020000600;M3020;;;;1;2;3;;;;0.07;;;;;;;1;0.07;5
Q20;2021;020000386;;020000600;M9999;;;1;1;2;3;;;0.43;0.07;;;;;;;2;0.5;5
Q20;2021;020000394;CH LAON;020000253;M1010;5;2;2;2;0;0;0;0;6.6;2.84;0;3.6;0;0;5.64;0.2;11;9.44;0
Q20;2021;020000394;CH LAON;020000253;M1030;6;2;0;0;0;0;0;0;6;2;0;4;0;0;2.17;1.83;8;8;0
Q20;2021;020000394;CH LAON;020000253;M1031;3;1;1;0;0;0;0;0;3.91;1;0;1;0;0;3;0.91;5;4.91;0
Q20;2021;020000394;CH LAON;020000253;M1040;2;3;1;2;0;0;0;0;2.3;3.84;0;4.03;0;0;2.11;0;8;6.14;0
Q20;2021;020000394;CH LAON;020000253;M1070;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0
Q20;2021;020000394;CH LAON;020000253;M1090;2;0;1;0;0;0;0;0;2.1;0;0;2;0;0;0.1;0;3;2.1;0
Q20;2021;020000394;CH LAON;020000253;M1100;1;0;2;0;0;0;0;0;1.85;0.08;0;1.88;0;0;0.05;0;3;1.93;0
Q20;2021;020000394;CH LAON;020000253;M1110;3;0;0;0;0;0;0;0;3;0;0;1;0;0;0;2;3;3;0
Q20;2021;020000394;CH LAON;020000253;M1140;4;2;0;1;0;0;0;0;3.17;2.4;0;1;0;0;3.37;1.2;7;5.57;0
Q20;2021;020000394;CH LAON;020000253;M1160;2;0;2;0;0;0;0;0;3.03;0;0;1;0;0;0.83;1.2;4;3.03;0
Q20;2021;020000394;CH LAON;020000253;M1190;0;1;0;1;0;0;0;0;0;1.5;0;1.5;0;0;0;0;2;1.5;0
Q20;2021;020000394;CH LAON;020000253;M1320;3;1;0;0;0;0;0;0;3;0.5;0;1;0;0;1.5;1;4;3.5;0
Q20;2021;020000394;CH LAON;020000253;M1340;7;1;1;3;0;0;0;0;7.4;2.85;0;8.8;0;0;0;1.45;12;10.25;0
Q20;2021;020000394;CH LAON;020000253;M2010;2;0;0;0;0;0;0;0;1.77;0.67;0;1.77;0;0;0;0.67;2;2.44;0
Q20;2021;020000394;CH LAON;020000253;M2030;4;0;0;0;0;0;0;0;3.42;0;0;3.34;0;0;0.08;0;4;3.42;0
Q20;2021;020000394;CH LAON;020000253;M2050;3;2;2;1;0;0;0;0;3.23;2.39;0;3.02;0;0;2.3;0.3;8;5.62;0
Q20;2021;020000394;CH LAON;020000253;M2070;0;1;1;1;0;0;0;0;0.7;1.5;0;1.1;0;0;0.25;0.85;3;2.2;0
Q20;2021;020000394;CH LAON;020000253;M2080;1;0;2;0;0;0;0;0;2.13;0;0;0.83;0;0;0.5;0.8;3;2.13;0
Q20;2021;020000394;CH LAON;020000253;M2100;3;0;0;0;0;0;0;0;3;0;0;2;0;0;1;0;3;3;0
Q20;2021;020000394;CH LAON;020000253;M2120;0;0;1;0;0;0;0;0;0.8;0.08;0;0.08;0;0;0;0.8;1;0.88;0
Q20;2021;020000394;CH LAON;020000253;M3011;3;0;0;0;0;0;0;0;3;0;0;2;0;0;0;1;3;3;0
Q20;2021;020000394;CH LAON;020000253;M3030;1;0;0;0;0;0;0;0;0.33;0.75;0;0;0;0;0.33;0.75;1;1.08;0
Q20;2021;020000394;CH LAON;020000253;M3040;0;0;1;0;0;0;0;0;0.5;0;0;0;0;0;0;0.5;1;0.5;0
Q20;2021;020000394;CH LAON;020000253;M3050;1;2;0;1;0;0;0;0;1.21;2.58;0;3.58;0;0;0.21;0;4;3.79;0
Q20;2021;020000394;CH LAON;020000253;M3060;0;1;2;1;0;0;0;0;1.5;1.73;0;1.69;0;0;0.8;0.74;4;3.23;0
Q20;2021;020000394;;020000253;M9999;57;19;19;13;0;0;0;0;64.95;26.71;0;51.22;0;0;24.24;16.2;108;91.66;0
Q20;2021;020000519;CH SOISSONS;020000261;M1010;7;5;3;3;;;;;7.13;6.1;;4.7;;;6.31;2.22;18;13.23;
Q20;2021;020000519;CH SOISSONS;020000261;M1030;2;4;1;;;;;;2.5;4.01;;;;;5.51;1;7;6.51;
Q20;2021;020000519;CH SOISSONS;020000261;M1031;4;2;1;;;;;;4.91;2;;1;;;5.01;0.9;7;6.91;
Q20;2021;020000519;CH SOISSONS;020000261;M1040;6;2;2;;;;1;;7.11;2;;8.11;;;1;;10;9.11;1
Q20;2021;020000519;CH SOISSONS;020000261;M1050;;;;1;;;;;;0.3;;;;;0.3;;1;0.3;
Q20;2021;020000519;CH SOISSONS;020000261;M1070;2;;;;;;;;2;;;1;;;1;;2;2;
Q20;2021;020000519;CH SOISSONS;020000261;M1090;2;1;2;1;;;;;2.3;1.3;;1.3;;;2.2;0.1;6;3.6;
Q20;2021;020000519;CH SOISSONS;020000261;M1110;2;1;;;;;;;2;1;;1;;;2;;3;3;
Q20;2021;020000519;CH SOISSONS;020000261;M1120;2;2;;;;;;;2;1.9;;2.9;;;1;;4;3.9;
Q20;2021;020000519;CH SOISSONS;020000261;M1130;1;3;;1;;;;;1;3.6;;1;;;3.6;;5;4.6;
Q20;2021;020000519;CH SOISSONS;020000261;M1140;2;2;2;1;;;;;3.2;2.5;;5.4;;;;0.3;7;5.7;
Q20;2021;020000519;CH SOISSONS;020000261;M1150;;2;1;;;;;;0.1;2;;2;;;0.1;;3;2.1;
Q20;2021;020000519;CH SOISSONS;020000261;M1160;5;2;2;;;;;;5.53;2;;3.01;1;;2.02;1.5;9;7.53;
Q20;2021;020000519;CH SOISSONS;020000261;M1190;;;1;;;;;;0.1;;;;;;0.1;;1;0.1;
Q20;2021;020000519;CH SOISSONS;020000261;M1320;1;2;;;;;;;1;2;;2;;;1;;3;3;
Q20;2021;020000519;CH SOISSONS;020000261;M1340;11;3;5;;;;;;13.82;3.01;;9.62;;;4.51;2.7;19;16.83;
Q20;2021;020000519;CH SOISSONS;020000261;M2010;5;1;1;;;;;;5.61;1;;4.61;;;2;;7;6.61;
Q20;2021;020000519;CH SOISSONS;020000261;M2030;5;;;;;;;;5;;;3;;;2;;5;5;
Q20;2021;020000519;CH SOISSONS;020000261;M2050;4;3;;1;;;;;4.01;3.8;;4.01;;;3;0.8;8;7.81;
Q20;2021;020000519;CH SOISSONS;020000261;M2070;1;;1;1;;;;;1.4;0.2;;0.4;;;1.2;;3;1.6;
Q20;2021;020000519;CH SOISSONS;020000261;M2080;2;;;;;;;;2;;;1;;;1;;2;2;
Q20;2021;020000519;CH SOISSONS;020000261;M2100;1;;;;;;;;1;;;;;;;1;1;1;
Q20;2021;020000519;CH SOISSONS;020000261;M2150;;;1;;;;;;0.4;;;0.4;;;;;1;0.4;
Q20;2021;020000519;CH SOISSONS;020000261;M3012;;4;;;;;;;;4;;4;;;;;4;4;
Q20;2021;020000519;CH SOISSONS;020000261;M3030;;;;;;;1;;;;;;;;;;;;1
Q20;2021;020000519;CH SOISSONS;020000261;M3040;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2021;020000519;CH SOISSONS;020000261;M3050;1;3;;1;;;;;1;3.8;;4.8;;;;;5;4.8;
Q20;2021;020000519;CH SOISSONS;020000261;M3060;;;2;;;;;;1.1;;;;;;;1.1;2;1.1;
Q20;2021;020000519;CH SOISSONS;020000261;M3070;;1;;;;;;;;1;;1;;;;;1;1;
Q20;2021;020000519;;020000261;M9999;67;43;25;10;;;2;;77.22;47.52;;67.26;1;;44.86;11.62;145;124.74;2
Q20;2021;020000535;CH CHAUNY;020000287;M1010;4;4;1;;;;;;2.62;1.62;;;;;4.24;;9;4.24;
Q20;2021;020000535;CH CHAUNY;020000287;M1030;;;3;;;;;;1.23;;;1.2;;;0.03;;3;1.23;
Q20;2021;020000535;CH CHAUNY;020000287;M1040;6;1;;;;;;;6.31;1;;2.98;;;4.33;;7;7.31;
Q20;2021;020000535;CH CHAUNY;020000287;M1050;;;;;;;1;;;;;;;;;;;;1
Q20;2021;020000535;CH CHAUNY;020000287;M1090;2;2;;;;;1;;2;1.9;;0.9;;;3;;4;3.9;1
Q20;2021;020000535;CH CHAUNY;020000287;M1100;;1;;;;;;;;1;;1;;;;;1;1;
Q20;2021;020000535;CH CHAUNY;020000287;M1130;2;;;;;;;;1.5;0.1;;1.6;;;;;2;1.6;
Q20;2021;020000535;CH CHAUNY;020000287;M1140;1;;;1;;;;;1;0.7;;0.6;;;0.1;1;2;1.7;
Q20;2021;020000535;CH CHAUNY;020000287;M1150;2;;;1;;;;;2.16;0.18;;1.5;;;0.18;0.66;3;2.34;
Q20;2021;020000535;CH CHAUNY;020000287;M1160;;;;;;;4;;;;;;;;;;;;4
Q20;2021;020000535;CH CHAUNY;020000287;M1200;;;;1;;;;;;0.38;;;;;;0.38;1;0.38;
Q20;2021;020000535;CH CHAUNY;020000287;M1320;;;;;;;;;;0.4;;0.4;;;;;;0.4;
Q20;2021;020000535;CH CHAUNY;020000287;M1340;3;1;2;1;;;;;4.05;1.68;;0.6;;;3.3;1.83;7;5.73;
Q20;2021;020000535;CH CHAUNY;020000287;M2010;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2021;020000535;CH CHAUNY;020000287;M2030;1;;;;;;1;;1;;;1;;;;;1;1;1
Q20;2021;020000535;CH CHAUNY;020000287;M2050;4;1;;;;;;;3.93;1;;2;;;1.93;1;5;4.93;
Q20;2021;020000535;CH CHAUNY;020000287;M2070;;;1;;;;1;;0.1;;;;;;0.1;;1;0.1;1
Q20;2021;020000535;CH CHAUNY;020000287;M2080;;;;;;;1;;;;;;;;;;;;1
Q20;2021;020000535;CH CHAUNY;020000287;M2120;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2021;020000535;CH CHAUNY;020000287;M3040;;;;;;;;;0.17;;;0.17;;;;;;0.17;
Q20;2021;020000535;CH CHAUNY;020000287;M3050;1;1;;1;;;;;1;1.38;;2;;;;0.38;3;2.38;
Q20;2021;020000535;;020000287;M9999;28;11;7;5;;;9;;29.07;11.34;;17.95;;;17.21;5.25;51;40.41;9
Q20;2021;020000543;ETS PUB SANTÉ MENTALE DE L'AISNE;020000295;M1010;5;3;5;2;;;;;2.5;2.2;;3;;;1.7;;15;4.7;
Q20;2021;020000543;ETS PUB SANTÉ MENTALE DE L'AISNE;020000295;M1160;;;1;;;;;;0.2;;;;;;0.2;;1;0.2;
Q20;2021;020000543;ETS PUB SANTÉ MENTALE DE L'AISNE;020000295;M1200;;;2;;;;;;0.7;;;;;;0.7;;2;0.7;
Q20;2021;020000543;ETS PUB SANTÉ MENTALE DE L'AISNE;020000295;M3020;24;16;3;3;;;;;24;18.5;;23;1;;15;3.5;46;42.5;
Q20;2021;020000543;ETS PUB SANTÉ MENTALE DE L'AISNE;020000295;M3050;1;1;;;;;;;1;1;;2;;;;;2;2;
Q20;2021;020000543;;020000295;M9999;30;20;11;5;;;;;28.4;21.7;;28;1;;17.6;3.5;66;50.1;
Q20;2021;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;M1010;2;1;1;;;;;;2.42;1;;1.5;;;1.92;;4;3.42;
Q20;2021;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;M1180;3;1;;;;;;;3;1;;3;;;1;;4;4;
Q20;2021;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;M1190;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2021;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;M1320;1;;;;;;;;1;;;;;;1;;1;1;
Q20;2021;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;M3050;;1;;;;;;;;1;;1;;;;;1;1;
Q20;2021;020000915;;020003620;M9999;7;3;1;;;;;;7.42;3;;6.5;;;3.92;;11;10.42;
Q20;2021;020001061;CH CHÂTEAU-THIERRY;020004404;M1010;4;1;;;;;;;3.8;1;;0.06;;;2.3;2.44;5;4.8;
Q20;2021;020001061;CH CHÂTEAU-THIERRY;020004404;M1030;2;;;;;;;;2.35;;;1.8;;;0.15;0.4;2;2.35;
Q20;2021;020001061;CH CHÂTEAU-THIERRY;020004404;M1031;4;2;;;;;;;2.92;2;;2.2;;;2.12;0.6;6;4.92;
Q20;2021;020001061;CH CHÂTEAU-THIERRY;020004404;M1040;0;2;;;;;4;;0.27;2;;2;;;;0.27;2;2.27;4
Q20;2021;020001061;CH CHÂTEAU-THIERRY;020004404;M1050;0;3;;;;;;;;1.41;;;;;1.41;;3;1.41;
Q20;2021;020001061;CH CHÂTEAU-THIERRY;020004404;M1070;0;1;;;;;;;;1;;1;;;;;1;1;
Q20;2021;020001061;CH CHÂTEAU-THIERRY;020004404;M1090;1;0;;;;;1;;1.8;;;1;;;0.8;;1;1.8;1
