BOR;AN;FI;RS;FI_EJ;DIS;PART;NB_SECT;NB_DIF;INT;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;CAP_HAD;JLI_HTP;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;JOU_HAD;JOU_ST;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_SEUL_PA;NB_CMP_SEUL_PL;NB_CONSULT_SEUL;NB_CATTP;ACT_CMP_SEUL;ACT_CONSULT_SEUL;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;FIL_TOT;FIL_AMB;FIL_TPL;FIL_PLA;EFFPL_PKT;EFFPA_PKT;ETP_PKT;EFFPL_MED;EFFPA_MED;ETP_MED;GAR_SEN;AST_SEN;EFFPL_PNM;EFFPA_PNM;ETP_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_REE;ETP_EDU;HPLEFFPL_PKT;HPLEFFPA_PKT;HPLETP_PKT;HPLEFFPL_MED;HPLEFFPA_MED;HPLETP_MED;HPLEFFPL_PNM;HPLEFFPA_PNM;HPLETP_PNM;HPLETP_INF;HPLETP_AID;HPLETP_PSY;HPLETP_REE;HPLETP_EDU
PSY;2021;070780317;CHS SAINTE-MARIE PRIVAS;630786754;INF;;3;;;;;;;;;;32;;;;;;;;;;;4455;;;;7;;4;20292;;4515;7;478;342;7;1986;1902;;;3;2;4.37;1;;1.06;0;0;33;42;55.03;28.53;;17.75;4.14;4.61;;;;;;;;;;;;;;
PSY;2021;070780317;CHS SAINTE-MARIE PRIVAS;630786754;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1381;;;;284;270;;;;5;0.5;;;;;;;8;3.93;1.83;;2.1;;;;;;;;;;;;;;;;
PSY;2021;070780317;CHS SAINTE-MARIE PRIVAS;630786754;TOT;1;;4;1;231;15;;;;;82855;109;5;;2696;71985;2941;;;;;;15308;0;;;13;13;7;61544;4478;9147;4067;2550;1704;7;9740;7929;1501;59;12;14;22.04;7;5;8.85;;;415;128;493.81;275.2;98.87;35.76;7.39;21.39;2;11;10.4;5;3;5.69;283;56;322.19;166.98;94.21;5.7;0.9;7.98
PSY;2021;080000318;CENTRE HOSPITALIER BELAIR;080000086;GEN;;4;;;186;4;18;;;;67890;65;6;2;2267;50861;1074;4952;;;;0;10444;0;1464;;8;4;7;46956;3838;2147;9442;6039;620;;5947;4309;1346;56;8;4;9.48;3;6;5.7;0;1;353;44;338.97;230.12;80.89;14.04;;8.5;5;2;4.21;2;6;4.33;235;29;257.15;129.08;78.07;2.44;;4.5
PSY;2021;080000318;CENTRE HOSPITALIER BELAIR;080000086;INF;;1;;;8;;;;;;2920;45;;;68;1518;;;;;;0;6261;;;;4;1;5;13820;73;1654;81;40;1101;52;1346;986;45;0;3;1;3.14;;2;0.4;0;1;76;13;81.9;51.44;0.48;8.63;1.97;13.94;2;1;0.66;;1;0.1;16;;15.97;15.02;0.44;0.3;;
PSY;2021;080000318;CENTRE HOSPITALIER BELAIR;080000086;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0.32;;;0.32;;;;;;;;;;;;;;;;
PSY;2021;080000318;CENTRE HOSPITALIER BELAIR;080000086;TOT;1;;5;1;194;4;18;;;;70810;110;6;2;2335;52379;1074;4952;;;;0;16705;0;1464;;12;5;12;60776;3911;3801;9523;6079;1721;52;7244;5295;1383;56;10;5;12.62;3;7;6.1;;;429;58;421.19;281.56;81.37;22.99;1.97;22.44;7;3;4.87;2;6;4.43;251;29;273.12;144.1;78.51;2.74;;4.5
PSY;2021;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;GEN;;2;;;88;12;0;0;0;0;32092;30;5;0;931;29515;2031;0;0;0;0;6;3255;0;0;0;4;1;2;42350;714;1523;1421;262;4729;0;5206;4511;644;29;10;4;11.95;;2;1.13;;;151;20;169.57;102.98;29;10.56;3.73;4.14;4;;4.15;;;;93;1;97.42;57.98;25;0.8;1.92;1.73
PSY;2021;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;INF;;1;;;7;7;;;0;0;2555;20;0;0;94;2245;415;;;0;0;9;1778;0;0;0;3;1;1;12822;0;95;39;1;641;82;1239;1128;107;0;4;;4.1;;;;;;51;10;56.43;28.96;3;8.81;3.93;5.43;;;;;;0.8;20;3;20.89;13.26;3;0.5;0.4;1.73
PSY;2021;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;PEN;;;;;0;;;;;;0;0;;0;0;0;;;;;;;0;;0;0;0;;0;0;;0;2633;;;;;;;;;;0.1;;;;;;1;;1.69;;;;;;;;;;;;;;;;;;;
PSY;2021;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;TOT;1;;1;1;95;19;0;0;0;0;34647;50;5;0;1025;31760;2446;0;0;0;0;15;5033;0;0;0;7;2;3;55172;714;1618;4093;263;5370;82;6334;5585;749;29;14;4;16.15;;2;1.13;;;203;30;227.69;131.94;32;19.37;7.66;9.57;4;;4.15;;;0.8;113;4;118.31;71.24;28;1.3;2.32;3.46
PSY;2021;100000108;EPSMA;100000033;GEN;;4;;;145;9;;20;;;52925;66;;;1453;43871;1616;;5949;;;;10336;;;;6;;6;18369;107;30718;4996;375;2299;;6130;3089;1042;129;15;7;17.21;3;;2.32;1;1;312;38;348.22;176.81;96.86;19.05;2.25;5.28;10;2;6.95;3;;2.32;227;18;244.88;100.78;95.86;3.6;1;2.67
PSY;2021;100000108;EPSMA;100000033;INF;;2;;;6;;;;;;2190;36;;;104;1963;;;;;;;5334;;;;7;;7;15968;83;13866;535;16;14;30;2674;1604;65;64;5;1;6.01;;;;0;0;89;21;98.39;48.08;1.63;18.98;7.3;16.63;;;0.5;;;;26;1;21.58;13.96;1.63;1.32;;2.67
PSY;2021;100000108;EPSMA;100000033;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;2525;;;;490;490;;;;;0.28;;;;;;4;;5.09;0.1;;4.99;;;;;;;;;;;;;;;;
PSY;2021;100000108;EPSMA;100000033;TOT;1;;;1;151;9;;20;;;55115;102;;;1557;45834;1616;;5949;;;;15670;;;3;13;;13;34337;190;44584;8056;391;2313;30;8657;4548;1095;193;20;8;23.5;3;;2.32;;;401;59;451.7;224.99;98.49;43.02;9.55;21.91;10;2;7.45;3;;2.32;253;19;266.46;114.74;97.49;4.92;1;5.34
PSY;2021;110002953;CH NARBONNE HJ PSY ADULTE PSYCHOTIQUE;110780137;GEN;;1;;;49;1;5;0;0;0;17885;20;0;0;594;10546;365;1226;0;0;0;0;2917;0;0;2;1;0;0;11725;;;;;;;1740;1308;364;0;8;;5.7;;1;0.5;0;1;60;12;65.69;41.64;5.05;3.43;2.66;0.8;6;0;2.83;0;1;0.5;44;6;47.15;29.68;5.04;1;0.6;0.6
PSY;2021;110002953;CH NARBONNE HJ PSY ADULTE PSYCHOTIQUE;110780137;INF;;1;;;0;;;;0;0;0;18;0;0;0;0;0;;;0;0;0;3855;0;0;2;1;0;0;9288;;;;;;;768;768;0;0;3;1;3.88;;;;0;1;35;7;36.54;10.24;0;8.78;4.4;5.78;;;;;;;;;;;;;;
PSY;2021;110002953;CH NARBONNE HJ PSY ADULTE PSYCHOTIQUE;110780137;TOT;1;;2;0;49;1;5;0;0;0;17885;38;0;0;594;10546;365;1226;0;0;0;0;6772;0;0;4;2;0;0;21013;;0;0;;;;2440;2076;364;0;11;1;9.58;;1;0.5;;;95;19;102.23;51.88;5.05;12.21;7.06;6.58;6;;2.83;;1;0.5;44;6;47.15;29.68;5.04;1;0.6;0.6
PSY;2021;110780152;CLINIQUE DE MIREMONT;110000064;GEN;;;;;74;;;;;;27010;;;;472;26401;;;;;;;;;;;;;;;;;;;;;394;;;;3;;3;;2;0.9;0;0;40;10;45.34;11.63;8.5;2.03;;;3;;3;;2;0.9;40;10;45.34;11.63;8.5;2.03;;
PSY;2021;110780152;CLINIQUE DE MIREMONT;110000064;TOT;0;;;0;74;;;;;;27010;;;;472;26401;;;;;;;;;;;;;;;;;;;;;394;;;;3;;3;;2;0.9;;;40;10;45.34;11.63;8.5;2.03;;;3;;3;;2;0.9;40;10;45.34;11.63;8.5;2.03;;
PSY;2021;110786324;USSAP;110786324;GEN;;4;;;200;;;;;;73000;52;;;1510;49509;;;;;;;7335;;;1;6;;9;35500;;4635;9813;497;8780;0;6322;5070;1007;30;13;12;19.44;2;2;2.52;0;1;225;69;276.15;204.03;35.15;15.2;1.89;19.89;5;11;9.14;1;2;1.96;137;24;158.08;111.35;32.94;3.53;;10.26
PSY;2021;110786324;USSAP;110786324;INF;;1;;;10;;;;;;3650;20;;;114;1906;;;;;;;2309;;;1;3;;6;8504;;425;193;17;11;24;931;795;56;0;1;5;3.27;0;1;0.14;0;1;40;13;57.9;33.66;4.53;6.51;4.05;9.14;0;1;0.72;0;1;0.07;17;2;20.31;11.9;4.5;0.43;;3.48
PSY;2021;110786324;USSAP;110786324;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;178;;;;118;116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2021;110786324;USSAP;110786324;TOT;1;;1;1;210;;;;;;76650;72;;;1624;51415;;;;;;;9644;;;2;9;;15;44004;;5060;10184;514;8791;24;7287;5929;1060;30;14;17;22.71;2;3;2.66;;;265;82;334.05;237.69;39.68;21.71;5.94;29.03;5;12;9.86;1;3;2.03;151;26;178.39;123.25;37.44;3.96;;13.74
PSY;2021;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;INF;;1;;;5;;;;;;1825;28;;;;;;;;;;;;;;2;4;;3;;;;;;;;;;;;2;3;4.37;;2;0.28;0;1;34;28;49.19;13.6;7;3.9;3.71;17.14;;;;;;;;;;;;;;
PSY;2021;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;TOT;1;;2;0;5;;;;;;1825;28;;;;;;;;;;;;;;2;4;;3;;;;;;;;;;;;2;3;4.37;;2;0.28;;;34;28;49.19;13.6;7;3.9;3.71;17.14;;;;;;;;;;;;;;
PSY;2021;120004569;CH MILLAU;120004528;GEN;;1;;;22;;;;;;8030;21;2;1;416;6821;;;;;;62;4159;1;629;;2;1;1;14863;76;4164;3873;;116;;1143;867;276;;1;2;2.59;;1;0.2;0;1;63;14;70.65;41.17;13.15;3.31;1;9.78;1;2;2.59;;1;0.2;33;4;30.82;17.12;9.28;0.73;0.79;1.51
PSY;2021;120004569;CH MILLAU;120004528;INF;;1;;;;;;;;;;6;;;35;84;;;;;;35;1038;;;;3;1;;4995;0;;;;;;456;421;35;;1;1;1.5;;;;;0;21;6;22.91;4.7;1.14;3.71;2.36;9.25;;;;;;;;;;;;;;
PSY;2021;120004569;CH MILLAU;120004528;TOT;1;;;0;22;;;;;;8030;27;2;1;451;6905;;;;;;97;5197;1;629;;5;2;1;19858;76;4164;3873;;116;;1599;1288;311;;2;3;4.09;;1;0.2;;;84;20;93.56;45.87;14.29;7.02;3.36;19.03;1;2;2.59;;1;0.2;33;4;30.82;17.12;9.28;0.73;0.79;1.51
PSY;2021;120780283;CHS STE MARIE;630786754;GEN;;4;;;210;40;5;;4;;79898;115;1;;2827;66050;12378;547;;1074;;;9465;0;;2;6;8;9;45832;3626;37243;18781;3468;3893;7;9064;7147;1597;34;9;14;17.94;2;11;7.66;1;1;437;110;509.68;296.28;85.52;12.51;6.18;13.85;8;11;9.69;2;7;4.88;280;73;322.32;182.77;79.66;4.01;1.88;13.85
PSY;2021;120780283;CHS STE MARIE;630786754;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;344;344;;;;2;0.2;;;;;;7;1;0.78;0.55;;0.23;;;;;;;;;;;;;;;;
PSY;2021;120780283;CHS STE MARIE;630786754;TOT;1;;3;1;210;40;5;;4;;79898;115;1;;2827;66050;12378;547;;1074;;;9465;0;;2;6;8;9;45832;3626;37243;18781;3468;3893;7;9353;7436;1597;34;9;14;18.14;2;11;7.66;;;437;110;510.46;296.83;85.52;12.74;6.18;13.85;8;11;9.69;2;7;4.88;280;73;322.32;182.77;79.66;4.01;1.88;13.85
PSY;2021;130000235;CHS EDOUARD TOULOUSE;130780554;GEN;;6;;;219;20;;;8;;79935;148;14;2;1722;63393;5434;;;1444;;37;17201;17;988;0;7;5;7;81044;27861;57472;8095;1742;9511;2;8609;6976;897;48;14;22;28.78;0;4;2.19;;;496;70;522.05;300.21;59.06;34.63;11.14;38.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY;2021;130000235;CHS EDOUARD TOULOUSE;130780554;INF;;2;;;;;;;4;;;52;;;;;;;;1365;;5;3566;;;0;8;4;3;29138;11302;144;2103;128;1616;255;2753;2515;;;8;11;13.46;0;0;0;;;119;25;127.33;49.36;4.57;25.16;7.92;29.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY;2021;130000235;CHS EDOUARD TOULOUSE;130780554;TOT;1;;8;1;219;20;;;12;;79935;200;14;2;1722;63393;5434;;;2809;;42;20767;17;988;0;15;9;10;110182;39163;57616;10198;1870;11127;257;11148;9352;887;48;22;33;42.24;0;4;2.19;;;614;95;649.38;349.57;63.63;59.79;19.06;68.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY;2021;130000433;CHS MONTPERRIN;130781131;GEN;;6;;;264;20;19;;11;;101205;123;12;;2398;76478;1378;2813;;1697;;;12430;62;;;10;24;9;68810;12383;26046;7924;259;14950;173;15794;13345;1587;15;43;10;47.64;6;7;8.61;1;1;561;89;616.63;429.53;93.85;30.35;5.63;34.33;32;1;20.66;2;1;1.98;249;36;270.76;186.41;65.74;5.71;3.23;8.67
PSY;2021;130000433;CHS MONTPERRIN;130781131;INF;;3;;;10;2;;;;;3660;53;;;81;2379;131;;;;;0;3613;;;1;10;2;5;35981;4656;3663;908;1498;1678;413;3728;3491;62;;11;11;17.65;1;2;0.8;1;1;113;53;140.99;43.32;2.94;39.45;17.91;37.37;1;2;1.7;;;;16;7;19.41;15.91;;0.14;0.14;3.22
PSY;2021;130000433;CHS MONTPERRIN;130781131;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;3893;30450;;;;2582;2515;;;7;1;7.02;;;;;;25;3;25.64;12.61;;10.92;0.97;1.14;;;;;;;;;;;;;;
PSY;2021;130000433;CHS MONTPERRIN;130781131;TOT;1;;5;1;274;22;19;;11;;104865;176;12;;2479;78857;1509;2813;;1697;;0;16043;62;;1;20;26;17;104791;17039;33602;39282;1757;16628;586;19203;16600;1643;15;61;22;72.31;7;9;9.41;;;699;145;783.26;485.46;96.79;80.72;24.51;72.84;33;3;22.36;2;1;1.98;265;43;290.17;202.32;65.74;5.85;3.37;11.89
PSY;2021;130002496;CHS VALVERT MARSEILLE;130786494;GEN;;4;;;141;6;4;;8;;48376;126;;;1361;34576;0;0;;2035;;70;18491;;;;5;8;6;45623;16276;22442;2487;2116;13774;;6259;4918;793;12;26;5;29.21;;1;0.4;1;1;243;22;250.01;215.39;4.22;14.99;0.53;14.87;13;1;10.52;;1;0.4;199;11;199.49;138.36;4.22;3.9;0.2;6.2
PSY;2021;130002496;CHS VALVERT MARSEILLE;130786494;INF;;2;;;;;;;;;;29;;;;;;;;;;;1925;;;1;6;3;3;41790;30071;25819;582;602;3227;789;3312;3164;;;15;1;13.51;;;;0;0;92;23;98.9;32.78;1.25;23.59;14.08;19.01;;;;;;;;;;;;;;
PSY;2021;130002496;CHS VALVERT MARSEILLE;130786494;TOT;1;;4;0;141;6;4;;8;;48376;155;;;1361;34576;0;0;;2035;;70;20416;;;1;11;11;9;87413;46347;48261;3069;2718;17001;789;9342;7919;793;12;41;6;42.72;;1;0.4;;;335;45;348.91;248.17;5.47;38.58;14.61;33.88;13;1;10.52;;1;0.4;199;11;199.49;138.36;4.22;3.9;0.2;6.2
PSY;2021;130002827;CH JOSEPH IMBERT D'ARLES;130789274;GEN;;1;;;33;4;;;;;12045;10;;;630;11597;1;;;;;;;;;;3;;2;19414;;8102;;;1233;;2309;1857;452;49;7;1;6.18;1;;1;;;67;17;72.01;46.55;12.95;4.96;;5.41;7;1;6.18;1;;1;67;17;72.01;46.55;12.95;4.96;;5.41
PSY;2021;130002827;CH JOSEPH IMBERT D'ARLES;130789274;INF;;1;;;;;;;;;;10;;;;;;;;;;;;;;;4;;3;7327;;436;;;;;462;462;;;4;;2.4;;;;;;38;6;39.15;11.38;;10.5;6.14;10.07;4;;2.4;;;;38;6;39.15;11.38;;10.5;6.14;10.07
PSY;2021;130002827;CH JOSEPH IMBERT D'ARLES;130789274;TOT;1;;;0;33;4;;;;;12045;20;;;630;11597;1;;;;;;;;;;7;;5;26741;;8538;;;1233;;2736;2284;452;49;9;1;8.58;1;;1;;;104;23;111.16;57.93;12.95;15.46;6.14;15.48;9;1;8.58;1;;1;104;23;111.16;57.93;12.95;15.46;6.14;15.48
PSY;2021;130010648;CLINIQUE SAINT MICHEL;130010648;GEN;;;;;84;;;;;;29233;10;9;;225;29233;;;;;;;3195;5168;;;;;;;;;;;;;446;;225;61;;5;1.5;;2;1;0;1;31;20;40.75;15;4;1.51;1.1;3;;4;1;;2;0.9;25;12;33.11;11.75;4;1;0.6;2.25
PSY;2021;130010648;CLINIQUE SAINT MICHEL;130010648;TOT;0;;;0;84;;;;;;29233;10;9;;225;29233;;;;;;;3195;5168;;;;;;;;;;;;;446;;225;61;;5;1.5;;2;1;;;31;20;40.75;15;4;1.51;1.1;3;;4;1;;2;0.9;25;12;33.11;11.75;4;1;0.6;2.25
PSY;2021;130780273;MAISON DE SANTE DE SAINTE MARTHE;130000151;GEN;;0;;;75;;;;;;27375;12;4;1;339;23435;;;;;;;1305;142;5187;;;;;;;;;;;;380;104;276;28;0;0;0;0;;;0;0;25;7;24;13.16;8.81;1.5;;1;;;;;;;;;;;;;;
PSY;2021;130780273;MAISON DE SANTE DE SAINTE MARTHE;130000151;TOT;0;;0;0;75;;;;;;27375;12;4;1;339;23435;;;;;;;1305;142;5187;;;;;;;;;;;;380;104;276;28;;;0;;;;;;29;13;24;13.16;8.81;1.5;;1;;;;;;;;;;;;;;
PSY;2021;130780521;APHM HOPITAL NORD;130786049;PEN;;;;;40;;;;;;;;;;191;11136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2021;130780521;APHM HOPITAL NORD;130786049;TOT;0;;;0;40;;;;;;;;;;191;11136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2021;130781065;CLINIQUE PSYCHIATRIQUE LA JAUBERTE;130000417;GEN;;0;;;75;0;0;0;0;0;26034;15;0;0;643;26034;;;;;;;3590;;;;;;;;;;;;;;597;;527;0;0;5;2.4;0;3;1.82;0;0;25;14;32.35;15.73;11.09;1.5;4;0.32;;4;2;0;3;1.82;22;12;28.83;13.73;11.09;1;2.69;0.26
PSY;2021;130781065;CLINIQUE PSYCHIATRIQUE LA JAUBERTE;130000417;TOT;0;;0;0;75;0;0;0;0;0;26034;15;0;0;643;26034;;;;;;;3590;;;;;;;;;;;;;;597;;527;;;5;2.4;;3;1.82;;;25;14;32.35;15.73;11.09;1.5;4;0.32;;4;2;;3;1.82;22;12;28.83;13.73;11.09;1;2.69;0.26
PSY;2021;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;GEN;;3;;;117;;;;;;39055;58;3;1;1297;30031;;0;0;0;;;145;0;16;0;3;9;1;18895;33858;8560;0;0;19284;0;8952;7634;943;4;18;15;24.01;;2;0.43;;;161;47;186.69;158.28;;15.57;2.09;0.24;;;;;;;;;;;;;;
PSY;2021;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;TOT;1;;1;0;117;;;;;;39055;58;3;1;1297;30031;;0;0;0;;;145;0;16;0;3;9;1;18895;33858;8560;0;0;19284;0;8952;7634;943;4;18;15;24.01;;2;0.43;;;161;47;186.69;158.28;;15.57;2.09;0.24;;;;;;;;;;;;;;
PSY;2021;130783293;APHM HOPITAL LA TIMONE;130786049;GEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;3.48;;;;1;;;;;;;;;;;;;;;;36;8;40.21;35.99;;0.36;;
PSY;2021;130783293;APHM HOPITAL LA TIMONE;130786049;TOT;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;3.48;;;;;;;;;;;;;;;;;;;;36;8;40.21;35.99;;0.36;;
PSY;2021;130783764;CLINIQUE MON REPOS;920030269;GEN;;;;;275;;;;;;100375;15;;;1579;95881;;;;;;;3346;;;;;;;;;;;;;;1418;;1254;;4;1;4.09;;11;5.25;0;0;;;148.44;60.62;28.97;4.69;1.88;5.2;;;;;;;;;139.53;56.98;27.23;4.4;1.76;4.88
PSY;2021;130783764;CLINIQUE MON REPOS;920030269;TOT;0;;;0;275;;;;;;100375;15;;;1579;95881;;;;;;;3346;;;;;;;;;;;;;;1418;;1254;;4;1;4.09;;11;5.25;;;;;148.44;60.62;28.97;4.69;1.88;5.2;;;;;;;;;139.53;56.98;27.23;4.4;1.76;4.88
PSY;2021;130784085;CLINIQUE L'EMERAUDE;920030921;GEN;;;;;192;;;;;;70080;30;13;;571;72503;;;;;;;7376;0;;;;;;;;;;;;;1181;;872;;3;1;3.73;2;7;6.91;0;0;;;114.15;54.45;24.2;5.47;3.23;5.91;;;;;;;;;;;;;;
PSY;2021;130784085;CLINIQUE L'EMERAUDE;920030921;INF;;;;;14;;;;;;5110;15;1;;256;5490;;;;;;;2883;16;;;;;;;;;;;;;232;;171;;;1;0.46;;1;0.85;0;0;;;14.1;6.72;2.98;0.67;0.39;0.73;;;;;;;;;;;;;;
PSY;2021;130784085;CLINIQUE L'EMERAUDE;920030921;TOT;0;;;0;206;;;;;;75190;45;14;;827;77993;;;;;;;10259;16;;;;;;;;;;;;;1413;;1043;;3;2;4.19;2;8;7.76;;;;;128.25;61.17;27.18;6.14;3.62;6.64;;;;;;;;;;;;;;
PSY;2021;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;GEN;;3;;;100;;;;;;20290;53;3;;792;20978;;;;;;;4393;5;;;4;8;;3947;48795;23;3548;;4382;;7577;6103;495;8;15;12;16.97;;1;0.66;1;1;122;22;133.43;89.64;27.72;13.24;;2.83;;;;;;;;;;;;;;
PSY;2021;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;INF;;2;;;14;;;;;;3405;49;;;108;3464;;;;;;;9115;;;;2;5;;14684;25860;;;;3098;;3504;2945;552;;12;5;13.86;;1;0.88;0;0;61;9;63.22;30.02;3;12.65;3.8;9.27;;;;;;;;;;;;;;
PSY;2021;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;6;6.55;;2;0.49;;;27;5;26.73;16.76;0.5;6.38;1.5;1.58;;;;;;;;;;;;;;
PSY;2021;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;TOT;1;;1;0;114;;;;;;23695;102;3;;900;24442;;;;;;;13508;5;;;6;13;;18631;74655;23;3548;;7480;;11081;9048;1047;8;30;23;37.38;;4;2.03;;;209;34;223.38;136.42;31.22;32.27;5.3;13.68;;;;;;;;;;;;;;
PSY;2021;130784291;CLINIQUE DES TROIS CYPRES;130001696;GEN;;;;;91;;;;;;34548;10;9;;476;34548;;;;;;;1791;263;;;;;;;;;;;;;476;;476;;;9;1.8;;2;0.81;1;1;29;7;33.44;20;7;4.24;0.2;2;;4;0.8;;2;0.66;41;8;49.96;16;7;2.94;0.2;2
PSY;2021;130784291;CLINIQUE DES TROIS CYPRES;130001696;INF;;;;;22;;;;;;7409;12;6;;180;7409;;;;;;;2281;158;;;;;;;;;;;;;180;;180;;;5;1;;2;0.48;1;1;20;7;30.35;11;9;3.64;0.5;6.11;;2;0.4;;2;0.4;15;3;18.9;8;9;2;;3.5
PSY;2021;130784291;CLINIQUE DES TROIS CYPRES;130001696;TOT;0;;;0;113;;;;;;41957;22;15;;656;41957;;;;;;;4072;421;;;;;;;;;;;;;656;;656;;;14;2.8;;4;1.29;;;49;14;63.79;31;16;7.88;0.7;8.11;;6;1.2;;4;1.06;56;11;68.86;24;16;4.94;0.2;5.5
PSY;2021;130784549;CLINIQUE DE POST CURE PSY LA BASTIDE;130001811;GEN;;;;;;;;84;;;;;;;;;;;26854;;;;;;;;;;;;;;;;;;84;;84;;;2;1.04;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2021;130784549;CLINIQUE DE POST CURE PSY LA BASTIDE;130001811;TOT;0;;;0;;;;84;;;;;;;;;;;26854;;;;;;;;;;;;;;;;;;84;;84;;;2;1.04;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2021;130784606;CLINIQUE SAINT ROCH MONTFLEURI;130001860;GEN;;;;;209;;;;;;76285;12;6;;910;73072;;;;;;;3113;2423;;;;;;;;;;;;;875;;623;;;13;;1;4;;;1;;;86.64;48.22;29;3.24;5.13;1.05;;;;;;;;;79.01;44.08;29;1.74;3.14;1.05
PSY;2021;130784606;CLINIQUE SAINT ROCH MONTFLEURI;130001860;TOT;0;;;0;209;;;;;;76285;12;6;;910;73072;;;;;;;3113;2423;;;;;;;;;;;;;875;;623;;;13;;1;4;;;;;;86.64;48.22;29;3.24;5.13;1.05;;;;;;;;;79.01;44.08;29;1.74;3.14;1.05
PSY;2021;130784697;CLINIQUE DES QUATRE SAISONS;130001902;GEN;;;;;100;;;;;;36500;12;10;;329;30885;;;;;;;5545;3513;;;;;;;;;;;;;339;;251;92;;10;1.53;;3;0.61;0;1;28;64;35.34;20.09;5.58;3.64;;4.03;;;;;;;;;;;;;;
PSY;2021;130784697;CLINIQUE DES QUATRE SAISONS;130001902;TOT;0;;;0;100;;;;;;36500;12;10;;329;30885;;;;;;;5545;3513;;;;;;;;;;;;;339;;251;92;;10;1.53;;3;0.61;;;28;64;35.34;20.09;5.58;3.64;;4.03;;;;;;;;;;;;;;
PSY;2021;130786015;CLINIQUE VALFLEUR;130002322;GEN;;;;;80;;;;;;29200;;;;186;28670;;;;;;;;;;;;;;;;;;;;;173;;;;;5;2.15;;4;2.66;0;1;11;20;23;19.2;1;1;0.1;1.88;;;;;;;;;;;;;;
PSY;2021;130786015;CLINIQUE VALFLEUR;130002322;TOT;0;;;0;80;;;;;;29200;;;;186;28670;;;;;;;;;;;;;;;;;;;;;173;;;;;5;2.15;;4;2.66;;;11;20;23;19.2;1;1;0.1;1.88;;;;;;;;;;;;;;
PSY;2021;130786742;HIA LAVERAN;750821092;GEN;;;;;19;;;;;;7665;1;;;213;5044;;;;;;;677;141;;;;1;;;5685;;;;804;;1859;1693;139;1;6;;5.25;;;;;1;19;;19.25;9;6;2;;;6;;5.25;;;;19;;19.25;9;6;2;;
PSY;2021;130786742;HIA LAVERAN;750821092;TOT;0;;;0;19;;;;;;7665;1;;;213;5044;;;;;;;677;141;;;;1;;;5685;;;;804;;1859;1693;139;1;6;;5.25;;;;;;19;;19.25;9;6;2;;;6;;5.25;;;;19;;19.25;9;6;2;;
PSY;2021;130786890;HJ LE RELAIS SERENA;130001688;INF;;;;;8;;;;;;2920;25;;;265;2372;;;;;;;2349;;;;;1;;;145;;;;;;63;35;8;0;2;2;2.08;;1;0.05;0;1;18;9;22.79;12.5;3.09;1;2.2;4;;3;1;;1;0.05;14;9;16.94;10.5;2.59;0.5;0.6;2.75
