BOR;AN;FI;RS;GRP;FI_ET;RS_ET;FI_EJ
STB;2021;060000494;CH SAINT LAZARE DE TENDE;04;;;060780921
STB;2021;060000510;CH D'ANTIBES JUAN LES PINS;04;060019965;CMP ANTIBES MIRABEAU;060780954
STB;2021;060000510;CH D'ANTIBES JUAN LES PINS;04;060020054;CMP VALLAURIS;060780954
STB;2021;060000510;CH D'ANTIBES JUAN LES PINS;04;060024569;CMP VENCE LES CARIATIDES;060780954
STB;2021;060000510;CH D'ANTIBES JUAN LES PINS;04;060024577;CMP VALBONNE;060780954
STB;2021;060000510;CH D'ANTIBES JUAN LES PINS;04;060787819;CMP VENCE LE RIOU;060780954
STB;2021;060000510;CH D'ANTIBES JUAN LES PINS;04;060788304;CMP CATTP ANTIBES LE PROXIMA;060780954
STB;2021;060000544;CH DE CANNES SIMONE VEIL;04;060019957;CMP LE SHOAN;060780988
STB;2021;060000544;CH DE CANNES SIMONE VEIL;04;060024890;HOPITAL DE JOUR PSY LES BOSQUETS;060780988
STB;2021;060000544;CH DE CANNES SIMONE VEIL;04;060024908;HOPITAL DE JOUR PSY ISOLA BELLA;060780988
STB;2021;060000544;CH DE CANNES SIMONE VEIL;04;060787777;HJ CMP CATTP LES VIOLETTES;060780988
STB;2021;060000544;CH DE CANNES SIMONE VEIL;04;060788320;CMP ADULTE;060780988
STB;2021;060000544;CH DE CANNES SIMONE VEIL;04;060788338;CMP LES 4 COINS;060780988
STB;2021;060000544;CH DE CANNES SIMONE VEIL;04;060788791;CMP CATTP IJ LA PARENTHESE;060780988
STB;2021;060000551;USLD POLE SANTE VALLAURIS GOLFE JUAN;04;;;060781010
STB;2021;060001625;CENTRE JEAN CHANTON ROQUEBILLIERE;04;;;060006889
STB;2021;060002102;CH LA PALMOSA DE MENTON;04;060790631;CH LA PALMOSA SLD DE MENTON;060791761
STB;2021;060005469;L'OLIVERAIE DES CAYRONS;09;;;920030269
STB;2021;060006558;HAD ARNAULT TZANCK;09;;;060798865
STB;2021;060010899;INSTITUT UNIVERSITAIRE FACE ET COU;04;;;060785011
STB;2021;060015328;LES AIRELLES;09;;;060015278
STB;2021;060019213;USLD DOLCE FARNIENTE;09;;;060005188
STB;2021;060021094;CLINIQUE VILLA ROMAINE;09;;;060024619
STB;2021;060021201;CENTRE DE CONVALESCENCE ATLANTIS;09;;;060000155
STB;2021;060021417;HOPITAL PRIVE CANNES OXFORD;09;;;060000221
STB;2021;060023694;HOPITAL DE JOUR CERES;09;;;060023686
STB;2021;060023702;USLD CH ANTIBES JUAN LES PINS;04;;;060780954
STB;2021;060780145;CLINIQUE SAINT DOMINIQUE;09;;;060000049
STB;2021;060780186;LES LAURIERS ROSES CHAINES DE VIE 06;09;;;060006939
STB;2021;060780277;CLINIQUE SAINTE BRIGITTE;09;;;920030269
STB;2021;060780343;E3S SAINT JEAN;09;;;060000171
STB;2021;060780350;KORIAN LES HELLENIDES;09;;;750056335
STB;2021;060780392;POLE ANTIBES SAINT JEAN;09;;;060000205
STB;2021;060780442;CLINIQUE SAINT FRANCOIS;09;;;060000213
STB;2021;060780459;CRF ORSAC MONT FLEURI;09;;;010783009
STB;2021;060780491;INSTITUT ARNAULT TZANCK;09;;;060790797
STB;2021;060780517;POLYCLINIQUE SAINT JEAN;09;;;060000239
STB;2021;060780525;CLINIQUE LE VAL D'ESTREILLES;15;;;060000247
STB;2021;060780541;CLINIQUE LA GRANGEA;15;;;060000262
STB;2021;060780558;CLINIQUE FSEF VENCE;09;;;750720575
STB;2021;060780590;CLINIQUE DU PALAIS;09;;;060000270
STB;2021;060780665;CLINIQUE LE MERIDIEN;09;;;060000312
STB;2021;060780715;CLINIQUE SAINT GEORGE;09;;;060000361
STB;2021;060780723;CLINIQUE DU PARC IMPERIAL;09;;;060004959
STB;2021;060780749;CLINIQUE SAINT LUC;15;;;060000395
STB;2021;060780756;POLYCLINIQUE SANTA MARIA;09;;;060000403
STB;2021;060780947;HOP PEDIATRIQUES DE NICE CHU LENVAL;09;;;060800174
STB;2021;060780996;CHS SAINTE MARIE NICE;15;060019643;CMP DU CHS SAINTE MARIE;630786754
STB;2021;060780996;CHS SAINTE MARIE NICE;15;060019650;CMP CENTRE JEAN CHANTON;630786754
STB;2021;060780996;CHS SAINTE MARIE NICE;15;060020021;CMP HLM POINT DU JOUR;630786754
STB;2021;060780996;CHS SAINTE MARIE NICE;15;060020047;CMP LE REMBRANDT;630786754
STB;2021;060780996;CHS SAINTE MARIE NICE;15;060020666;HDJ SMPR CHS SAINTE MARIE;630786754
STB;2021;060780996;CHS SAINTE MARIE NICE;15;060024916;HDJ LE BELLAGIO CHS SAINTE MARIE;630786754
STB;2021;060780996;CHS SAINTE MARIE NICE;15;060024924;HDJ MARIE BEATRICE CHS SAINTE MARIE;630786754
STB;2021;060780996;CHS SAINTE MARIE NICE;15;060024932;HDJ DU CONGRES CHS SAINTE MARIE;630786754
STB;2021;060780996;CHS SAINTE MARIE NICE;15;060024940;HDJ ATELIER THERAPEUTIQUE AGRICOLE;630786754
STB;2021;060780996;CHS SAINTE MARIE NICE;15;060787587;HDJ SAINT MICHEL CHS SAINTE MARIE;630786754
STB;2021;060780996;CHS SAINTE MARIE NICE;15;060787686;CMP BEAUSOLEIL;630786754
STB;2021;060780996;CHS SAINTE MARIE NICE;15;060787827;CMP MICHEL ANGE;630786754
STB;2021;060780996;CHS SAINTE MARIE NICE;15;060787835;HDJ SAINTE AGATHE CHS SAINTE MARIE;630786754
STB;2021;060780996;CHS SAINTE MARIE NICE;15;060787876;CMP LE PANTE NICE;630786754
STB;2021;060780996;CHS SAINTE MARIE NICE;15;060788239;CMP LES EAUX VIVES;630786754
STB;2021;060780996;CHS SAINTE MARIE NICE;15;060788379;HDJ CAGNES SUR MER CHS SAINTE MARIE;630786754
STB;2021;060780996;CHS SAINTE MARIE NICE;15;060788577;HDJ RAIMBALDI CHS SAINTE MARIE;630786754
STB;2021;060781200;CLINIQUE SAINT ANTOINE;09;;;060000635
STB;2021;060781374;INSTITUT POLYCLINIQUE DE CANNES;09;;;060000718
STB;2021;060781929;CLINIQUE DE LA COSTIERE;15;;;060000858
STB;2021;060785003;CHU DE NICE HOPITAL PASTEUR;04;060020013;CMP LE PROMONTOIRE;060785011
STB;2021;060785003;CHU DE NICE HOPITAL PASTEUR;04;060788262;HOPITAL DE JOUR CHU NICE;060785011
STB;2021;060785243;HAD NICE & REGION;09;;;060001484
STB;2021;060788957;CHU DE NICE HOPITAL DE CIMIEZ;04;060793775;CHU DE NICE SLD DE L'HOPITAL DE CIMIEZ;060785011
STB;2021;060789195;CHU DE NICE HOPITAL DE L'ARCHET;04;;;060785011
STB;2021;060789674;CENTRE HELIO MARIN;09;;;130037815
STB;2021;060790177;CHU DE NICE CTRE CONVALESCENCE TENDE;04;060004918;CHU DE NICE USLD DE TENDE;060785011
STB;2021;060790862;C.A.L.M.E.;09;;;060001997
STB;2021;060791746;CLINIQUE DE L'ESTAGNOL;09;;;060024627
STB;2021;060791811;HOPITAL PRIVE GERIATRIQUE LES SOURCES;09;060793239;HOP PRIVE GERIATRIQUE LES SOURCES SLD;060010808
STB;2021;060794013;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;09;;;060790797
STB;2021;060794021;CH DE CANNES CENTRE DE MOYEN SEJOUR;04;060790185;CH DE CANNES SIMONE VEIL SLD;060780988
STB;2021;060798881;MAISON DE CONVALESCENCE LA SERENA;09;;;060798873
STB;2021;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;09;;;060780608
STB;2021;060800174;FONDATION LENVAL;05;060019262;HJ AGORA CENTER CAGNES SUR MER;060800174
STB;2021;060800174;FONDATION LENVAL;05;060019973;HJ LENVAL SECTEUR 06I04;060800174
STB;2021;060800174;FONDATION LENVAL;05;060019981;CMP LA TRINITE;060800174
STB;2021;060800174;FONDATION LENVAL;05;060020005;CMP COSTANZO 06I05;060800174
STB;2021;060800174;FONDATION LENVAL;05;060781069;HJ COSTANZO 06I05;060800174
STB;2021;060800174;FONDATION LENVAL;05;060787678;CMP MENTON;060800174
STB;2021;060800174;FONDATION LENVAL;05;060787769;CMP CAGNES SUR MER;060800174
STB;2021;060800174;FONDATION LENVAL;05;060787785;CMP PLACE DU CARRET;060800174
STB;2021;060800174;FONDATION LENVAL;05;060787793;CMP DE CARROS;060800174
STB;2021;060800174;FONDATION LENVAL;05;060788254;CMP DU PARC;060800174
STB;2021;060800174;FONDATION LENVAL;05;060788759;HJ JEUNES ENFANTS LENVAL SECTEUR 06I03;060800174
STB;2021;060800174;FONDATION LENVAL;05;060789203;CMP L'AMARANTE;060800174
STB;2021;060800174;FONDATION LENVAL;05;060791472;HJ LA CARAVELLE;060800174
STB;2021;060800174;FONDATION LENVAL;05;060793908;HJ INTERSECTORIEL POUR ADOLESCENTS;060800174
STB;2021;060800182;UNITE DE DIETETIQUE SOMEDI;09;;;060002912
STB;2021;070000013;CH DE PRIVAS ARDECHE;04;;;070002878
STB;2021;070000021;CH DE JOYEUSE;04;;;070007927
STB;2021;070000039;CH DE VALLON PONT D'ARC;04;;;070780119
STB;2021;070000047;CH DE VILLENEUVE DE BERG;04;070784939;USLD HOPITAL DE VILLENEUVE DE BERG;070780127
STB;2021;070000062;CH DE BOURG SAINT ANDEOL;04;;;070005558
STB;2021;070000070;CH DU CHEYLARD;04;;;070780150
STB;2021;070000096;HOPITAL DE MOZE;09;;;070780184
STB;2021;070000112;CH LEOPOLD OLLIER;04;;;070007927
STB;2021;070000146;CH DE LARGENTIERE;04;;;070004742
STB;2021;070000179;CH ARDECHE NORD;04;;;070780358
STB;2021;070000187;CH DE LAMASTRE;04;;;070780366
STB;2021;070000195;CH DE TOURNON SUR RHONE;04;;;070780374
STB;2021;070000203;CH DE SAINT FELICIEN;04;;;070780382
STB;2021;070000484;CH BOIS VERT;04;;;070005566
STB;2021;070000609;CH D'AUBENAS;04;;;070005566
STB;2021;070005046;CH DROME-VIVARAIS - HDJ/CMP ADU GUIL.;14;070003108;CH DROME-VIVARAIS CMPCATTP ADU TOURNON;260003264
STB;2021;070005046;CH DROME-VIVARAIS - HDJ/CMP ADU GUIL.;14;070785225;CH DROME-VIVARAIS - CMP ENF GUILHERAND;260003264
STB;2021;070006804;SSR LEON ROUVEYROL;04;;;070005566
STB;2021;070780168;CLINIQUE DU VIVARAIS SAINT DOMINIQUE;09;;;070000088
STB;2021;070780226;SSR FILIERIS DES VANS;09;;;750050759
STB;2021;070780234;CENTRE SSR LE CHATEAU;09;;;750721300
STB;2021;070780242;MAISON DE CONVALESCENCE CONDAMINE;09;;;750056335
STB;2021;070780317;CHS SAINTE-MARIE PRIVAS;15;070002399;CMP ADULTES PRIVAS;630786754
STB;2021;070780317;CHS SAINTE-MARIE PRIVAS;15;070003199;CMP ADULTES LE CHEYLARD;630786754
STB;2021;070780317;CHS SAINTE-MARIE PRIVAS;15;070003348;CATTP ADULTES AUBENAS;630786754
STB;2021;070780317;CHS SAINTE-MARIE PRIVAS;15;070004593;HOPITAL DE JOUR ADULTES LE TEIL;630786754
STB;2021;070780317;CHS SAINTE-MARIE PRIVAS;15;070005061;HOPITAL DE JOUR ADULTES AUBENAS;630786754
STB;2021;070780317;CHS SAINTE-MARIE PRIVAS;15;070005269;CATTP ENFANTS LA PETITE BOBINE;630786754
STB;2021;070780317;CHS SAINTE-MARIE PRIVAS;15;070005277;CMP ENFANTS LAMASTRE;630786754
STB;2021;070780317;CHS SAINTE-MARIE PRIVAS;15;070005301;CATTP ENFANTS PRIVAS;630786754
STB;2021;070780317;CHS SAINTE-MARIE PRIVAS;15;070005319;CMP ENFANTS LA VOULTE;630786754
STB;2021;070780317;CHS SAINTE-MARIE PRIVAS;15;070006465;HOPITAL DE JOUR ENFANTS PRIVAS;630786754
STB;2021;070780317;CHS SAINTE-MARIE PRIVAS;15;070006812;CATTP ENFANTS LE FIL DE SOI;630786754
STB;2021;070780317;CHS SAINTE-MARIE PRIVAS;15;070006820;CATTP RESTAURANT THERAPEUTIQUE ANNONAY;630786754
STB;2021;070780317;CHS SAINTE-MARIE PRIVAS;15;070006838;HOPITAL DE JOUR ADULTES VILLA SOPHIE;630786754
STB;2021;070780317;CHS SAINTE-MARIE PRIVAS;15;070006846;HOPITAL DE JOUR ADULTES PRIVAS;630786754
STB;2021;070780317;CHS SAINTE-MARIE PRIVAS;15;070007042;CATTP ADULTES PRIVAS LE FIL D'ARIANE;630786754
STB;2021;070780317;CHS SAINTE-MARIE PRIVAS;15;070008107;CATTP ENFANTS ANNONAY;630786754
STB;2021;070780317;CHS SAINTE-MARIE PRIVAS;15;070785183;CMP ADULTES ANNONAY;630786754
STB;2021;070780317;CHS SAINTE-MARIE PRIVAS;15;070785209;CMP ADULTES AUBENAS;630786754
STB;2021;070780317;CHS SAINTE-MARIE PRIVAS;15;070785217;CMP ENFANTS ANNONAY;630786754
STB;2021;070780317;CHS SAINTE-MARIE PRIVAS;15;070785241;CMP ENFANTS LE CHEYLARD;630786754
STB;2021;070780317;CHS SAINTE-MARIE PRIVAS;15;070785258;CMP ADULTES LAMASTRE;630786754
STB;2021;070780317;CHS SAINTE-MARIE PRIVAS;15;070785266;CMP ENFANTS AUBENAS;630786754
STB;2021;070780317;CHS SAINTE-MARIE PRIVAS;15;070785282;CMP ADULTES LARGENTIERE;630786754
STB;2021;070780317;CHS SAINTE-MARIE PRIVAS;15;070785308;CMP ENFANTS PRIVAS;630786754
STB;2021;070780317;CHS SAINTE-MARIE PRIVAS;15;070785316;CMP ENFANTS BOURG-SAINT-ANDEOL;630786754
STB;2021;070780317;CHS SAINTE-MARIE PRIVAS;15;070785456;HOPITAL DE JOUR ENFANTS ANNONAY;630786754
STB;2021;070780317;CHS SAINTE-MARIE PRIVAS;15;070785464;HOPITAL DE JOUR ENFANTS AUBENAS;630786754
STB;2021;070780317;CHS SAINTE-MARIE PRIVAS;15;070786355;CLINIQUE JOSEPH CHIRON;630786754
STB;2021;070780317;CHS SAINTE-MARIE PRIVAS;15;070786363;HOPITAL DE JOUR ADULTES ANNONAY;630786754
STB;2021;070780390;CH DE SERRIERES;04;;;070000211
STB;2021;070780424;CLINIQUE PASTEUR;09;;;070000245
STB;2021;070783824;MAISON DE CURE DU MONTOULON;04;;;070002878
STB;2021;070784517;LONG SEJOUR CH DE PRIVAS;04;;;070002878
STB;2021;070784897;CENTRE DE POST-CURE CROIX BLEUE VIRAC;09;;;750820680
STB;2021;080000110;CENTRE HOSPITALIER DE SEDAN;04;080006075;USLD DE L'HOPITAL DE SEDAN;080011174
STB;2021;080000136;CLINIQUE DE LA POINTE;09;;;920030269
STB;2021;080000219;CENTRE HOSPITALIER DE RETHEL;04;;;080001969
STB;2021;080000250;CRF POUR ADULTES;09;;;540019726
STB;2021;080000268;SOINS DE SUITE SAINT JULIEN;09;;;540019726
STB;2021;080000276;CENTRE HOSPITALIER DE VOUZIERS;04;080010564;USLD - SMTI VOUZIERS;080001969
STB;2021;080000284;CENTRE HOSPITALIER DE FUMAY;04;;;080011174
STB;2021;080000300;CENTRE HOSPITALIER DE NOUZONVILLE;04;;;080011174
STB;2021;080000318;CENTRE HOSPITALIER BELAIR;14;080001613;CMP - CATTP - HJ -L-HELIOTROPE-;080000086
STB;2021;080000318;CENTRE HOSPITALIER BELAIR;14;080001621;HOPITAL DE JOUR -VOLTAIRE-;080000086
STB;2021;080000318;CENTRE HOSPITALIER BELAIR;14;080001647;CMP CATTP HJ REVIN -LE VAL DE MEUSE-;080000086
STB;2021;080000318;CENTRE HOSPITALIER BELAIR;14;080001654;CMP - CATTP - HJ CAMILLE CLAUDEL;080000086
STB;2021;080000318;CENTRE HOSPITALIER BELAIR;14;080001696;CMP - CATTP LOUIS HACHETTE;080000086
STB;2021;080000318;CENTRE HOSPITALIER BELAIR;14;080001746;CMP- CATTP -HJ -LES CHARMETTES-;080000086
STB;2021;080000318;CENTRE HOSPITALIER BELAIR;14;080001787;CMP-CATTP -LES TOURNELLES-;080000086
STB;2021;080000318;CENTRE HOSPITALIER BELAIR;14;080001795;CMP DE REVIN - CH BELAIR;080000086
STB;2021;080000318;CENTRE HOSPITALIER BELAIR;14;080001803;CMP DE GIVET - CH BELAIR;080000086
STB;2021;080000318;CENTRE HOSPITALIER BELAIR;14;080001837;APPARTEMENT THERAPEUTIQUE LES SOURCES;080000086
STB;2021;080000318;CENTRE HOSPITALIER BELAIR;14;080001845;APPARTEMENTS THERAPEUTIQ LOUIS JOUVET;080000086
STB;2021;080000318;CENTRE HOSPITALIER BELAIR;14;080001860;CAT LA CLE DES VENTS;080000086
STB;2021;080000318;CENTRE HOSPITALIER BELAIR;14;080005853;HOPITAL DE JOUR -LES TOURNELLES-;080000086
STB;2021;080000318;CENTRE HOSPITALIER BELAIR;14;080005861;CMP/CATTP - HJ ADULTES L'ARCHE;080000086
STB;2021;080000318;CENTRE HOSPITALIER BELAIR;14;080006273;CMP/CATTP - HJ ENFANTS CASPEA;080000086
STB;2021;080000318;CENTRE HOSPITALIER BELAIR;14;080006356;HOPITAL DE JOUR;080000086
STB;2021;080000318;CENTRE HOSPITALIER BELAIR;14;080007172;CMP CATTP HJ REVIN -LA FARANDOLE-;080000086
STB;2021;080000318;CENTRE HOSPITALIER BELAIR;14;080007180;CATTP - HJ RETHEL;080000086
STB;2021;080000318;CENTRE HOSPITALIER BELAIR;14;080007206;CATTP-HJ UNITE POUR ADOLESCENTS;080000086
STB;2021;080000318;CENTRE HOSPITALIER BELAIR;14;080009343;CMP;080000086
STB;2021;080000318;CENTRE HOSPITALIER BELAIR;14;080009384;CATTP - HJ -FOREST-;080000086
STB;2021;080000318;CENTRE HOSPITALIER BELAIR;14;080010051;CMP - CATTP HJ AQUARELLE;080000086
STB;2021;080000318;CENTRE HOSPITALIER BELAIR;14;080010069;CMP;080000086
STB;2021;080000318;CENTRE HOSPITALIER BELAIR;14;080010531;ATELIERS THERAPEUTIQUES;080000086
STB;2021;080000318;CENTRE HOSPITALIER BELAIR;14;080010549;ATELIER THERAPEUTIQUES;080000086
STB;2021;080000318;CENTRE HOSPITALIER BELAIR;14;080010556;CATTP - HJ -MILLEPERTUIS-;080000086
STB;2021;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;04;;;080011174
STB;2021;080002140;CRF POUR ENFANTS DE WARNECOURT;09;;;540019726
STB;2021;080005960;USLD SITE CENTRE DE SANTE;04;;;080011174
STB;2021;080009814;ANTENNE DE SMUR - CH CHARLEVILLE;04;;;080011174
STB;2021;080010465;GCS TERRIT ARDEN NORD SITE CH SEDAN;09;;;080010242
STB;2021;080010473;GCS TERRIT ARDEN NORD SITE CH CHARLEVI;09;;;080010242
STB;2021;080010523;CLINIQUE DU PARC;09;;;920030269
STB;2021;080011257;GCS ES HAD DES ARDENNES SITE RETHEL;04;;;080011224
STB;2021;080011265;GCS ES HAD ARDENNES SITE CHARLEVILLE;04;;;080011224
STB;2021;090000019;CH SAINT LOUIS;04;;;090180019
STB;2021;090000175;CHIVAL SITE ST JEAN DE VERGES;04;;;090781774
STB;2021;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;04;090002932;HJ PSY GENERALE GIRONS CH ARIEGE COUS;090781816
STB;2021;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;04;090003146;CMP ADULTES SAINT-GIRONS CHAC;090781816
STB;2021;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;04;090003799;HJ PSY INF JUV L'HERM CHAC;090781816
STB;2021;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;04;090783473;CMP PAMIERS CHAC;090781816
STB;2021;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;04;090784521;CMP ADULTES LAVELANET CHAC;090781816
STB;2021;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;04;090784554;HJ PSY GENERALE PAMIERS CH ARIEGE COUS;090781816
STB;2021;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;04;090784570;CMP ADULTE FOIX HAUTE ARIEGE CHAC;090781816
STB;2021;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;04;090784596;CMP DU COUSERANS PIJ CHAC;090781816
STB;2021;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;04;090784638;CATTP ORRY PIJ ST GIRONS CHAC;090781816
STB;2021;090001629;CHIVAL SITE LAVELANET;04;;;090781774
STB;2021;090003823;USLD ST LIZIER CH ARIEGE COUSERANS;04;;;090781816
STB;2021;100000082;CLINIQUE DU PAYS DE SEINE;09;;;100001148
STB;2021;100000090;CENTRE HOSPITALIER DE TROYES;04;;;100000017
STB;2021;100000108;EPSMA;14;100002369;CMP-CATTP ENFANTS;100000033
STB;2021;100000108;EPSMA;14;100002419;CMP-CATTP ENFANTS DE ROMILLY/SEINE;100000033
STB;2021;100000108;EPSMA;14;100002468;CENTRE DE JOUR;100000033
STB;2021;100000108;EPSMA;14;100002518;CMP-CATTP ENFANTS DE BAR/SEINE;100000033
STB;2021;100000108;EPSMA;14;100002559;CMP-CATTP-HOPITAL DE JOUR- CH BRIENNE;100000033
STB;2021;100000108;EPSMA;14;100002609;CMP-CATTP ADULTES - CH DE BRIENNE;100000033
STB;2021;100000108;EPSMA;14;100004225;CMP-CATTP - CHS BRIENNE;100000033
STB;2021;100000108;EPSMA;14;100004233;CMP-CATTP-HOSPITALISATION A DOMICILE;100000033
STB;2021;100000108;EPSMA;14;100004241;CMP - CATTP DE BAR/SEINE - CHS BRIENNE;100000033
STB;2021;100000108;EPSMA;14;100004258;CMP - CATTP BAR-SUR-AUBE - CHS BRIENNE;100000033
STB;2021;100000108;EPSMA;14;100005388;CATTP - HDJ ADULTES TROYES-NORD;100000033
STB;2021;100000108;EPSMA;14;100005404;CENTRE DE POST-CURE;100000033
STB;2021;100000108;EPSMA;14;100005487;HOP DE JOUR - CMP - CATTP ENFANTS;100000033
STB;2021;100000108;EPSMA;14;100006451;HDJ- CENTRE PC - UATP DE ROMILLY/SEINE;100000033
STB;2021;100000108;EPSMA;14;100009174;CMP-CATTP ADULTE NORD;100000033
STB;2021;100000108;EPSMA;14;100009182;CLINIQUE PSYCHIATRIQUE DE L'AUBE;100000033
STB;2021;100000108;EPSMA;14;100009968;UNITE D'HOSP DE PEDO PSYCH CH TROYES;100000033
STB;2021;100000116;CENTRE HOSPITALIER DE BAR SUR AUBE;04;100006048;USLD HOPITAL LOCAL BAR-SUR-AUBE;100000041
STB;2021;100000124;POLYCLINIQUE MONTIER LA CELLE;09;;;100009075
STB;2021;100000140;CENTRE HOSPITALIER DE BAR-SUR-SEINE;04;100005917;USLD EHPAD HL BAR-SUR-SEINE;100000058
STB;2021;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;04;;;100006279
STB;2021;100000801;HOPITAL LOCAL DE NOGENT-SUR-SEINE;04;100001197;USLD HL NOGENT-SUR-SEINE;100006279
STB;2021;100006493;SECTION MOYEN SEJOUR - CH DE TROYES;04;100006444;USLD EHPAD CH DE TROYES;100000017
STB;2021;100007285;INSTITUT ASCLEPIADE;09;;;100011287
STB;2021;100007699;HAD GHAM;04;;;100006279
STB;2021;100009364;MCO COMTE HENRI - CH DE TROYES;04;;;100000017
STB;2021;100009380;UNITE D'ALCOOLOGIE JEAN SCHIFFER;04;;;100000017
STB;2021;100010206;ANTENNE SMUR DE BAR SUR AUBE;04;;;100000017
STB;2021;100010362;GCS PATCS CRRF PASTEUR 1;09;;;100010347
STB;2021;100010545;CLINIQUE KORIAN;09;;;310025010
STB;2021;100010578;GCS PATCS - HAD - SSR - TROYES;09;;;100010347
STB;2021;100010818;GCS ES CLINIQUE DE CHAMPAGNE SITE CLQ;09;;;100010792
STB;2021;100011477;GCS PATCS CRRF COS PASTEUR 2;09;;;100010347
STB;2021;110000023;CH CARCASSONNE;04;;;110780061
STB;2021;110000049;CH JEAN PIERRE CASSABEL;04;110787322;USLD CH CASTELNAUDARY;110780087
STB;2021;110000056;CH NARBONNE HOTEL DIEU;04;;;110780137
STB;2021;110000189;CH LIMOUX QUILLAN SITE DE LIMOUX;04;;;110780707
STB;2021;110000247;CH LEZIGNAN CORBIERES;04;110787363;USLD CH LEZIGNAN;110780772
STB;2021;110000262;CH FRANCIS VALS;04;;;110781010
STB;2021;110002953;CH NARBONNE HJ PSY ADULTE PSYCHOTIQUE;14;110003308;CH NARBONNE CMP PSY ADULTES;110780137
STB;2021;110002953;CH NARBONNE HJ PSY ADULTE PSYCHOTIQUE;14;110003381;CH NARBONNE CMP PSY INFANTO JUVENILE;110780137
STB;2021;110002953;CH NARBONNE HJ PSY ADULTE PSYCHOTIQUE;14;110006996;CH NARBONNE HJ PSY ADULTE ALCOOLIQUE;110780137
STB;2021;110002953;CH NARBONNE HJ PSY ADULTE PSYCHOTIQUE;14;110781291;CL PSY STE THERESE;110780137
STB;2021;110002953;CH NARBONNE HJ PSY ADULTE PSYCHOTIQUE;14;110787256;CH NARBONNE HJ ELISE SAUNIER;110780137
STB;2021;110002953;CH NARBONNE HJ PSY ADULTE PSYCHOTIQUE;14;110788072;CH NARBONNE CMP PSY ENF ADO;110780137
STB;2021;110002953;CH NARBONNE HJ PSY ADULTE PSYCHOTIQUE;14;110788114;CH NARBONNE HJ BROSSOLETTE;110780137
STB;2021;110003118;CL DU SUD;09;;;110007341
STB;2021;110004942;SSR LES QUATRE FONTAINES KORIAN;09;;;310021324
STB;2021;110005048;HAD HOPITAL PRIVE DU GRAND NARBONNE;09;;;110000114
STB;2021;110005246;SSR GERIATRIE CH NARBONNE;04;;;110780137
STB;2021;110005394;HAD KORIAN PAYS DES QUATRE VENTS;09;;;750056335
STB;2021;110006137;USLD LES RIVES D'ODE;04;;;110780061
STB;2021;110007580;CH CARCASSONNE SMUR ANTENNE CASTELNAUD;04;;;110780061
STB;2021;110007598;CH CARCASSONNE SMUR ANTENNE QUILLAN;04;;;110780061
STB;2021;110007630;SSR CENTRE DE LORDAT;09;;;110008810
STB;2021;110780152;CLINIQUE DE MIREMONT;15;;;110000064
STB;2021;110780194;CL SSR CHRISTINA;09;;;330050899
STB;2021;110780202;CL KORIAN LA VERNEDE;09;;;310021316
STB;2021;110780228;HOPITAL PRIVE DU GRAND NARBONNE;09;;;110000114
STB;2021;110780236;CH LIMOUX QUILLAN SITE DE QUILLAN;04;;;110780707
STB;2021;110780483;POLYCL MONTREAL;09;;;110000155
STB;2021;110781283;USLD PECH D'ALCY CH NARBONNE LA COUPE;04;;;110780137
STB;2021;110786324;USSAP;05;110002920;CATTP MARCOU CARCASSONNE;110786324
STB;2021;110786324;USSAP;05;110002946;CL LES OLIVIERS;110786324
STB;2021;110786324;USSAP;05;110002979;CMP LIMOUX CASTELNAUDARY 1 LIMOUX;110786324
STB;2021;110786324;USSAP;05;110002987;CATTP NARBONNE LEZIGNAN 4 LEZIGNAN;110786324
STB;2021;110786324;USSAP;05;110002995;CENTRE ACCUEIL THERAPEUTIQUE ENFANTS;110786324
STB;2021;110786324;USSAP;05;110003407;CATTP ADULTES CASTELNAUDARY;110786324
STB;2021;110786324;USSAP;05;110004215;CMP ENFANTS CASTELNAUDARY;110786324
STB;2021;110786324;USSAP;05;110004272;CL VERDEAU PAILLES UDASPA ASM;110786324
STB;2021;110786324;USSAP;05;110004371;HJ A VOCATION GERIATRIQUE;110786324
STB;2021;110786324;USSAP;05;110004397;CL JVP PSY GENERALE;110786324
STB;2021;110786324;USSAP;05;110005279;CLINIQUE VIA DOMITIA PSY GENERALE ASM;110786324
STB;2021;110786324;USSAP;05;110006376;HJ PSY ADULTES CASTELNAUDARY ASM;110786324
STB;2021;110786324;USSAP;05;110006384;HJ PSYCHIATRIE CASTELNAUDARY ASM;110786324
STB;2021;110786324;USSAP;05;110006392;HJ PSY ADULTES LEZIGNAN;110786324
