BOR;AN;FI;RS;FI_EJ;EQUIPIMA;NB;NBEXP;ACTET;ACTEXET;ACTEXEJ;ACTEX;ACTINT
IMAGES;2021;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;VASC;2;2;5092;8;0;356;1
IMAGES;2021;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;IRM;1;1;161;;;5356;
IMAGES;2021;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;MAMM;1;1;;;;1434;
IMAGES;2021;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;RADIO;10;10;2481;;;18639;
IMAGES;2021;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;SCAN;1;1;1199;;;7135;
IMAGES;2021;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;RADIO;2;2;1056;;;5892;
IMAGES;2021;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;SCAN;1;1;931;;;4043;
IMAGES;2021;120000088;CH ETIENNE RIVIE ST GENIEZ D'OLT;120780093;RADIO;1;1;149;118;0;442;
IMAGES;2021;120000096;CHI ESPALION ST LAURENT D'OLT;120780101;RADIO;1;1;341;;;;
IMAGES;2021;120004569;CH MILLAU;120004528;IRM;1;1;259;;23;5969;
IMAGES;2021;120004569;CH MILLAU;120004528;MAMM;1;1;;;;2362;
IMAGES;2021;120004569;CH MILLAU;120004528;RADIO;2;2;2605;;3;17212;
IMAGES;2021;120004569;CH MILLAU;120004528;SCAN;1;1;2477;;6;9535;
IMAGES;2021;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;MAMM;1;1;;;;910;
IMAGES;2021;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;RADIO;2;2;1091;;;5230;0
IMAGES;2021;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;SCAN;1;1;1641;;;2830;0
IMAGES;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;CAM;3;3;539;;106;11951;
IMAGES;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;IRM;2;2;2002;71;;6712;0
IMAGES;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;LITHO;1;1;74;;;43;
IMAGES;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;MAMM;1;1;;;;855;
IMAGES;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;RADIO;4;4;14752;;;23969;
IMAGES;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;SCAN;2;2;7053;100;;19931;1
IMAGES;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;TOMO;1;1;114;;31;5913;
IMAGES;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;VASC;2;2;2573;258;975;430;1
IMAGES;2021;130000433;CHS MONTPERRIN;130781131;RADIO;1;1;0;;;;1
IMAGES;2021;130000516;CH LOUIS BRUNET D'ALLAUCH;130781339;RADIO;3;3;2409;;;917;1
IMAGES;2021;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;IRM;1;1;157;;;9615;0
IMAGES;2021;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;RADIO;3;3;6070;;;15324;1
IMAGES;2021;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;SCAN;1;1;6788;;;13756;1
IMAGES;2021;130001225;HOPITAL DU PAYS SALONAIS;130782634;RADIO;3;3;5324;;;16820;1
IMAGES;2021;130001225;HOPITAL DU PAYS SALONAIS;130782634;SCAN;2;2;3799;;;14918;1
IMAGES;2021;130001647;INSTITUT PAOLI CALMETTES;130784127;CAM;1;1;1635;;;2580;0
IMAGES;2021;130001647;INSTITUT PAOLI CALMETTES;130784127;IRM;2;2;1580;;;16302;0
IMAGES;2021;130001647;INSTITUT PAOLI CALMETTES;130784127;MAMM;2;2;;;;18651;
IMAGES;2021;130001647;INSTITUT PAOLI CALMETTES;130784127;RADIO;1;1;3964;;;398;0
IMAGES;2021;130001647;INSTITUT PAOLI CALMETTES;130784127;SCAN;3;3;18944;;;26024;1
IMAGES;2021;130001647;INSTITUT PAOLI CALMETTES;130784127;TOMO;2;2;555;;;8119;0
IMAGES;2021;130001647;INSTITUT PAOLI CALMETTES;130784127;VASC;2;2;5184;;;918;1
IMAGES;2021;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;RADIO;2;2;3685;;;13345;1
IMAGES;2021;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;SCAN;1;1;3708;;;10904;1
IMAGES;2021;130002827;CH JOSEPH IMBERT D'ARLES;130789274;IRM;1;1;371;;;1849;1
IMAGES;2021;130002827;CH JOSEPH IMBERT D'ARLES;130789274;RADIO;4;4;6365;;;13431;1
IMAGES;2021;130002827;CH JOSEPH IMBERT D'ARLES;130789274;SCAN;2;2;5031;;;6792;0
IMAGES;2021;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;IRM;1;1;480;9;;6355;
IMAGES;2021;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;MAMM;1;1;;;;1096;
IMAGES;2021;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;RADIO;4;4;5539;42;;11551;
IMAGES;2021;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;SCAN;1;1;6941;44;;8466;
IMAGES;2021;130041767;EUROMED CARDIO;130041262;VASC;2;2;3876;;53;;1
IMAGES;2021;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;IRM;1;1;162;;;278;
IMAGES;2021;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;LITHO;1;0;0;;;;
IMAGES;2021;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;MAMM;1;0;;;;;
IMAGES;2021;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;RADIO;2;2;352;;;;
IMAGES;2021;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;SCAN;1;1;886;;;1902;
IMAGES;2021;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;VASC;2;2;4256;;;;
IMAGES;2021;130042526;KORIAN LES TROIS TOURS;310021399;RADIO;1;1;1620;;;;0
IMAGES;2021;130043664;HOPITAL EUROPEEN;130002157;IRM;3;3;564;;35;21330;0
IMAGES;2021;130043664;HOPITAL EUROPEEN;130002157;LITHO;1;1;273;;1;;1
IMAGES;2021;130043664;HOPITAL EUROPEEN;130002157;MAMM;2;2;;;;4851;
IMAGES;2021;130043664;HOPITAL EUROPEEN;130002157;RADIO;4;4;12029;;300;29369;
IMAGES;2021;130043664;HOPITAL EUROPEEN;130002157;SCAN;3;3;6988;;395;34219;1
IMAGES;2021;130043664;HOPITAL EUROPEEN;130002157;VASC;2;2;997;;;58;1
IMAGES;2021;130044753;CLINIQUE MONTICELLI VELODROME;130810336;IRM;1;0;;;;;0
IMAGES;2021;130044753;CLINIQUE MONTICELLI VELODROME;130810336;RADIO;1;0;;;;;1
IMAGES;2021;130044753;CLINIQUE MONTICELLI VELODROME;130810336;SCAN;1;0;;;;;1
IMAGES;2021;130780521;APHM HOPITAL NORD;130786049;CAM;2;2;335;;;3424;0
IMAGES;2021;130780521;APHM HOPITAL NORD;130786049;IRM;2;2;2410;;;8201;0
IMAGES;2021;130780521;APHM HOPITAL NORD;130786049;MAMM;1;1;;;;1131;
IMAGES;2021;130780521;APHM HOPITAL NORD;130786049;RADIO;5;5;12602;;;16761;1
IMAGES;2021;130780521;APHM HOPITAL NORD;130786049;SCAN;3;3;20978;;;15462;1
IMAGES;2021;130780521;APHM HOPITAL NORD;130786049;TOMO;1;1;388;;;3816;0
IMAGES;2021;130780521;APHM HOPITAL NORD;130786049;VASC;1;1;788;;;238;1
IMAGES;2021;130780521;APHM HOPITAL NORD;130786049;dtIRM2;1;1;414;;;4027;0
IMAGES;2021;130781438;CLINIQUE DE PROVENCE BOURBONNE;130000557;RADIO;1;1;731;0;0;0;0
IMAGES;2021;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;CAM;2;2;116;;175;5523;0
IMAGES;2021;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;IRM;1;1;1132;;;12431;0
IMAGES;2021;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;MAMM;1;1;;;;5025;
IMAGES;2021;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;RADIO;3;3;8212;;;18112;1
IMAGES;2021;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;SCAN;1;1;2673;;;18854;1
IMAGES;2021;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;TOMO;1;1;10;;23;241;0
IMAGES;2021;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;VASC;3;3;1842;;;;1
IMAGES;2021;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;dtIRM2;1;1;1132;;;12431;0
IMAGES;2021;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;IRM;1;;;;;;
IMAGES;2021;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;MAMM;1;;;;;;
IMAGES;2021;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;RADIO;2;;;;;;
IMAGES;2021;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;SCAN;1;;;;;;
IMAGES;2021;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;IRM;2;;;;;;
IMAGES;2021;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;MAMM;1;;;;;;
IMAGES;2021;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;RADIO;3;;;;;;
IMAGES;2021;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;SCAN;1;;;;;;
IMAGES;2021;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;VASC;2;;;;;;
IMAGES;2021;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;dtIRM1;1;;;;;;
IMAGES;2021;130782162;CLINIQUE CHIRURGICALE DE MARTIGUES;130000987;LITHO;1;;;;;;
IMAGES;2021;130782162;CLINIQUE CHIRURGICALE DE MARTIGUES;130000987;MAMM;1;;;;;;
IMAGES;2021;130782162;CLINIQUE CHIRURGICALE DE MARTIGUES;130000987;RADIO;1;;;;;;
IMAGES;2021;130782162;CLINIQUE CHIRURGICALE DE MARTIGUES;130000987;SCAN;1;;;;;;
IMAGES;2021;130782675;CLINIQUE VIGNOLI;130001233;LITHO;1;1;115;;;;
IMAGES;2021;130782675;CLINIQUE VIGNOLI;130001233;RADIO;2;;;;;;
IMAGES;2021;130782675;CLINIQUE VIGNOLI;130001233;VASC;1;;;;;;
IMAGES;2021;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;IRM;1;1;1020;;;4772;0
IMAGES;2021;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;RADIO;5;5;5974;;;4272;1
IMAGES;2021;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;SCAN;1;1;5148;;;7611;1
IMAGES;2021;130783293;APHM HOPITAL LA TIMONE;130786049;CAM;4;4;779;;;6090;0
IMAGES;2021;130783293;APHM HOPITAL LA TIMONE;130786049;IRM;4;4;7957;;;15201;1
IMAGES;2021;130783293;APHM HOPITAL LA TIMONE;130786049;MAMM;1;1;;;;1394;
IMAGES;2021;130783293;APHM HOPITAL LA TIMONE;130786049;RADIO;6;6;16020;;;25914;1
IMAGES;2021;130783293;APHM HOPITAL LA TIMONE;130786049;SCAN;5;5;41110;;;24160;1
IMAGES;2021;130783293;APHM HOPITAL LA TIMONE;130786049;TOMO;1;1;1055;;;4232;0
IMAGES;2021;130783293;APHM HOPITAL LA TIMONE;130786049;VASC;4;4;4551;;;200;1
IMAGES;2021;130783293;APHM HOPITAL LA TIMONE;130786049;dtIRM2;2;2;1558;;;7950;0
IMAGES;2021;130783327;CLINIQUE BOUCHARD;130001415;IRM;1;1;271;;;8927;1
IMAGES;2021;130783327;CLINIQUE BOUCHARD;130001415;MAMM;1;1;;;;2992;
IMAGES;2021;130783327;CLINIQUE BOUCHARD;130001415;RADIO;3;3;2550;;;6841;1
IMAGES;2021;130783327;CLINIQUE BOUCHARD;130001415;SCAN;1;1;1187;;;13384;1
IMAGES;2021;130783665;CLINIQUE DE BONNEVEINE;130043722;MAMM;1;1;;;;1180;
IMAGES;2021;130783665;CLINIQUE DE BONNEVEINE;130043722;RADIO;4;4;708;;;10709;
IMAGES;2021;130783665;CLINIQUE DE BONNEVEINE;130043722;SCAN;1;;;;;;
IMAGES;2021;130783723;CLINIQUE JUGE;130001456;RADIO;3;;;;;;
IMAGES;2021;130784051;HOPITAL PRIVE CLAIRVAL;130037823;CAM;5;5;499;;11982;;0
IMAGES;2021;130784051;HOPITAL PRIVE CLAIRVAL;130037823;IRM;2;2;10197;;34036;;0
IMAGES;2021;130784051;HOPITAL PRIVE CLAIRVAL;130037823;LITHO;1;1;114;;;;0
IMAGES;2021;130784051;HOPITAL PRIVE CLAIRVAL;130037823;RADIO;3;2;16452;;12442;;0
IMAGES;2021;130784051;HOPITAL PRIVE CLAIRVAL;130037823;SCAN;1;1;16863;;31319;;1
IMAGES;2021;130784051;HOPITAL PRIVE CLAIRVAL;130037823;TOMO;1;1;385;;4891;;0
IMAGES;2021;130784051;HOPITAL PRIVE CLAIRVAL;130037823;VASC;3;3;2911;;;;0
IMAGES;2021;130784051;HOPITAL PRIVE CLAIRVAL;130037823;dtIRM2;1;;;;;;0
IMAGES;2021;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;IRM;2;2;961;;;12845;0
IMAGES;2021;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;RADIO;4;4;4420;;;11757;1
IMAGES;2021;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;SCAN;1;1;1070;;;8930;1
IMAGES;2021;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;LITHO;1;1;1086;;;;1
IMAGES;2021;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;MAMM;1;1;;;;4281;
IMAGES;2021;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;RADIO;2;2;4380;;;8385;1
IMAGES;2021;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;SCAN;1;1;2305;;460;10932;1
IMAGES;2021;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;VASC;2;2;3328;;;;1
IMAGES;2021;130784903;CLINIQUE LA PHOCEANNE;130002041;RADIO;1;1;949;;;;0
IMAGES;2021;130785389;CLINIQUE CHANTECLER;130002173;IRM;1;1;6;;;8828;0
IMAGES;2021;130785389;CLINIQUE CHANTECLER;130002173;LITHO;1;1;250;;;;1
IMAGES;2021;130785389;CLINIQUE CHANTECLER;130002173;RADIO;2;2;1622;;;10999;0
IMAGES;2021;130785389;CLINIQUE CHANTECLER;130002173;SCAN;1;1;183;;;14726;0
IMAGES;2021;130785652;HOPITAL SAINT JOSEPH;130014228;IRM;2;2;2929;;;12776;1
IMAGES;2021;130785652;HOPITAL SAINT JOSEPH;130014228;LITHO;1;1;10;;;;1
IMAGES;2021;130785652;HOPITAL SAINT JOSEPH;130014228;MAMM;1;1;;;;3978;
IMAGES;2021;130785652;HOPITAL SAINT JOSEPH;130014228;RADIO;5;5;30975;;;28117;
IMAGES;2021;130785652;HOPITAL SAINT JOSEPH;130014228;SCAN;3;3;13395;;;21628;1
IMAGES;2021;130785652;HOPITAL SAINT JOSEPH;130014228;VASC;2;2;1251;;;226;1
IMAGES;2021;130785678;HOPITAL PRIVE VERT COTEAU BEAUREGARD;130002249;RADIO;2;2;4907;;;5721;1
IMAGES;2021;130785678;HOPITAL PRIVE VERT COTEAU BEAUREGARD;130002249;SCAN;1;1;1532;;480;9758;1
IMAGES;2021;130785678;HOPITAL PRIVE VERT COTEAU BEAUREGARD;130002249;VASC;1;1;66;;;;1
IMAGES;2021;130786361;POLYCLIN PARC RAMBOT HOP PRIV PROVENCE;130002447;IRM;1;;;;;;
IMAGES;2021;130786361;POLYCLIN PARC RAMBOT HOP PRIV PROVENCE;130002447;LITHO;1;1;24;;;;
IMAGES;2021;130786361;POLYCLIN PARC RAMBOT HOP PRIV PROVENCE;130002447;RADIO;1;;;;;;
IMAGES;2021;130786361;POLYCLIN PARC RAMBOT HOP PRIV PROVENCE;130002447;SCAN;2;;;;;;
IMAGES;2021;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;MAMM;2;2;;;;8000;
IMAGES;2021;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;RADIO;3;3;162;;;16000;0
IMAGES;2021;130786742;HIA LAVERAN;750821092;IRM;1;1;545;;;4162;
IMAGES;2021;130786742;HIA LAVERAN;750821092;RADIO;4;4;4848;;;9233;
IMAGES;2021;130786742;HIA LAVERAN;750821092;SCAN;2;2;3728;;;5945;
IMAGES;2021;130786742;HIA LAVERAN;750821092;VASC;1;1;529;;;24;
IMAGES;2021;130786932;CENTRE DE REEDUCATION PAUL CEZANNE;130002660;RADIO;1;1;789;;;;1
IMAGES;2021;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;RADIO;3;3;4466;;;16096;1
IMAGES;2021;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;RADIO;1;1;2137;;;;
IMAGES;2021;130810740;CLINIQUE AXIUM;130007362;IRM;1;1;182;;;8763;
IMAGES;2021;130810740;CLINIQUE AXIUM;130007362;LITHO;1;1;128;;;;
IMAGES;2021;130810740;CLINIQUE AXIUM;130007362;MAMM;1;0;;;;;
IMAGES;2021;130810740;CLINIQUE AXIUM;130007362;RADIO;8;6;3434;;;;
IMAGES;2021;130810740;CLINIQUE AXIUM;130007362;SCAN;1;1;1325;;;11931;
IMAGES;2021;130810740;CLINIQUE AXIUM;130007362;VASC;2;2;349;;;;
IMAGES;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;IRM;2;2;549;0;0;0;0
IMAGES;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;MAMM;1;1;;;;661;
IMAGES;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;RADIO;2;2;6193;;;;0
IMAGES;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;SCAN;1;1;5403;0;0;;1
IMAGES;2021;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;RADIO;2;2;550;;;7237;
IMAGES;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;CAM;3;3;662;70;6236;;0
IMAGES;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;IRM;3;3;4660;8;6;6413;0
IMAGES;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;RADIO;10;10;18382;;;56456;1
IMAGES;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;SCAN;3;3;23200;;;7491;1
IMAGES;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;TOMO;1;1;174;20;4205;;0
IMAGES;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;VASC;3;3;7749;;;2302;1
IMAGES;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;dtIRM2;1;1;601;3;2;1143;0
IMAGES;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;IRM;1;1;91;;20;2883;0
IMAGES;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;MAMM;1;1;;;;109;
IMAGES;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;RADIO;2;2;2331;;;13778;1
IMAGES;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;SCAN;1;1;1736;;12;7373;1
IMAGES;2021;140000373;CENTRE HOSPITALIER DE VIRE;140000159;RADIO;2;2;3908;239;0;4125;
IMAGES;2021;140000555;CRLCC FRANCOIS BACLESSE - CAEN;140000639;CAM;3;3;634;;4;4868;
IMAGES;2021;140000555;CRLCC FRANCOIS BACLESSE - CAEN;140000639;IRM;1;1;524;;3;4923;
IMAGES;2021;140000555;CRLCC FRANCOIS BACLESSE - CAEN;140000639;MAMM;1;1;;;;3063;
IMAGES;2021;140000555;CRLCC FRANCOIS BACLESSE - CAEN;140000639;RADIO;2;2;3003;;;744;
IMAGES;2021;140000555;CRLCC FRANCOIS BACLESSE - CAEN;140000639;SCAN;2;2;1486;;0;8440;1
IMAGES;2021;140000555;CRLCC FRANCOIS BACLESSE - CAEN;140000639;TOMO;1;1;53;;18;3753;
IMAGES;2021;140002452;CLINIQUE DE LA MISERICORDE - CAEN;140025800;RADIO;1;1;1494;6;;10728;1
IMAGES;2021;140002452;CLINIQUE DE LA MISERICORDE - CAEN;140025800;SCAN;1;0;;;;;0
IMAGES;2021;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;IRM;2;2;421;;;18022;0
IMAGES;2021;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;RADIO;3;;;;;;
IMAGES;2021;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;SCAN;2;2;2458;;;22672;1
IMAGES;2021;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;VASC;3;;;;;;
IMAGES;2021;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;IRM;1;;;;;;
IMAGES;2021;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;RADIO;2;2;6506;;;10672;
IMAGES;2021;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;SCAN;1;;;;;;
IMAGES;2021;150000032;CH DE SAINT-FLOUR;150780088;MAMM;1;1;;;;1177;
IMAGES;2021;150000032;CH DE SAINT-FLOUR;150780088;RADIO;3;3;2734;21;27;11642;0
IMAGES;2021;150000032;CH DE SAINT-FLOUR;150780088;SCAN;1;1;2435;19;233;5002;0
IMAGES;2021;150000040;CH HENRI MONDOR;150780096;IRM;2;2;954;;5911;7770;0
IMAGES;2021;150000040;CH HENRI MONDOR;150780096;MAMM;1;1;;;;1230;
IMAGES;2021;150000040;CH HENRI MONDOR;150780096;RADIO;3;3;6745;;0;15517;0
IMAGES;2021;150000040;CH HENRI MONDOR;150780096;SCAN;1;1;8412;;0;17745;0
IMAGES;2021;150000040;CH HENRI MONDOR;150780096;VASC;1;1;1545;;;0;0
IMAGES;2021;150000040;CH HENRI MONDOR;150780096;dtIRM1;1;1;115;;3642;3266;0
IMAGES;2021;150000164;CH DE MAURIAC;150780468;RADIO;1;1;1663;;;7094;0
IMAGES;2021;150000180;CH DE MURAT;150780500;RADIO;1;1;468;;;383;
IMAGES;2021;150780120;CLINIQUE DU HAUT CANTAL;150000065;RADIO;1;1;66;;;1768;0
IMAGES;2021;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;CAM;1;;;;;;
IMAGES;2021;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;RADIO;4;;;;;;
IMAGES;2021;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;SCAN;1;;;;;;
IMAGES;2021;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;VASC;1;;;;;;
IMAGES;2021;160000170;CLINIQUE SAINT JOSEPH ANGOULEME;160000204;RADIO;2;;;;;;
IMAGES;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;CAM;2;2;568;0;0;7385;0
IMAGES;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;IRM;2;2;615;0;0;9043;0
IMAGES;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;LITHO;1;1;192;0;0;0;1
IMAGES;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;MAMM;1;1;;;;1596;
IMAGES;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;RADIO;7;7;8682;0;0;35698;0
IMAGES;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;SCAN;2;2;3218;0;0;13114;1
IMAGES;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;TOMO;1;1;246;0;0;2946;0
IMAGES;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;VASC;2;2;323;0;0;312;1
IMAGES;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;dtIRM2;1;1;196;0;0;4438;0
IMAGES;2021;160000303;CH HOPITAUX SUD-CHARENTE;160006037;MAMM;1;1;;;;1103;
IMAGES;2021;160000303;CH HOPITAUX SUD-CHARENTE;160006037;RADIO;2;2;3622;;;10887;0
IMAGES;2021;160000303;CH HOPITAUX SUD-CHARENTE;160006037;SCAN;1;1;1651;;;2823;0
IMAGES;2021;160000311;CENTRE HOSPITALIER CONFOLENS;160000485;MAMM;1;1;;;;2551;
IMAGES;2021;160000311;CENTRE HOSPITALIER CONFOLENS;160000485;RADIO;2;2;220;63;;13766;
IMAGES;2021;160000311;CENTRE HOSPITALIER CONFOLENS;160000485;SCAN;1;1;261;16;;3901;
IMAGES;2021;160000337;CENTRE HOSPITALIER DE RUFFEC;160000493;MAMM;1;1;;;;725;
IMAGES;2021;160000337;CENTRE HOSPITALIER DE RUFFEC;160000493;RADIO;1;1;970;;;16063;
IMAGES;2021;160000337;CENTRE HOSPITALIER DE RUFFEC;160000493;SCAN;1;1;1076;0;0;3174;
IMAGES;2021;160015368;HOPITAUX DU GRAND COGNAC;160014411;IRM;1;1;46;;;5338;0
IMAGES;2021;160015368;HOPITAUX DU GRAND COGNAC;160014411;MAMM;1;1;;;;2337;
IMAGES;2021;160015368;HOPITAUX DU GRAND COGNAC;160014411;RADIO;2;2;2303;;;11721;1
IMAGES;2021;160015368;HOPITAUX DU GRAND COGNAC;160014411;SCAN;1;1;2094;;;7951;1
IMAGES;2021;170000038;CENTRE HOSPITALIER JONZAC;170780050;IRM;1;1;71;;;1369;
IMAGES;2021;170000038;CENTRE HOSPITALIER JONZAC;170780050;MAMM;1;1;;;;636;
IMAGES;2021;170000038;CENTRE HOSPITALIER JONZAC;170780050;RADIO;3;3;3133;;;11089;1
IMAGES;2021;170000038;CENTRE HOSPITALIER JONZAC;170780050;SCAN;1;1;2532;;;6279;1
IMAGES;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;IRM;3;3;2532;;;7051;0
IMAGES;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;MAMM;1;1;;;;2204;
IMAGES;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;RADIO;7;7;23531;;;30210;1
IMAGES;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;SCAN;3;3;10840;;;8688;1
IMAGES;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;VASC;3;3;2576;;;509;1
IMAGES;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;dtIRM2;1;1;861;;;2736;0
IMAGES;2021;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;RADIO;3;3;1847;319;;8783;0
IMAGES;2021;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;SCAN;1;1;1586;222;;3383;0
IMAGES;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;IRM;1;1;1111;13;;2912;
IMAGES;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;MAMM;1;1;;;;1070;
IMAGES;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;RADIO;5;5;10085;109;;15855;
IMAGES;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;SCAN;1;1;6477;39;;5370;
IMAGES;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;VASC;1;1;1038;;;;
