BOR;AN;FI;RS;FI_EJ;SITES;SALCHIR;SAL24CHIR;SALOBS;SAL24OBS;SALINT;SAL24INT;SALEND;SALEND24;SALAUT;SALAUT24;SALTOT;SALTOT24;SALAMBU;SURV;SURV24;SURVAMBU;POST;POST24;POSTAMBU;BLOCS_A10;BLOCS_B10;BLOCS_C10;BLOCS_D10;BLOCS_E10;BLOCS_A11;BLOCS_B11;BLOCS_C11;BLOCS_D11;BLOCS_E11;BLOCS_A12;BLOCS_B12;BLOCS_C12;BLOCS_D12;BLOCS_E12;BLOCS_A13;BLOCS_B13;BLOCS_C13;BLOCS_D13;BLOCS_E13;BLOCS_A14;BLOCS_B14;BLOCS_C14;BLOCS_D14;BLOCS_E14;BLOCS_A15;BLOCS_B15;BLOCS_C15;BLOCS_D15;BLOCS_E15
BLOCS;2021;130783665;CLINIQUE DE BONNEVEINE;130043722;1;4;1;;;;;1;;1;;6;1;;1;1;;8;8;;491;4365;4856;3484;;0;8;8;8;;0;0;0;0;;0;22;22;0;;225;1922;2147;841;;27;13;40;1;
BLOCS;2021;130783723;CLINIQUE JUGE;130001456;1;18;;;;;;;;;;18;;;1;;1;15;;15;3488;19451;22939;21717;;0;0;0;0;;0;0;0;0;;0;100;100;0;;32;2765;2797;1671;;2;1093;1095;0;
BLOCS;2021;130784051;HOPITAL PRIVE CLAIRVAL;130037823;1;18;18;0;0;5;5;2;2;0;0;25;25;0;1;1;0;34;34;0;11883;3968;15851;13998;;0;0;0;0;;2819;45;2864;2340;;302;44;346;320;;1657;4291;5948;3453;;274;501;775;4;
BLOCS;2021;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;1;4;;;;;;;;;;4;;;1;;;8;;;1566;972;2538;2104;357;0;0;0;0;;0;0;0;0;;0;0;0;0;;51;210;261;5;136;27;0;27;8;92
BLOCS;2021;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;5;13;1;1;1;3;1;2;1;2;;21;4;;5;;;23;;;5620;6256;11876;9918;;674;69;743;717;;1260;8;1268;1000;;207;67;274;250;;1577;5002;6579;4369;;23;1124;1147;7;
BLOCS;2021;130784903;CLINIQUE LA PHOCEANNE;130002041;1;1;;;;;;;;0;;1;;4;1;;1;4;;4;2;3644;3646;3519;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;
BLOCS;2021;130785389;CLINIQUE CHANTECLER;130002173;1;7;;;;;;1;;;;8;;;2;2;;15;15;;1392;4815;6207;5586;;0;0;0;0;;0;0;0;0;;0;0;0;0;;450;4164;4614;2763;;4;240;244;244;
BLOCS;2021;130785652;HOPITAL SAINT JOSEPH;130014228;6;20;;2;;2;;4;;4;;32;;2;6;;1;55;;6;10205;9602;19807;16728;;1095;114;1209;1157;;2676;198;2874;2502;;1290;209;1499;1078;;5318;8612;13930;8093;;132;109;241;64;
BLOCS;2021;130785678;HOPITAL PRIVE VERT COTEAU BEAUREGARD;130002249;3;5;;;;1;;2;;1;;9;;;2;;;8;;;1224;1296;2520;1903;;0;0;0;0;;0;0;0;0;;3;2;5;3;;1298;3982;5280;2451;;1;14;15;2;
BLOCS;2021;130786361;POLYCLIN PARC RAMBOT HOP PRIV PROVENCE;130002447;1;17;;;;;;4;;5;;26;;;2;;;25;;;9209;15790;24999;21915;4646;5;30;35;35;;1;2;3;2;;505;315;820;539;;4354;13791;18145;12174;;4;112;116;68;
BLOCS;2021;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;1;2;1;2;1;;;1;;;;5;2;;1;1;;6;2;;358;447;805;779;;1301;124;1425;804;;0;0;0;0;;0;1;1;0;;10;134;144;134;;0;0;0;0;
BLOCS;2021;130786742;HIA LAVERAN;750821092;1;4;1;0;0;1;0;1;0;0;0;6;1;1;1;1;0;6;6;0;1986;1512;3498;2732;;1;0;1;1;;63;0;63;6;;9;0;9;7;;1155;1068;2223;795;;8;1;9;0;
BLOCS;2021;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;1;4;4;;;;;;;;;4;4;;1;;;8;;;5115;1075;6190;4690;4530;0;0;0;0;299;117;0;117;78;;51;0;51;32;;1222;475;1697;517;1343;17;10;27;3;6
BLOCS;2021;130810740;CLINIQUE AXIUM;130007362;1;18;2;0;;1;1;2;;0;;21;3;;4;;;32;;;5360;23134;28494;25082;;1;3;4;3;;8;0;8;8;;360;153;513;446;;1254;6268;7522;4746;;3;146;149;6;
BLOCS;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;1;6;1;1;1;;;;;1;;8;2;;1;0;;10;0;;1663;1257;2920;2585;;1026;143;1169;475;;131;0;131;27;;69;0;69;67;;640;793;1433;632;;0;0;0;0;
BLOCS;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;9;24;3;1;1;3;0;6;0;0;0;34;4;3;12;1;0;55;3;0;16722;8410;25132;21269;8415;2454;427;2881;1130;84;2702;114;2816;315;5;1005;450;1455;308;62;5156;3422;8578;4313;6632;174;139;313;7;887
BLOCS;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;1;5;0;;;2;0;1;0;;;8;0;;1;;;8;;;600;1111;1711;1309;206;0;0;0;0;;26;0;26;7;;1;0;1;0;135;352;585;937;651;1166;0;0;0;0;
BLOCS;2021;140000290;CLINIQUE NOTRE DAME - VIRE;140000449;1;4;4;;;;;1;1;1;1;6;6;;1;;;8;;;1499;4409;5908;5496;;0;4;4;3;;0;0;0;0;;0;0;0;0;;277;1351;1628;1017;;0;0;0;0;
BLOCS;2021;140000373;CENTRE HOSPITALIER DE VIRE;140000159;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;89;16;105;2;;0;0;0;0;;4;0;4;3;;0;0;0;0;;197;49;246;3;;0;0;0;0;
BLOCS;2021;140000555;CRLCC FRANCOIS BACLESSE - CAEN;140000639;3;5;;0;;2;;1;;0;;8;;;1;;;9;;;3082;2755;5837;3014;;0;0;0;0;;0;0;0;0;;449;0;449;0;;443;687;1130;505;;8;1;9;0;
BLOCS;2021;140002452;CLINIQUE DE LA MISERICORDE - CAEN;140025800;1;3;;;;1;;1;;;;5;;;2;;;6;;;34;4173;4207;3891;;0;13;13;13;;2;0;2;0;;1;376;377;1;;74;695;769;565;;0;13;13;0;
BLOCS;2021;140016759;POLYCLINIQUE DU PARC - CAEN;140003146;2;10;;1;1;1;;1;;;;13;1;;2;;;20;;;6900;12206;19106;17745;;978;122;1100;532;;0;0;0;0;;422;177;599;466;;2251;4071;6322;4893;;22;23;45;10;
BLOCS;2021;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;2;17;17;;;3;1;;;;;20;18;;3;;;36;;;9320;13793;23113;21654;;0;0;0;0;;3752;236;3988;3261;;1067;628;1695;1236;;2402;10506;12908;7110;;18;103;121;16;
BLOCS;2021;140018730;POLYCLINIQUE DE LISIEUX;140000423;1;4;1;0;0;0;0;1;0;0;0;5;1;0;1;1;0;7;1;0;1260;5315;6575;5529;58;0;2;2;2;0;0;0;0;0;0;0;55;55;0;0;749;932;1681;1457;562;7;94;101;36;0
BLOCS;2021;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;1;5;1;;;;;;;;;5;1;;1;;;8;;;1916;1952;3868;3277;;325;36;361;131;;43;0;43;0;0;0;307;307;0;0;718;1367;2085;1313;1060;3;4;7;1;114
BLOCS;2021;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;1;4;4;;;;;1;1;;;5;5;;1;1;;10;10;;1146;2520;3666;3118;266;1;1;2;2;0;0;0;0;0;0;0;28;28;0;0;591;1430;2021;1380;407;0;2;2;0;1
BLOCS;2021;150000032;CH DE SAINT-FLOUR;150780088;1;3;1;1;1;0;0;1;0;0;0;5;2;0;1;1;0;5;1;0;996;395;1391;1066;21;175;9;184;57;0;0;0;0;0;0;0;0;0;0;0;180;504;684;431;435;0;0;0;0;0
BLOCS;2021;150000040;CH HENRI MONDOR;150780096;2;6;2;1;1;1;1;1;1;0;0;9;5;;2;1;;12;;;3087;1911;4998;3552;;664;88;752;270;;764;29;793;0;;100;69;169;69;;1960;1217;3177;2053;;2;10;12;0;
BLOCS;2021;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;1;9;;;;;;2;;;;11;;;1;;;17;;;3804;3577;7381;6620;;0;0;0;0;;30;0;30;0;;352;357;709;389;;1061;4072;5133;3339;;0;11;11;6;
BLOCS;2021;160000170;CLINIQUE SAINT JOSEPH ANGOULEME;160000204;1;8;;;;;;1;;;;9;;;2;;;14;;;2944;9623;12567;11560;;0;0;0;0;;0;0;0;0;;170;203;373;155;;67;883;950;573;;0;0;0;0;
BLOCS;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;4;7;1;1;1;2;1;3;0;1;0;14;3;;1;;;12;;;4727;2995;7722;5819;1431;1020;198;1218;495;4;1829;7;1836;3;2;12;2;14;1;0;2174;1557;3731;2389;2342;6;31;37;12;112
BLOCS;2021;160000279;CLINIQUE DE COGNAC;160000212;1;4;;1;;1;;1;;1;;8;;;1;;;12;;;1281;3348;4629;4111;;4;1;5;5;;0;0;0;0;;3;47;50;0;;145;2034;2179;1557;;0;1;1;0;
BLOCS;2021;160000303;CH HOPITAUX SUD-CHARENTE;160006037;1;1;;;;;;1;;;;2;;;1;;;3;;;43;21;64;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;12;116;128;0;;0;0;0;0;
BLOCS;2021;160000337;CENTRE HOSPITALIER DE RUFFEC;160000493;1;0;0;;;;;1;0;;;1;0;0;;;;;;;64;28;92;1;;0;0;0;0;;0;0;0;0;;0;0;0;0;;3;0;3;0;;0;0;0;0;
BLOCS;2021;160013207;CENTRE CLINICAL SA;160001632;1;12;;1;;;;2;;;;15;;;1;;;32;;;3663;8538;12201;10589;;580;120;700;305;;19;0;19;0;;86;365;451;92;;1295;5022;6317;5027;;46;132;178;0;
BLOCS;2021;160015368;HOPITAUX DU GRAND COGNAC;160014411;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;;0;0;;168;108;276;62;;415;33;448;131;;17;0;17;0;;0;0;0;0;;335;38;373;8;;1;0;1;0;
BLOCS;2021;170000038;CENTRE HOSPITALIER JONZAC;170780050;3;3;2;;;1;;1;;;;5;2;1;1;;0;5;;0;969;1068;2037;1371;;1;12;13;13;;25;0;25;1;;0;0;0;0;;582;1103;1685;1038;;2;6;8;2;
BLOCS;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;3;11;2;1;1;4;0;5;1;0;0;21;4;0;2;0;0;18;0;0;7144;5148;12292;8820;0;1600;308;1908;857;0;1713;330;2043;184;0;386;118;504;298;0;3313;1829;5142;2679;0;32;84;116;6;0
BLOCS;2021;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;1;3;;;;;;1;;;;4;;;1;;;6;;;797;961;1758;1528;889;0;0;0;0;;1;0;1;0;;0;0;0;0;;343;979;1322;866;569;0;2;2;0;290
BLOCS;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;2;7;1;1;1;1;;2;1;;;11;3;;1;;;15;;;3836;2311;6147;4795;1451;642;199;841;574;35;2007;7;2014;0;0;14;2;16;0;0;2103;2305;4408;3023;2649;5;76;81;5;0
BLOCS;2021;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;1;1;;;;;;1;;1;;3;;;1;;;5;;;49;14;63;9;;0;0;0;0;;1;0;1;0;;0;0;0;0;;682;169;851;216;;1;0;1;0;
BLOCS;2021;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;1;6;1;1;1;1;0;2;0;;;10;2;;1;1;;11;11;;2992;3065;6057;5015;628;379;122;501;348;0;144;0;144;0;;0;0;0;0;;1261;2520;3781;2299;;16;32;48;4;
BLOCS;2021;170780563;ETAB. DE SOINS PASTEUR - ROYAN;170000251;2;6;;0;;2;;1;;0;;9;;4;1;;1;10;;2;3489;5367;8856;7920;;0;0;0;0;;10;6;16;2;;335;148;483;313;;1258;3627;4885;3700;;7;65;72;68;
BLOCS;2021;170780621;POLYCLINIQUE SAINT GEORGES;170000285;1;2;;;;1;;1;;1;;5;;;1;;;11;;;1078;1454;2532;2064;;0;39;39;39;;96;1;97;0;;0;0;0;0;;121;2014;2135;1263;;0;3;3;1;
BLOCS;2021;170780647;CLINIQUE RICHELIEU - SAINTES;170000301;1;5;;;;;;2;;;;7;;;1;;;11;;;1138;4121;5259;4694;13;0;0;0;0;;0;0;0;0;;5;202;207;0;;204;2985;3189;1960;;0;6;6;6;
BLOCS;2021;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;2;15;;;;;;3;;;;18;;;2;;;32;;;7209;17312;24521;22278;;1;11;12;12;;0;0;0;0;;174;1214;1388;245;;1527;11811;13338;8530;;14;96;110;56;
BLOCS;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;10;8;1;1;1;3;0;5;0;0;0;17;2;1;1;1;0;10;10;0;3927;3921;7848;4616;3824;672;206;878;474;34;1677;17;1694;8;0;110;28;138;124;0;1991;1138;3129;1766;2258;16;16;32;1;631
BLOCS;2021;180000200;CH DE VIERZON;180000051;1;2;1;1;1;1;;1;;;;5;2;;1;1;;6;6;;934;830;1764;1429;;284;47;331;162;;0;0;0;0;;0;0;0;0;;413;1331;1744;969;;8;57;65;43;
BLOCS;2021;180000283;CH SAINT AMAND-MONTROND;180000069;1;;;;;;;;;;;;;;;;;;;;108;49;157;36;;163;58;221;125;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;
BLOCS;2021;180000358;CLINIQUE DES GRAINETIERES;180000739;1;4;4;1;1;0;0;1;0;0;0;6;5;;1;0;;6;0;;649;1242;1891;1676;;0;0;0;;;0;0;0;0;;1;40;41;0;;176;1063;1239;769;;0;17;17;3;
BLOCS;2021;180004145;HOPITAL PRIVE GUILLAUME DE VARYE;180000887;2;11;;1;;0;;1;;0;;13;;;1;;;18;;;3613;5956;9569;8231;;170;25;195;194;;0;0;0;0;;342;235;577;327;;947;5058;6005;3959;;5;78;83;40;
BLOCS;2021;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;4;7;1;0;0;1;1;4;0;0;0;12;2;0;1;1;0;12;4;0;4158;2052;6210;4803;18;784;134;918;470;0;1595;5;1600;4;0;244;88;332;307;0;2521;2825;5346;2764;1513;4;47;51;7;0
BLOCS;2021;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;2;3;1;1;1;1;1;;;;;5;3;;1;1;;6;7;;1563;1325;2888;2367;1149;487;95;582;258;;178;0;178;0;;0;0;0;0;;1220;705;1925;940;;4;26;30;10;
BLOCS;2021;190000091;CENTRE HOSPITALIER D'USSEL;190000075;1;3;3;;;;;2;;;;5;3;;1;;;6;;;932;897;1829;1546;;90;17;107;48;;46;0;46;0;;0;0;0;0;;543;1115;1658;971;;0;0;0;0;
BLOCS;2021;190000224;CLINIQUE LES CEDRES BRIVE;190000901;2;7;7;;;1;1;4;4;4;4;16;16;;1;1;;14;14;;4652;6401;11053;10132;;7;71;78;78;;36;0;36;0;;2;12;14;0;;1842;6994;8836;5852;;12;27;39;22;
BLOCS;2021;190013482;CH BRIVE - SAINT GERMAIN;190000042;1;4;0;0;0;0;0;1;0;1;0;6;0;0;1;0;0;7;0;0;729;1552;2281;1888;0;0;0;0;0;0;0;0;0;0;0;16;117;133;1;0;543;1084;1627;902;0;7;43;50;36;0
BLOCS;2021;210011847;POLYCLINIQUE DU PARC DREVON;210011839;2;8;;;;0;;2;;2;;12;;;1;;;15;;;1831;7378;9209;7549;;0;0;0;0;;0;0;0;0;;2;177;179;2;;605;4220;4825;2913;;0;37;37;0;
BLOCS;2021;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;1;17;0;1;0;2;;2;;;0;22;0;;1;;;33;;;9607;22460;32067;29698;;1077;64;1141;394;;1809;22;1831;1617;;800;319;1119;927;;1817;9719;11536;7224;;26;45;71;25;
BLOCS;2021;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;1;5;;;;1;;3;;1;;10;;;1;;;10;;;3184;3968;7152;5401;;0;0;0;0;;0;0;0;0;;18;120;138;66;;2065;3146;5211;3490;;6;53;59;18;
BLOCS;2021;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;2;25;3;2;1;3;1;3;;0;;33;5;5;2;2;1;53;10;8;18493;11107;29600;22887;11537;2246;416;2662;975;338;2987;493;3480;346;2;1226;831;2057;651;35;6884;3657;10541;5282;4160;82;146;228;14;1823
BLOCS;2021;210987657;HOSPICES CIVILS DE BEAUNE;210012175;1;5;;1;1;;;1;;;;7;1;0;1;;;10;;;1517;1694;3211;2723;1711;436;83;519;209;19;44;0;44;3;;10;5;15;2;;541;1095;1636;1009;1250;4;13;17;1;17
BLOCS;2021;210987699;CENTRE HOSPITALIER ROBERT MORLEVAT;210780706;1;3;1;1;1;;;1;;;;5;2;;1;1;;6;1;;1542;1197;2739;1815;409;299;22;321;68;;7;0;7;1;;0;16;16;0;;259;465;724;473;222;1;3;4;1;
BLOCS;2021;210987731;CLCC GEORGES-FRANCOIS LECLERC;210780417;1;6;;;;1;;;;1;;8;;;1;;;10;;;2887;2750;5637;3315;;0;0;0;0;;0;0;0;0;;36;0;36;7;;520;471;991;658;;23;0;23;0;
BLOCS;2021;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;4;11;11;2;1;2;2;4;0;4;0;23;14;;3;3;;18;18;;7268;4972;12240;8833;8598;1594;268;1862;728;68;1638;55;1693;1;1;523;214;737;544;0;2850;2081;4931;1963;2672;23;74;97;6;1028
BLOCS;2021;220000095;CTRE HOSPITALIER DINAN;220000046;1;1;;;;;;1;;;;2;;2;1;;1;3;;3;144;193;337;102;;0;41;41;34;;0;0;0;0;;3;1;4;0;;502;543;1045;474;;0;3;3;0;
BLOCS;2021;220000111;POLYCLINIQUE DU TREGOR;220000376;1;4;4;;;;;1;1;;;5;5;;1;1;;8;8;;1714;4110;5824;4435;;0;0;0;0;;0;0;0;0;;3;46;49;0;;216;1980;2196;1518;;3;21;24;23;
BLOCS;2021;220000343;CENTRE HOSPITALIER GUINGAMP;220000079;1;4;1;1;1;;;1;1;;;6;3;;1;1;;9;9;;1817;2291;4108;3608;;350;66;416;179;;59;0;59;0;;1;0;1;0;;585;2296;2881;1557;;2;11;13;2;
BLOCS;2021;220000368;CENTRE HOSPITALIER LANNION;220000103;3;4;1;1;1;;;2;;;;7;2;0;1;;;9;;;1789;759;2548;1889;3594;424;78;502;232;9;92;8;100;0;;0;0;0;0;;760;959;1719;817;776;1;12;13;0;137
BLOCS;2021;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;1;0;;;;;;1;;;;1;;;1;;;3;;;219;48;267;19;;0;0;0;0;;2;0;2;0;;5;41;46;5;;216;559;775;478;;1;4;5;0;
BLOCS;2021;220005599;POLYCLINIQUE DU PAYS DE RANCE;220017842;1;6;2;0;0;0;0;2;2;0;0;8;4;0;1;1;0;15;15;0;2015;5200;7215;6374;;0;0;0;0;;0;0;0;0;;0;0;0;0;;537;4745;5282;3701;;3;11;14;12;
BLOCS;2021;220022800;HOPITAL PRIVÉ DES COTES D'ARMOR;220000673;1;11;1;1;1;1;0;2;0;0;0;15;2;0;1;1;0;22;3;0;5916;12000;17916;16006;;250;43;293;287;;0;0;0;0;;478;556;1034;481;;1461;7554;9015;6198;;14;111;125;38;
BLOCS;2021;230000820;CENTRE HOSPITALIER GUERET;230780041;1;3;0;1;0;0;0;0;0;0;0;4;0;0;1;0;0;5;0;0;1615;772;2387;1952;;275;80;355;226;;114;1;115;0;;1;0;1;0;;771;718;1489;961;;0;36;36;34;
BLOCS;2021;230004657;SITE CROIX BLANCHE;230780058;1;0;;0;;0;;0;0;;;0;0;2;0;0;1;;;1;25;247;272;227;;0;0;0;0;;0;0;0;0;;0;0;0;0;;17;305;322;215;;0;0;0;0;
BLOCS;2021;230780082;CENTRE MEDICAL NATIONAL SAINTE FEYRE;750005068;1;0;;;;;;1;;1;;2;;;;;;;;;49;72;121;0;18;0;0;0;0;;0;0;0;0;;0;0;0;0;;180;73;253;0;290;0;0;0;0;
BLOCS;2021;230780157;CLINIQUE DE LA MARCHE GUERET;230000861;1;3;;0;;0;;1;;0;;4;;;1;;;6;;;921;1635;2556;2249;;0;2;2;2;;0;0;0;0;;0;341;341;0;;284;2495;2779;1918;;2;60;62;1;
BLOCS;2021;240000190;POLYCLINIQUE FRANCHEVILLE;240000596;1;9;2;;;;;1;1;;;10;3;;1;1;;16;3;;4882;5149;10031;8425;;0;6;6;6;;0;0;0;0;;227;358;585;353;;1441;3247;4688;3458;;16;83;99;47;
BLOCS;2021;240000208;CLINIQUE PASTEUR;240000612;1;8;;;;;;1;;;;9;;;1;;;12;;;895;3795;4690;4178;;0;0;0;0;;0;0;0;0;;0;277;277;0;;370;3075;3445;2219;;2;14;16;12;
BLOCS;2021;240000216;CLINIQUE DU PARC;240000620;1;6;1;;;;;1;;;;7;1;;1;1;;6;2;;1727;4093;5820;5470;;0;0;0;0;;0;0;0;0;;0;280;280;0;;137;2796;2933;1870;;0;25;25;0;
BLOCS;2021;240000372;C.H DE BERGERAC;240000059;1;4;4;1;1;0;0;1;1;0;0;6;6;;1;1;;12;12;;1562;1473;3035;2466;558;433;95;528;263;0;64;0;64;6;0;0;0;0;0;0;329;1432;1761;970;155;2;4;6;0;0
BLOCS;2021;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;1;8;1;1;1;1;;1;;1;;12;2;;1;1;;18;18;;4745;3220;7965;5214;4540;928;214;1142;545;0;1705;27;1732;10;0;183;24;207;177;0;2036;1771;3807;2059;2590;5;47;52;6;504
BLOCS;2021;240000687;CENTRE HOSPITALIER SARLAT;240000448;1;3;;1;;0;;0;;0;;4;;4;1;;1;5;;5;25;804;829;711;1368;186;15;201;64;0;22;0;22;12;0;1;0;1;1;0;139;646;785;429;126;0;9;9;0;6
BLOCS;2021;250000270;CAPIO CLINIQUE SAINT VINCENT BESANCON;250000643;5;12;;;;2;;4;;;;18;;;2;;;28;;;5479;10543;16022;13889;;0;0;0;0;;1320;293;1613;1305;;301;449;750;529;;690;6173;6863;4841;;28;253;281;150;
BLOCS;2021;250000700;CHI HC SITE RIVES DU DOUBS PONTARLIER;250000452;2;5;2;1;1;;;3;1;1;;10;4;;1;1;1;10;10;2;1919;2711;4630;2851;;974;104;1078;312;;50;0;50;1;;0;0;0;0;;745;2000;2745;1627;;2;38;40;28;
BLOCS;2021;250006954;CHRU JEAN MINJOZ;250000015;5;22;4;1;1;6;4;2;0;2;0;33;9;3;5;1;0;48;12;0;15948;8789;24737;17447;11865;1517;253;1770;744;146;2905;332;3237;307;12;1238;179;1417;933;14;5257;3442;8699;4290;5810;102;207;309;8;1537
BLOCS;2021;250011848;POLYCLINIQUE DE FRANCHE COMTE;690046347;3;8;1;1;1;1;;2;;1;;13;2;;2;;;24;;;3286;8862;12148;10578;;283;117;400;329;;0;0;0;0;;56;285;341;150;;561;5594;6155;4072;;4;150;154;32;
BLOCS;2021;260000013;CH DE VALENCE;260000021;2;10;1;1;1;3;1;2;;;;16;3;;2;1;;16;1;;6278;4643;10921;8651;;1560;221;1781;867;;2003;22;2025;16;;115;506;621;1;;2425;2531;4956;2939;;53;88;141;3;
BLOCS;2021;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;2;5;;1;;1;;2;;0;;9;;;1;;;10;;;2792;1911;4703;3342;;932;132;1064;473;;6;0;6;0;;84;0;84;73;;749;1310;2059;1353;;4;89;93;3;
BLOCS;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;1;6;1;1;;;;1;;;;8;1;;1;1;;10;1;;3122;2166;5288;4352;3801;1233;223;1456;629;107;6;0;6;1;0;2;0;2;2;1;2608;1965;4573;2732;3647;12;99;111;0;143
BLOCS;2021;260000146;CH DE CREST;260000054;1;0;;;;;;;;;;0;;1;;;1;;;4;7;1364;1371;1211;;0;2;2;2;;0;0;0;0;;0;0;0;0;;19;338;357;256;49;0;53;53;0;
BLOCS;2021;260000260;CLINIQUE LA PARISIERE;260000377;1;5;;;;;;1;;;;6;;;1;;;10;;;1360;4279;5639;5013;;1;2;3;3;;0;0;0;0;;0;0;0;0;;696;4411;5107;3660;;1;56;57;28;
BLOCS;2021;260003017;CLINIQUE KENNEDY;260000781;1;8;;;;;;2;;;;10;;;1;;;14;;;2214;12475;14689;14012;;0;0;0;0;;73;0;73;2;;0;0;0;0;;498;3880;4378;2886;;1;3;4;1;
BLOCS;2021;260006267;CLINIQUE GENERALE VALENCE;070000245;1;4;;;;;;3;;1;;8;;;1;;;8;;;340;785;1125;695;;0;0;0;0;;0;0;0;0;;0;0;0;0;;269;4771;5040;3473;;0;51;51;43;
BLOCS;2021;260020078;SERVICE NEUROCHIRURGIE - CHU42;420784878;0;;;;;;;;;;;;;;;;;;;;225;3;228;216;;;;;;;;;;;;;;;;;;;;;;17;80;97;;
BLOCS;2021;270000045;CH BERNAY;270000060;1;2;;;;;;1;;;;3;;;1;;;5;;;678;1716;2394;1141;;1;15;16;16;;0;0;0;0;;12;98;110;0;;247;1496;1743;1135;;4;28;32;1;
BLOCS;2021;270000326;HOPITAL PRIVE PASTEUR EVREUX;270000680;1;6;6;0;;1;1;1;1;;;8;8;;1;;;13;;;2445;4143;6588;5459;;0;0;0;0;;0;0;0;0;;56;96;152;98;;2939;5121;8060;5128;;7;75;82;78;
BLOCS;2021;270000359;CH EVREUX CH EURE-SEINE;270023724;1;6;1;2;2;1;1;3;0;;;12;4;;1;1;;10;2;;3056;2621;5677;3654;1853;1328;92;1420;510;66;281;0;281;127;;51;0;51;32;;1303;1207;2510;1117;1753;9;32;41;4;408
BLOCS;2021;270000367;CH GISORS;270000086;1;1;1;1;0;0;0;1;1;0;0;3;2;0;1;0;0;5;0;0;637;635;1272;1129;;262;56;318;152;;0;0;0;0;;3;47;50;0;;223;837;1060;596;;0;0;0;0;
BLOCS;2021;270000425;CH PONT-AUDEMER;270000102;1;0;;0;;0;;1;;1;;2;;;1;;;2;;;;16;16;16;;0;0;0;0;;0;0;0;0;;0;0;0;0;;11;220;231;222;115;0;0;0;0;
BLOCS;2021;270000458;CH VERNON CH EURE-SEINE;270023724;1;2;1;1;;;;1;;;;4;1;;1;1;;6;2;;962;1323;2285;1734;799;339;41;380;150;5;1;0;1;1;;26;0;26;25;;958;636;1594;971;1210;5;35;40;22;2
BLOCS;2021;270000862;CLINIQUE BERGOUIGNAN;270000953;2;2;;;;1;1;1;;;;4;1;3;2;;1;6;;7;702;3673;4375;3961;;0;0;0;0;;553;50;603;520;;291;268;559;398;;82;1112;1194;736;;0;3;3;0;
BLOCS;2021;280000084;CH DREUX;280000183;2;7;1;2;1;;;1;;;;10;2;;1;;;13;;;2632;2146;4778;3668;;985;174;1159;579;;29;0;29;1;;10;0;10;3;;2382;1758;4140;2220;;7;13;20;11;
BLOCS;2021;280000662;CH CHATEAUDUN;280500075;1;0;;0;;0;;1;;1;;2;;3;1;;0;3;;0;48;3106;3154;404;;0;0;0;0;;0;0;0;0;;0;0;0;0;;58;385;443;323;;0;0;0;0;
BLOCS;2021;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;5;62;1610;1672;1471;;0;0;0;0;;0;0;0;0;;1;19;20;0;;61;1471;1532;994;;0;1;1;1;
