BOR;AN;FI;RS;FI_EJ;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;EFFPL_MED;EFFPA_MED;ETP_MED;EFFPL_INFSP;EFFPA_INFSP;ETP_INFSP;EFFPL_INFNS;EFFPA_INFNS;ETP_INFNS;EFFPL_AID;EFFPA_AID;ETP_AID;EFFPL_KINE;EFFPA_KINE;ETP_KINE;EFFPL_APNM;EFFPA_APNM;ETP_APNM
REA;2021;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;USIC;8;2920;669;;;2401;;;;;11;6;;;;9;5;13.73;8;1;9.08;;;;1;1;1.12
REA;2021;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;SURVADU;4;2225;316;;;1994;;;;1;1;1.03;;1;0.5;8;1;10.75;3;2;4.02;;;;;0;0
REA;2021;120004569;CH MILLAU;120004528;SURVADU;5;1825;315;;;1519;;;;;3;1.2;1;;0.5;5;1;6.26;7;;5.62;;;;;;
REA;2021;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;SURVADU;4;1460;218;;;1319;;;;;1;0.47;;;;;17;6.22;4;1;5.28;;;;;3;0.78
REA;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;AUTSI;4;1434;98;;;682;;;;0;3;0.25;;;;3;;2.7;3;;3.12;;;;;1;0.1
REA;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;REAADU;26;7972;779;807;49;6848;6;37;104;7;8;7.47;;1;0.2;34;12;46.74;20;4;23.73;;1;0.62;;2;1.4
REA;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;SITOT;28;9902;2900;;;7639;;;;;;;;;;;;;;;;;;;;;
REA;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;SIUNV;8;2628;796;;;2198;;;;0;3;0.28;;;;9;11;10.11;6;4;7.28;;1;0.4;;1;0.08
REA;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;SURVADU;0;;22;;;178;;;;0;8;2.45;1;;1;6;6;10.2;9;2;9.74;;;;;1;0.5
REA;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;SURVENF;4;1460;506;;;929;;;;0;5;0.72;3;1;3.06;2;2;3.11;6;;6;;;;;3;0.64
REA;2021;130000409;CHI SITE D'AIX EN PROVENCE;130041916;USIC;16;5840;2006;;;4759;;;;0;11;1.58;;2;0.91;15;14;23;8;8;13.86;;;;1;4;2.08
REA;2021;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;REAADU;8;3496;309;314;6;3221;11;36;43;5;4;7.13;;1;0.98;21;6;24.92;14;3;17.36;;;;1;;0.92
REA;2021;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;SURVADU;4;444;85;;;471;;;;4;2;4.76;;1;0.2;4;;6.01;2;1;2.84;;;;;;
REA;2021;130001225;HOPITAL DU PAYS SALONAIS;130782634;REAADU;8;2920;276;279;4;4127;11;40;37;5;;5;;;;21;9;27.24;16;3;14.62;;1;0.83;4;2;5.84
REA;2021;130001225;HOPITAL DU PAYS SALONAIS;130782634;SURVADU;4;1460;68;;;258;;;;;;;;;;;;;;;;;;;;;
REA;2021;130001647;INSTITUT PAOLI CALMETTES;130784127;AUTSI;60;21900;1256;;;21656;;;;20;5;21.41;10;1;9.13;58;9;63.06;25;;21.33;;;;9;1;8.83
REA;2021;130001647;INSTITUT PAOLI CALMETTES;130784127;REAADU;13;4544;574;609;17;4114;15;33;34;11;5;15.66;2;;1.38;23;4;26.63;13;1;12.63;2;;2;4;;4.13
REA;2021;130001647;INSTITUT PAOLI CALMETTES;130784127;SITOT;60;21900;1256;;;21656;;;;;;;;;;;;;;;;;;;;;
REA;2021;130001647;INSTITUT PAOLI CALMETTES;130784127;SURVADU;7;2555;485;;;2191;;;;8;4;10.44;2;;1.38;11;2;13.12;12;;12.63;2;;2;4;;4.13
REA;2021;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;REAADU;2;304;46;50;5;443;7;38;13;;;0.28;1;;0.05;1;;1;1;;0.4;;;;2;;0.1
REA;2021;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;SURVADU;6;1886;217;;;1210;;;;4;4;2.57;1;;0.45;6;;6;6;;5.6;;;;2;;1.9
REA;2021;130002827;CH JOSEPH IMBERT D'ARLES;130789274;REAADU;6;2190;223;228;7;2278;6;34;27;1;3;3.44;;3;0.93;19;3;19.83;12;;12.32;;;;;3;0.66
REA;2021;130002827;CH JOSEPH IMBERT D'ARLES;130789274;SITOT;6;2190;528;;;1332;;;;;;;;;;;;;;;;;;;;;
REA;2021;130002827;CH JOSEPH IMBERT D'ARLES;130789274;SURVADU;3;1095;5;;;10;;;;;1;0.2;;;;;;;;;;;;;;;
REA;2021;130002827;CH JOSEPH IMBERT D'ARLES;130789274;USIC;6;2190;528;;;1332;;;;;3;0.61;;3;0.53;2;14;6.23;1;4;3.17;;;;;;0.03
REA;2021;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;REAADU;8;2920;317;320;8;3855;8;40;31;;5;3.5;;1;0.67;;29;17.36;;19;11.38;;4;0.33;;5;3.64
REA;2021;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;SITOT;6;2190;488;;;1573;;;;;;;;;;;;;;;;;;;;;
REA;2021;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;SURVADU;4;1460;149;;;833;;;;;5;1.74;;1;0.33;;29;8.68;;19;5.69;;4;0.17;;5;1.83
REA;2021;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;USIC;6;2190;488;;;1573;;;;;8;5.35;;1;0.25;;23;6.15;;11;6.15;;;;;8;1.8
REA;2021;130041767;EUROMED CARDIO;130041262;SITOT;12;4380;1043;;;3555;;;;;;;;;;;;;;;;;;;;;
REA;2021;130041767;EUROMED CARDIO;130041262;USIC;12;4380;1043;;;3555;;;;5;3;5.6;2;;2;12;2;9.46;11;1;9.49;0;0;0;1;0;1.08
REA;2021;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;SITOT;16;5840;1187;;;4146;;;;;;;;;;;;;;;;;;;;;
REA;2021;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;USIC;16;5840;1187;;;4146;;;;1;0;1;1;;1;15;;14.4;7;;7;;;;;;
REA;2021;130043664;HOPITAL EUROPEEN;130002157;REAADU;20;7929;596;627;21;6711;21;44;65;10;1;16.46;;;;62;13;74.16;32;5;42.47;;;;11;0;13.38
REA;2021;130043664;HOPITAL EUROPEEN;130002157;SURVADU;23;7315;671;;;5701;;;;;;;;;;;;;;;;;;;;;
REA;2021;130050917;GCS CLINIQUE JEANNE D'ARC;130050891;SURVADU;5;1825;89;;;422;;;;2;;3.83;1;;1;6;;6;5;;5;;;;4;;4
REA;2021;130780521;APHM HOPITAL NORD;130786049;AUTSI;2;730;2877;;;899;;;;;;;;;;;;;;;;;;;;;
REA;2021;130780521;APHM HOPITAL NORD;130786049;REAADU;44;16060;1492;1622;98;14668;19;36;51;25;7;19.69;9;1;9.07;140;6;128.14;78;4;87.09;;;;31;3;31.17
REA;2021;130780521;APHM HOPITAL NORD;130786049;SITOT;14;5098;4616;;;4152;;;;;;;;;;;;;;;;;;;;;
REA;2021;130780521;APHM HOPITAL NORD;130786049;SURVADU;8;2570;756;;;1824;;;;7;5;2.09;3;;0.6;107;3;9.98;66;4;8.31;;;;11;3;4.91
REA;2021;130780521;APHM HOPITAL NORD;130786049;SURVENF;2;730;50;;;238;;;;;3;0.36;;;;;;;;;;;;;;;
REA;2021;130780521;APHM HOPITAL NORD;130786049;USIC;12;4368;1739;;;3253;;;;2;4;1.9;1;;0.66;11;3;13.7;10;4;12.47;;;;;7;3.54
REA;2021;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;REAADU;14;5110;337;347;10;3966;20;38;62;3;2;4.6;1;0;1;24;1;24.67;11;8;14.04;0;2;1;2;0;0.4
REA;2021;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;SITOT;8;2920;673;;;2233;;;;;;;;;;;;;;;;;;;;;
REA;2021;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;SURVADU;30;10950;946;;;4577;;;;4;1;4.6;1;0;1;21;1;21.99;11;2;11.51;0;1;0.5;0;1;0.45
REA;2021;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;USIC;8;2920;673;;;2233;;;;4;1;4.6;0;0;0;7;3;9.33;4;3;4.81;0;1;0.5;0;1;0.45
REA;2021;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;SURVADU;4;1460;228;;;1601;;;;3;2;4.5;1;;0.33;6;1;6.33;6;1;6.33;;1;0.3;;;
REA;2021;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;REAADU;6;2298;166;172;5;2298;6;35;40;1;;1;1;;1;3;;3;4;;4;;;;;;
REA;2021;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;SITOT;8;2920;1116;;;3268;;;;;;;;;;;;;;;;;;;;;
REA;2021;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;SURVADU;16;5856;569;;;3337;;;;3;;3;1;;1;14;;14;8;;8;;;;;;
REA;2021;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;USIC;8;2920;1116;;;3268;;;;2;;2;1;;1;6;;6;6;;6;;;;;;
REA;2021;130782162;CLINIQUE CHIRURGICALE DE MARTIGUES;130000987;SURVADU;5;1825;15;;;135;;;;;4;0.8;;1;0.4;;12;5.8;;6;0.8;;1;0.3;;2;0.15
REA;2021;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;AUTSI;12;4188;545;;;3161;;;;;2;0.2;;;0.12;21;;20.01;11;;11.92;;;;3;;2.61
REA;2021;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;REAADU;;;0;0;0;0;0;0;0;;1;0.2;;;;;;;;;;;;;;;
REA;2021;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;SITOT;12;4188;545;;;3161;;;;;;;;;;;;;;;;;;;;;
REA;2021;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;SURVADU;4;1460;162;;;738;;;;;2;0.62;;;;;;;;;;;;;1;;1
REA;2021;130783293;APHM HOPITAL LA TIMONE;130786049;AUTSI;2;730;3393;;;907;;;;;;;;;;;;;;;;;;;;;
REA;2021;130783293;APHM HOPITAL LA TIMONE;130786049;REAADU;62;22971;3382;3583;201;26879;12;34;158;16;26;22.83;8;1;8.46;216;13;219.84;153;9;152.13;;;;18;2;17.45
REA;2021;130783293;APHM HOPITAL LA TIMONE;130786049;SITOT;30;11089;5743;;;9450;;;;;;;;;;;;;;;;;;;;;
REA;2021;130783293;APHM HOPITAL LA TIMONE;130786049;SIUNV;8;3059;960;;;2440;;;;;1;0.05;;;;13;3;12.31;16;;9.03;;;;3;;2.27
REA;2021;130783293;APHM HOPITAL LA TIMONE;130786049;SURVADU;73;30344;3637;;;10839;;;;2;3;2.69;;;;28;4;29.78;16;3;12.79;;;;;;
REA;2021;130783293;APHM HOPITAL LA TIMONE;130786049;USIC;20;7300;1390;;;6103;;;;;3;0.9;1;;0.25;23;4;25.67;20;2;22.23;;;;;;0.02
REA;2021;130783327;CLINIQUE BOUCHARD;130001415;REAADU;9;3285;189;198;10;2808;29;41;37;;7;2;;1;0.8;13;4;27.95;8;8;17.62;;3;0.5;2;1;2.21
REA;2021;130783327;CLINIQUE BOUCHARD;130001415;SURVADU;10;3650;298;;;1840;;;;;8;2;;;;4;4;9.15;1;1;3.29;;3;0.5;;1;0.5
REA;2021;130783665;CLINIQUE DE BONNEVEINE;130043722;SURVADU;4;1460;85;;;446;;;;;7;4.94;2;;2;6;1;6.83;3;;3;;1;0.42;1;;1
REA;2021;130784051;HOPITAL PRIVE CLAIRVAL;130037823;REAADU;27;9855;1049;1122;7;9310;33;28;138;;;;1;;1;40;6;32.02;23;1;16.75;;;;;;
REA;2021;130784051;HOPITAL PRIVE CLAIRVAL;130037823;SITOT;20;7300;2253;;;5921;;;;;;;;;;;;;;;;;;;;;
REA;2021;130784051;HOPITAL PRIVE CLAIRVAL;130037823;SIUNV;6;2190;868;;;2136;;;;;;;1;;1;4;;9.32;2;;4.66;;;;;;
REA;2021;130784051;HOPITAL PRIVE CLAIRVAL;130037823;SURVADU;27;9855;771;;;3007;;;;;;;2;;1.5;15;;9.49;7;;5.68;;;;;;
REA;2021;130784051;HOPITAL PRIVE CLAIRVAL;130037823;USIC;14;5110;1385;;;3785;;;;;;;1;;1;10;3;10.95;11;1;7.98;;;;;;
REA;2021;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;REAADU;8;2920;332;347;7;3780;31;40;67;5;;5;1;;1;16;5;21.52;3;;4.61;;;;;;
REA;2021;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;SITOT;20;7300;1478;;;6685;;;;;;;;;;;;;;;;;;;;;
REA;2021;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;SURVADU;44;16060;2262;;;13311;;;;8;5;10.5;1;;1;44;4;46.24;19;4;23.3;;;;;;
REA;2021;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;USIC;20;7300;1478;;;6685;;;;3;4;5;;;;21;1;24.29;5;1;6.85;;;;;;
REA;2021;130785652;HOPITAL SAINT JOSEPH;130014228;REAADU;20;7300;1493;1605;64;10554;4;25;226;12;1;8.74;;1;0.25;55;;52.01;18;;14.75;;1;0.25;5;;6.15
REA;2021;130785652;HOPITAL SAINT JOSEPH;130014228;SITOT;10;3650;1311;;;2675;;;;;;;;;;;;;;;;;;;;;
REA;2021;130785652;HOPITAL SAINT JOSEPH;130014228;SURVADU;10;3650;1518;;;7702;;;;4;;2.15;;1;0.25;11;3;11.34;7;;7.06;;1;0.25;3;;2.16
REA;2021;130785652;HOPITAL SAINT JOSEPH;130014228;SURVENF;6;2190;1056;;;2673;;;;1;;1;;;;;;;;;;;;;;;
REA;2021;130785652;HOPITAL SAINT JOSEPH;130014228;USIC;10;3650;1311;;;2675;;;;;;;;1;0.25;11;4;11.47;4;;2.14;;1;0.25;3;;2.25
REA;2021;130785678;HOPITAL PRIVE VERT COTEAU BEAUREGARD;130002249;REAADU;10;3650;177;181;7;3109;67;34;39;4;2;5;1;;1;17;2;17.84;9;;9.1;;1;0.5;2;;2.08
REA;2021;130785678;HOPITAL PRIVE VERT COTEAU BEAUREGARD;130002249;SURVADU;28;10220;845;;;13239;;;;6;4;8;1;;1;27;2;30.72;10;;10.12;;1;0.5;2;;2.16
REA;2021;130786361;POLYCLIN PARC RAMBOT HOP PRIV PROVENCE;130002447;REAADU;9;3285;295;302;2;4176;15;46;49;1;3;2.7;2;;2.01;31;;27.54;20;1;18.6;;;;6;;5.61
REA;2021;130786361;POLYCLIN PARC RAMBOT HOP PRIV PROVENCE;130002447;SURVADU;12;4380;572;;;2419;;;;;;;;;;;;;;;;;;;;;
REA;2021;130786742;HIA LAVERAN;750821092;REAADU;10;3650;360;375;18;3626;7;41;43;4;0;4;1;;1;25;;25;9;;9;;;;;;
REA;2021;130786742;HIA LAVERAN;750821092;SURVADU;0;0;47;;;176;;;;1;;1;;;;3;;3;3;;3;;;;;;
REA;2021;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;AUTSI;7;2536;34;;;1787;;;;;6;0.9;10;1;10.41;9;2;8.84;8;2;7.24;;;;;1;0.38
REA;2021;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;REAENF;16;5488;1115;1169;123;4954;30;;;16;7;15.53;26;;20.62;38;1;29.74;34;2;30.77;;;;2;1;2.98
REA;2021;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;SITOT;7;2536;34;;;1787;;;;;;;;;;;;;;;;;;;;;
REA;2021;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;SURVENF;32;11192;1449;;;9056;;;;2;2;1.7;11;12;9;18;19;13.02;8;24;11.63;;;;;4;1.89
REA;2021;130810740;CLINIQUE AXIUM;130007362;REAADU;10;3650;192;195;9;4160;45;40;29;2;5;3;1;;1;18;2;19.6;9;1;8.8;;2;1;;;
REA;2021;130810740;CLINIQUE AXIUM;130007362;SURVADU;13;4745;287;;;1551;;;;2;5;3;1;;1;9;1;9.6;6;1;6.8;;;;;;
REA;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;REAADU;8;2920;275;281;19;2127;13;39;38;;;;;1;0.6;17;4;20.2;12;2;13.3;;;;;2;1.5
REA;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;SITOT;4;1460;287;;;1211;;;;;;;;;;;;;;;;;;;;;
REA;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;SIUNV;4;1460;287;;;1211;;;;;;;;;;;;;;;;;;;;;
REA;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;SURVADU;11;3650;583;;;2158;;;;3;;3;;1;0.4;9;;9;3;2;4.6;;;;;1;0.7
REA;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;AUTSI;22;8030;780;;;7134;;;;4;1;1.55;1;;1;17;10;22.61;14;7;16.35;;;;3;;2.93
REA;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;REAADU;60;21900;1926;2025;121;16492;14;38;98;20;1;12.36;6;;5.8;107;25;127.04;72;10;80.42;;;;7;8;12.39
REA;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;REAENF;8;2920;301;307;6;1921;28;;;2;2;3.84;7;6;9.11;2;1;2.23;4;4;5.86;;;;3;2;2.76
REA;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;SITOT;52;18980;3370;;;16869;;;;;;;;;;;;;;;;;;;;;
REA;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;SIUNV;10;3650;846;;;3566;;;;2;;0.9;1;;0.44;7;3;7.04;6;5;8.69;;;;;1;0.54
REA;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;SURVADU;30;10950;2169;;;7937;;;;10;2;1.65;2;;1.18;24;11;32.25;18;4;21.55;;;;1;1;1.8
REA;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;SURVENF;14;5110;870;;;5160;;;;1;2;1.1;9;7;5.41;7;4;4.66;5;2;4.86;;;;2;;0.69
REA;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;USIC;20;7300;1744;;;6169;;;;;;;1;;1;8;14;19.02;10;10;16.38;;;;1;;1
REA;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;SURVADU;5;1825;482;;;1403;;;;;1;0.49;;1;0.2;5;2;6.22;6;;6;;;;1;;0.9
REA;2021;140000290;CLINIQUE NOTRE DAME - VIRE;140000449;SURVADU;4;1460;180;;;391;;;;;;;;1;0.1;14;0;4.52;11;0;4.52;;;;;;
REA;2021;140000555;CRLCC FRANCOIS BACLESSE - CAEN;140000639;SURVADU;7;2555;300;;;966;;;;6;3;1.44;3;0;0.22;25;4;10.95;10;2;3.42;;;;4;2;1.45
REA;2021;140016759;POLYCLINIQUE DU PARC - CAEN;140003146;REAADU;1;365;37;37;1;261;27;25;8;1;16;13;;;;;;;;;;;;;;;
REA;2021;140016759;POLYCLINIQUE DU PARC - CAEN;140003146;SURVADU;9;3285;687;;;1943;;;;1;16;13;;1;0.5;6;3;9.5;4;;4;2;;0.2;;;
REA;2021;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;REAADU;15;5475;1035;1052;10;4094;8;26;115;19;;19;;1;0.53;24;12;32.14;9;2;10.53;;;;;;
REA;2021;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;SITOT;8;2920;701;;;2349;;;;;;;;;;;;;;;;;;;;;
REA;2021;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;SURVADU;8;2920;1003;;;2042;;;;19;;10;;1;0.5;7;;6.59;8;;5.28;;;;;;
REA;2021;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;USIC;8;2920;701;;;2349;;;;10;;10;1;;0.33;3;1;7.66;7;0;7.72;;;;;;
REA;2021;140018730;POLYCLINIQUE DE LISIEUX;140000423;SURVADU;4;1460;62;;;208;;;;1;0;1;0;0;0;4;0;4;4;0;4;0;0;0;0;0;0
REA;2021;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;REAADU;8;2920;297;297;8;2048;3;33;33;3;2;4.42;1;;1;17;2;17.6;11;1;11.94;;;;;;
REA;2021;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;SURVADU;0;0;3;;;4;;;;;;;;;;;;;;;;;;;;;
REA;2021;140026410;CH COTE FLEURIE - SITE DE CRICQUEBOEUF;140026279;SURVADU;5;1825;420;;;1467;;;;0;;;;;;5;2;5.34;;;;;;;;;
REA;2021;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;SURVADU;6;2190;149;;;884;;;;;2;0.2;;;;;4;2;;4;2;;;;;;
REA;2021;150000032;CH DE SAINT-FLOUR;150780088;SURVADU;4;1455;196;;;987;;;;2;2;0.81;0;1;0.44;6;0;6;6;0;6;0;0;0;2;1;2.5
REA;2021;150000040;CH HENRI MONDOR;150780096;REAADU;8;3196;352;378;20;2540;8;44;103;3;;2.99;0;3;1;16;5;21.24;11;5;16.4;0;0;0;1;3;1.48
REA;2021;150000040;CH HENRI MONDOR;150780096;SITOT;7;2555;636;;;1618;;;;;;;;;;;;;;;;;;;;;
REA;2021;150000040;CH HENRI MONDOR;150780096;SURVADU;5;2105;388;;;1228;;;;4;;1;0;2;0.07;6;0;5.71;4;3;5.34;0;0;0;0;0;0
REA;2021;150000040;CH HENRI MONDOR;150780096;USIC;7;2555;636;;;1618;;;;3;;1;0;1;0.25;5;2;5.64;3;1;3.38;0;0;0;0;1;0.4
REA;2021;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;AUTSI;4;1460;139;;;916;;;;;1;0.5;;1;0.5;21;;19.85;7;;6.55;;;;2;;2.09
REA;2021;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;REAADU;6;2190;129;132;3;2169;31;41;46;1;;1;;;;;;;;;;;;;;;
REA;2021;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;SITOT;4;1460;139;;;916;;;;;;;;;;;;;;;;;;;;;
REA;2021;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;SURVADU;12;4380;385;;;4122;;;;1;;1;;1;0.5;6;2;5.65;10;1;10.54;;;;2;;1.98
REA;2021;160000170;CLINIQUE SAINT JOSEPH ANGOULEME;160000204;SURVADU;8;2920;289;;;817;;;;2;;2;;;;2;1;2.35;2;1;2.35;1;;0.25;;;
REA;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;REAADU;18;6570;624;632;20;4320;18;35;29;6;1;5.28;1;;1.19;34;6;33.35;22;;20.85;;;;1;2;1.32
REA;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;SITOT;18;6570;1606;;;5192;;;;;;;;;;;;;;;;;;;;;
REA;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;SIUNV;4;1460;453;;;1275;;;;2;;0.8;2;;0.5;1;;1;3;;1.66;;;;1;;0.33
REA;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;SURVADU;;;0;;;0;;;;6;;1.2;;;;3;;3;4;;2.6;;;;;3;2.2
REA;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;USIC;14;5110;1153;;;3917;;;;1;;0.4;;;;18;;16.25;14;;12.27;;;;2;;1.4
REA;2021;160000303;CH HOPITAUX SUD-CHARENTE;160006037;SURVADU;4;1460;649;;;1325;;;;;;;;1;0.1;4;1;4.02;6;1;6.8;;;;;;
REA;2021;160000311;CENTRE HOSPITALIER CONFOLENS;160000485;SURVADU;3;1095;159;;;636;;;;2;2;0.25;1;0;0.12;10;1;1.17;15;2;1.87;;;;8;1;0.85
REA;2021;160000337;CENTRE HOSPITALIER DE RUFFEC;160000493;SURVADU;3;1095;564;;;776;;;;3;1;0.77;0;0;0;5;1;1.16;5;1;0.96;0;0;0;1;0;0.2
REA;2021;160013207;CENTRE CLINICAL SA;160001632;SURVADU;4;1460;307;;;1183;;;;;11;1;1;;1;4;;4;4;;4;;1;0.1;;;
REA;2021;160015368;HOPITAUX DU GRAND COGNAC;160014411;SURVADU;6;2088;254;;;1561;;;;4;;4.19;1;;0.4;7;1;5.94;5;;5;;;;1;;0.5
REA;2021;170000038;CENTRE HOSPITALIER JONZAC;170780050;SURVADU;0;1124;143;;;891;;;;;;0.78;;;;;;;;;;;;;;;
REA;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;REAADU;19;6444;568;584;15;5718;14;48;40;;10;6.53;0;2;1.56;0;48;39.86;0;38;28.34;;;;1;9;6.69
REA;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;SITOT;20;7300;2077;;;5524;;;;;;;;;;;;;;;;;;;;;
REA;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;SIUNV;8;2920;860;;;2242;;;;;7;2.58;;1;0.5;5;2;6.47;5;2;6.6;;;;;2;1.27
REA;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;SURVADU;4;2359;351;;;1002;;;;;7;1.36;;2;0.44;0;48;9.97;0;38;7.09;;;;0;6;1.23
REA;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;USIC;12;4380;1217;;;3282;;;;;11;0.67;1;;1;7;11;11.89;1;13;7.13;;;;2;6;3.36
REA;2021;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;SURVADU;6;2090;279;;;1608;;;;2;1;0.43;1;;0.5;4;;3.99;1;1;2.29;;;;4;;1.4
REA;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;REAADU;14;5210;441;455;17;4228;27;50;58;10;1;9.4;2;;1.01;37;10;36.8;30;4;25.33;4;2;1.09;6;2;0.28
REA;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;SITOT;16;5744;1713;;;5209;;;;;;;;;;;;;;;;;;;;;
REA;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;SIUNV;8;2920;648;;;2560;;;;3;0;0.65;1;;0.05;7;2;9.57;8;2;9.47;;;0.01;1;4;0.75
REA;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;SURVADU;6;2190;354;;;1658;;;;6;0;0.69;1;;0.23;36;11;7.83;30;4;6.75;2;;0.06;1;;0.09
REA;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;USIC;8;2824;1065;;;2649;;;;3;0;0.2;2;;0.46;12;6;15.63;11;0;7.15;6;2;0.8;0;0;0
REA;2021;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;SURVADU;6;2010;291;;;1721;;;;;6;1.11;;;0.69;7;0;6.2;5;1;6.14;;;;;;
REA;2021;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;SURVADU;8;2920;775;;;2441;;;;2;5;1.82;0;1;0.25;10;5;12.75;2;22;6.45;;;;;;
REA;2021;170780563;ETAB. DE SOINS PASTEUR - ROYAN;170000251;SURVADU;8;2920;637;;;2083;;;;5;;5;;1;0.5;3;;3.54;5;;4.4;;;;;;
REA;2021;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;SURVADU;6;2190;450;;;1355;;;;;;;;;;13;4;11.26;1;;1;;;;;;
