BOR;AN;FI;RS;FI_EJ;PALIA_A1;PALIA_A2;PALIA_A3;PALIA_A4;PALIA_A5;PALIA_A6;PALIA_A7;PALIA_A8;PALIA_A9;PALIA_A21;PALIA_A22;PALIA_A23;PALIA_A10;PALIA_A11;PALIA_A12;PALIA_A13;PALIA_A14;PALIA_A15;PALIA_A16;PALIA_A17;PALIA_A18;PALIA_A24;PALIA_A19;PALIA_A20;USP_EFFPL_PM;USP_EFFPL_PMPAL;USP_EFFPL_CADRES;USP_EFFPL_IDE;USP_EFFPL_IDEPAL;USP_EFFPL_AIDES;USP_EFFPL_PSY;USP_EFFPL_PNMAUT;USP_EFFPA_PM;USP_EFFPA_PMPAL;USP_EFFPA_CADRES;USP_EFFPA_IDE;USP_EFFPA_IDEPAL;USP_EFFPA_AIDES;USP_EFFPA_PSY;USP_EFFPA_PNMAUT;USP_ETP_PM;USP_ETP_PMPAL;USP_ETP_CADRES;USP_ETP_IDE;USP_ETP_IDEPAL;USP_ETP_AIDES;USP_ETP_PSY;USP_ETP_PNMAUT;EMSP_EFFPL_PM;EMSP_EFFPL_PMPAL;EMSP_EFFPL_CADRES;EMSP_EFFPL_IDE;EMSP_EFFPL_IDEPAL;EMSP_EFFPL_AIDES;EMSP_EFFPL_PSY;EMSP_EFFPL_PNMAUT;EMSP_EFFPA_PM;EMSP_EFFPA_PMPAL;EMSP_EFFPA_CADRES;EMSP_EFFPA_IDE;EMSP_EFFPA_IDEPAL;EMSP_EFFPA_AIDES;EMSP_EFFPA_PSY;EMSP_EFFPA_PNMAUT;EMSP_ETP_PM;EMSP_ETP_PMPAL;EMSP_ETP_CADRES;EMSP_ETP_IDE;EMSP_ETP_IDEPAL;EMSP_ETP_AIDES;EMSP_ETP_PSY;EMSP_ETP_PNMAUT
PALIA;2021;430000216;CENTRE MEDICAL D'OUSSOULX;750811820;1;6;6;0;38;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;430000299;CH DE CRAPONNE SUR ARZON;430000059;1;3;;;62;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;430000307;CH PIERRE GALLICE DE LANGEAC;430000067;1;3;0;0;18;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;430000356;CH D' YSSINGEAUX;430000091;1;2;0;0;27;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;440000016;CH DE SAINT NAZAIRE;440000057;1;9;0;0;12;1;1;11;242;0;0;5;1;628;55;9;216;162;33;21;288;0;58;52;1;;;6;6;5;;;2;;1;5;5;6;;5;2.2;;0.7;10.12;10.12;9.6;;1.22;;;;1;1;;;1;1;;1;;;;2;;0.6;;0.2;1;1;;1.1;1
PALIA;2021;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;1;14;;2;289;0;;;;;;;1;2592;127;32;348;97;223;28;1244;48;157;688;;;;;;;;;;;;;;;;;;;;;;;;;4;;0;1;;0;0;0;2;;1;2;;0;2;2;2.7;;0.8;2.67;;0;1.3;0.82
PALIA;2021;440000396;CH ERDRE ET LOIRE;440053643;1;5;;;35;0;;;;;;;1;566;;;92;;;43;238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;1;;;;;1;;;0.5;;;0.56;;0.8;0.5;
PALIA;2021;440000453;CHU DE NANTES SITE HOPITAL BELLIER;440000289;1;7;4;0;90;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;440000503;CH CNP SITE CHATEAUBRIANT;440000313;1;6;4;0;134;0;;;;;;;1;893;10;5;147;51;78;18;971;0;201;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;1;;;;0.8;;;0.58;0.55
PALIA;2021;440000552;HIC SEVRE ET LOIRE-LE LOROUX BOTTEREAU;440042141;1;6;6;0;69;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;440000560;CH LVO SITE DE MACHECOUL;850009010;1;5;5;;17;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;1;1;;;;1.53;;;0.68;0.3
PALIA;2021;440000693;SSR JULES VERNE;440053411;1;4;4;;69;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;440000883;HIC SEVRE ET LOIRE - VERTOU;440042141;1;4;2;0;32;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;440001113;ICO - SITE GAUDUCHEAU;490017258;1;12;;;256;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;440001253;HIC DE LA PRESQU'ILE-SITE DE GUERANDE;440028538;1;6;0;0;123;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;440001287;HIC PAYS DE RETZ - PORNIC;440041531;1;6;;;85;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;440002459;SSR LE BODIO;440018661;1;6;6;0;79;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;440017598;CHU DE NANTES SITE LAENNEC;440000289;1;4;;;145;1;1;10;251;;;;0;;;;;;;;;;;;1;;1;5;;4;0;0;2;;1;5;;7;4;1;0.9;;1.2;9.4;;9.75;0.75;0.5;;;0;0;;0;0;0;;;0;0;;0;0;0;;;0;0;;0;0;0
PALIA;2021;440024669;SSR LE BOIS RIGNOUX;440042844;1;10;10;;92;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;440033819;SANTE ATLANTIQUE;440006344;1;4;;;1460;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;440041580;HOPITAL PRIVE DU CONFLUENT;440041572;1;16;;;320;0;;;;;;;1;1044;;;;;;;354;;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;1;;0.9;0.9;;1;1;;0.4;
PALIA;2021;440050433;CLINIQUE MUTUALISTE DE L'ESTUAIRE;440053429;1;16;6;0;263;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;450000047;CH DEZARNAULDS - GIEN;450000096;1;6;3;;48;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;450000062;CH AGGLOMERATION MONTARGOISE;450000104;1;10;4;;92;0;;;;;;;1;2218;1;0;52;30;22;;323;;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;1;1;;;1;1;0.5;;0.58;1.63;;;0.8;0.5
PALIA;2021;450000070;CH PITHIVIERS;450000112;1;2;;;32;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;450000211;CH PIERRE LEBRUN- NEUVILLE-AUX-BOIS;450000153;1;2;2;;29;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;450000245;CLINIQUE L'ARCHETTE;450000542;1;5;;;13;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;450000260;CH SULLY-SUR-LOIRE;450000161;1;3;;;25;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;450000286;MRC LES BUISSONNETS;920030269;1;4;4;;6;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;450000294;ORELIANCE - REINE BLANCHE;450000591;1;8;;;253;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;30;;22;;;;;;2;;1;;;;;0.2;6.27;;4.12;;
PALIA;2021;450002613;CHR ORLÉANS - HÔPITAL DE LA SOURCE;450000088;1;37;6;;812;1;1;12;286;;;;1;2349;0;0;558;;;;1;;2268;18;1;;0;6;;8;0;3;3;;1;2;;3;1;0;2.41;;0.53;7.35;;9.22;0.31;1.93;0;;0;2;;0;0;0;2;;1;0;;0;1;2;1.7;;0.1;2;;0;0.4;0.51
PALIA;2021;450014956;MRC LES SABLONS;450000849;1;6;6;;16;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;460000045;CH FIGEAC SITE MAQUISARDS;460780083;1;2;0;0;79;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;460000052;CH ST JACQUES ST CERE;460780091;1;4;2;;50;0;;;;;;;1;784;10;2;392;;199;16;316;0;16;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;1;;;;;0.94;;;1.35;
PALIA;2021;460000102;CH JEAN COULON GOURDON;460780208;1;5;3;;79;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;460000110;CH JEAN ROUGIER CAHORS;460780216;1;8;;;123;0;;;;;;;1;747;;;;;;;230;;42;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0.5;0.3;0
PALIA;2021;460006075;CL FONT REDONDE;460006067;1;2;2;0;86;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;460006083;CSSR NOTRE DAME;460785090;1;1;1;0;7;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;470000027;CLINIQUE ESQUIROL-SAINT-HILAIRE;470014069;1;5;0;0;182;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;470000423;CH AGEN NERAC - HOPITAL SAINT-ESPRIT;470016171;0;;;;;1;1;6;195;;;;1;601;19;1;1189;;47;1142;430;;56;;1;;;5;;8;;2;1;;2;9;;2;1;8;1.03;;0.29;9.18;;8.28;0.5;2.77;;;;1;;;;;2;;;;;;1;2;1.03;;;1;;;0.13;0.8
PALIA;2021;470000431;CH VILLENEUVE -POLE SANTE VILLENEUVOIS;470000324;1;8;0;0;151;0;;;;;;;1;1330;12;3;161;9;17;135;289;8;20;31;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;2;;;1;1;;;;;;2;;0.25;;;2;2;;0.88;0.5
PALIA;2021;470000480;CENTRE HOSPITALIER DE MARMANDE - CHIC;470001660;1;5;0;0;138;0;;;;;;;1;458;7;3;501;4;54;443;424;0;0;26;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;1;;;;;1;;;;3;1;;;1.25;;;1;1.9
PALIA;2021;470000522;CH AGEN NERAC - SITE DE NERAC;470016171;1;5;0;0;1175;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;470000571;CENTRE HOSPITALIER DE FUMEL;470000407;1;5;5;;69;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;1;5;0;0;133;0;;;;;;;1;631;22;25;258;196;61;1;280;;546;14;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;1;1;;;;;;;;2;;;0.06;1.68;;;0.5;0.74
PALIA;2021;480000041;CH DE FLORAC TROIS RIVIERES;480780139;1;2;;;12;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;490000049;CHR ANGERS SITE LARREY;490000031;1;23;15;0;326;1;1;10;271;0;0;0;1;237;49;33;72;4;46;22;521;;116;64;3;0;;5;;10;1;1;3;0;;6;;5;0;1;3.56;0;;9.44;;9.34;0.5;0.4;1;0;1;0;;0;0;0;1;0;0;3;;1;4;3;1.5;0;1;2.42;;0.5;2;0.95
PALIA;2021;490000155;ICO - SITE PAUL PAPIN;490017258;1;14;;;157;0;;;;;;;1;650;;;0;;;;168;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;2;2;;1;1;;;;1.62;1.62;;0.3;0.3;;;
PALIA;2021;490000239;ESBV-SITE DE BAUGE;490015765;1;2;2;;15;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;490000254;ESBV-SITE DE BEAUFORT;490015765;1;3;1;;29;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;490000262;CLINIQUE SAINT JOSEPH;490000171;1;3;;;79;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;490000320;HOPITAL CORNICHE ANGEVINE À CHALONNES;490000395;1;2;0;0;37;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;490000494;CH LAYON-AUBANCE MARTIGNE BRIAND;490000429;1;2;2;0;7;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;490000569;CH CNP SITE POUANCE;440000313;1;4;4;0;138;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;490000601;SSR LES RECOLLETS;750052037;1;3;3;;75;0;;;;;;;1;10;;;375;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;1;1;1;1;1;1;;2;;0.3;0.3;0.2;1.5;1.5;;0.8;1
PALIA;2021;490000635;CH DE CHOLET;490000676;1;10;0;0;37;0;;;;;;;1;987;34;11;99;9;25;65;432;;262;27;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;1;1;;2;2;;2;1;0.08;0.08;0.01;1.37;1.37;;0.7;0.59
PALIA;2021;490000643;SSR LE CHILLON;440042844;1;2;;;14;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;490001765;CH DE SAUMUR;490528452;1;7;4;;89;0;;;;;;;1;524;4;2;12;1;11;0;255;0;10;524;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;1;;;2;1;0.29;;;0.7;;;0.8;0.42
PALIA;2021;490004256;HOPITAL PRIVE ST MARTIN;490020773;1;5;0;0;70;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;490009248;SSR SAINT CLAUDE;490535168;1;6;6;0;53;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;490020245;CH HAUT ANJOU SITE SEGRE;530000025;1;2;2;;;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;490543675;SSR ANJOU;490009529;1;5;5;0;1330;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;500000021;CHAG - SITE AVRANCHES;500000054;0;;;;;0;;;;;;;1;2429;1;2;67;44;;23;484;;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;1.3;1.3;;;;;;
PALIA;2021;500000146;HOPITAL PRIVÉ DE LA BAIE;500000500;1;7;7;;252;0;;;;;;;0;;;;;;;;;;;;;;;5;;6;;;;;2;6;;6;1;;;;0.7;7.4;;9.16;0.7;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;500000187;CHPC - SITE CHERBOURG;500000013;1;8;;;63;0;;;;;;;1;2652;27;5;2092;170;367;1555;752;;70;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;1;1;;;;;;1;;0.6;;;1.89;;;0.43;1
PALIA;2021;500000195;CENTRE HOSPITALIER DE CARENTAN;500000039;1;3;0;0;41;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;500000260;CHAG - SITE GRANVILLE;500000054;0;;;;;1;1;10;46;;;;1;2429;1;2;67;44;;23;484;;27;;;;;;;;;;1;;;;;;;;0.18;;;;;;;;;;;;;;;;1;;;;;;;;0.2;;;;;;;
PALIA;2021;500000302;HOPITAL LOCAL - MORTAIN;500000062;1;3;3;0;34;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;500000435;HOPITAL SAINT JAMES;500000104;1;5;5;0;67;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;500000450;CH MEMORIAL - SAINT-LO;500000112;1;7;0;0;51;0;;;;;;;1;2410;8;0;280;4;61;215;854;;181;52;2;;;;;;;;;;;;;;;;2;;;;;;;;;;;3;2;;1;;;;;;;;1;;;;0.02;3;2;;1.2;0.68
PALIA;2021;500000468;CHPC - SITE VALOGNES;500000013;1;4;;;21;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;500000476;HOPITAL LOCAL - VILLEDIEU LES POELES;500000138;1;4;;;43;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;500000591;CENTRE HOSPITALIER DE COUTANCES;500000393;0;;;;;0;;;;;;;1;1177;8;1;244;0;160;84;388;0;9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;1;;;0.5;0.3
PALIA;2021;510000169;CENTRE HOSPITALIER DE CHALONS;510000037;1;5;;;132;0;;;;;;;1;3012;12;7;272;8;84;180;484;0;0;21;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;1;;;;1;2;1;;0.05;;;;1.5;1
PALIA;2021;510000185;POLYCLINIQUE DE COURLANCY;510000532;1;5;;;407;0;;;;;;;0;;;;;;;;;;;;;;1;8;1;6;;;;;;1;;2;1;;;;0.33;8.03;1;7.36;0.35;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;1;5;;;24;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;1;6;;;3;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;510000466;CENTRE HOSPITALIER DE SAINTE-MENEHOULD;510000102;1;2;;;33;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;510000516;INSTITUT GODINOT;510000136;1;10;0;0;131;1;1;6;188;;;;1;3517;1;2;313;312;0;1;783;0;113;42;1;;;1;;3;;;;;1;3;;1;;;1;;0.1;3.35;;3.5;;;;;;;;;;;1;;1;2;;;;;0.5;;0.2;0.5;;;;
PALIA;2021;510002447;HOPITAL ROBERT DEBRE CHU REIMS;510000029;1;13;0;0;228;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;510002454;HOPITAL SEBASTOPOL CHU REIMS;510000029;0;;;;;1;1;11;243;;;9;1;1409;94;420;823;70;220;533;758;;46;35;2;;1;6;;6;2;2;;;0;3;;2;0;1;2;;0.34;8.73;;7.96;1;1.54;2;;1;3;;0;1;0;1;;0;0;;0;0;1;1.2;;0.26;2.67;;0;0.5;0.41
PALIA;2021;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;510000029;1;2;0;2;16;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;1;12;0;0;138;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;510024979;POLYCLINIQUE REIMS - BEZANNES;510000532;1;5;;;84;0;;;;;;;0;;;;;;;;;;;;;;0;0;;0;0;0;;;0;0;;0;0;0;;;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PALIA;2021;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;1;8;2;;71;0;;;;;;;1;1291;11;4;2219;197;329;1693;196;0;10;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;1;;0.8;0.8;;1;1;;0.5;
PALIA;2021;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;1;6;0;0;60;0;;;;;;;1;777;5;2;80;38;25;17;221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;1;;;;;1.77;;;0.71;
PALIA;2021;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;1;6;;;64;0;;;;;;;1;2883;10;7;99;35;25;39;337;5;30;49;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;2;1;0;1;;;;;;;;;2;1;1;0.03;1.33;1;0;1;0.4
PALIA;2021;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;1;6;6;;;0;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;1;;1;;0.9;;;;0.3;
PALIA;2021;530000132;HOPITAL S.O. MAYENNAIS :SITE DE CRAON;530007202;1;3;;;25;0;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;3;2;;1;;0.12;0.12;;0.48;0.24;;0.12;
PALIA;2021;530000140;HOPITAL LOCAL ERNEE;530000058;1;5;0;0;76;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;530000165;HOPITAL LOCAL EVRON;530000066;1;4;;;16;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;530000173;CH DU NORD MAYENNE;530000074;1;5;0;0;71;0;;;;;;;1;731;31;3;833;91;143;599;436;0;7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;0;0;;;;1;;;2;1;;;;1.7;;;0.77;0.37
PALIA;2021;530000181;HOPITAL S.O. MAYENNAIS :SITE DE RENAZE;530007202;1;2;;;18;0;;;;;;;1;76;7;9;94;47;21;26;88;0;7;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;3;2;;1;;0.08;0.08;;0.32;0.16;;0.08;
PALIA;2021;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;1;3;0;0;16;0;;;;;;;1;1000;21;4;810;283;204;323;711;0;845;696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;3;;1;2;1;0.5;;0.22;2.14;;0.37;1.33;1
PALIA;2021;530031962;POLYCLINIQUE DU MAINE;530000975;1;5;;;24;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;0;;;;;0;;;;;;;1;780;5;1;0;0;0;0;103;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;6;;;1;1;0.4;;;1.5;;;0.45;0.25
PALIA;2021;540000072;MAISON HOSPITALIERE DE BACCARAT;540014081;1;6;;;70;0;;;;;;;0;;;;;;;;;;;;;;;3;;5;;;2;1;1;4;1;7;1;3;0.41;0.21;1;5.2;1;8.15;0.5;2.5;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;540000148;CH 3H SANTE SITE DE CIREY SUR VEZOUZE;540019007;1;5;5;0;14;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;1;4;;;44;0;;;;;;;1;932;12;6;377;60;34;283;340;;4;12;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;1;1;0.1;0.8;0.8;;0.5;
PALIA;2021;540000270;;540003399;1;5;5;;;0;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;540000312;CENTRE HOSPITALIER ST NICOLAS DE PORT;540000114;1;5;5;0;53;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;3;1;;13;1;28;2;15;0.26;0.1;;1.16;0.1;2.46;0.5;1.12;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;540000486;POLYCLINIQUE DE GENTILLY;540000932;1;12;;;344;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;540000585;SSR DE FLAVIGNY - OHS;540006707;1;13;13;;122;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
