BOR;AN;FI;RS;FI_EJ;GDE;AUT;LIT;JLI;PLA;SEJHC;JOUHC;SEJ3M;JOUHP;EMSSR
SSR;2021;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;SSR_A50;1;20;;;;4643;;0;
SSR;2021;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;SSR_A59;1;14;;;;2599;;0;
SSR;2021;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;SSR_TOT;;34;12410;;261;7242;4;0;0
SSR;2021;050000298;LA GUISANE;050000496;SSR_E;;55;18025;;449;16223;13;0;
SSR;2021;050000298;LA GUISANE;050000496;SSR_E54;1;55;;;;16223;;0;
SSR;2021;050000298;LA GUISANE;050000496;SSR_TOT;;55;18025;;449;16223;13;0;0
SSR;2021;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;SSR_A;;22;7250;;274;8479;6;0;
SSR;2021;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;SSR_A59;1;22;;;;8479;;0;
SSR;2021;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;SSR_TOT;;22;7250;;274;8479;6;0;
SSR;2021;050000488;LES ACACIAS CTRE MALADIES RESP ALLERG;050000678;SSR_A;;72;26280;5;427;21676;66;555;
SSR;2021;050000488;LES ACACIAS CTRE MALADIES RESP ALLERG;050000678;SSR_A50;1;;;;;0;;0;
SSR;2021;050000488;LES ACACIAS CTRE MALADIES RESP ALLERG;050000678;SSR_A54;1;72;;5;;21676;;555;
SSR;2021;050000488;LES ACACIAS CTRE MALADIES RESP ALLERG;050000678;SSR_TOT;;72;26280;5;427;21676;66;555;0
SSR;2021;050000637;CLINIQUE MONTJOY;050001163;SSR_A;;66;24090;;422;19975;62;0;
SSR;2021;050000637;CLINIQUE MONTJOY;050001163;SSR_A50;1;66;;;;19975;;0;
SSR;2021;050000637;CLINIQUE MONTJOY;050001163;SSR_TOT;;66;24090;;422;19975;62;0;
SSR;2021;050000991;CENTRE MEDICAL CHANTOURS;050000546;SSR_A;;131;47815;10;1279;38445;56;323;
SSR;2021;050000991;CENTRE MEDICAL CHANTOURS;050000546;SSR_A50;1;33;;;;10266;;0;
SSR;2021;050000991;CENTRE MEDICAL CHANTOURS;050000546;SSR_A55;1;54;;10;;14956;;323;
SSR;2021;050000991;CENTRE MEDICAL CHANTOURS;050000546;SSR_A58;1;18;;;;5583;;0;
SSR;2021;050000991;CENTRE MEDICAL CHANTOURS;050000546;SSR_A59;1;26;;;;7640;;0;
SSR;2021;050000991;CENTRE MEDICAL CHANTOURS;050000546;SSR_TOT;;131;47815;10;1279;38445;56;323;0
SSR;2021;050001064;CENTRE MEDICAL LA DURANCE;050000561;SSR_A;;90;32850;;752;20524;23;0;
SSR;2021;050001064;CENTRE MEDICAL LA DURANCE;050000561;SSR_A50;1;90;;;;20524;;0;
SSR;2021;050001064;CENTRE MEDICAL LA DURANCE;050000561;SSR_TOT;;90;32850;;752;20524;23;0;0
SSR;2021;050002351;CENTRE RHONE AZUR GAP;130037815;SSR_A;;25;9100;17;246;7408;17;6406;
SSR;2021;050002351;CENTRE RHONE AZUR GAP;130037815;SSR_A50;1;1;;;;11;;0;
SSR;2021;050002351;CENTRE RHONE AZUR GAP;130037815;SSR_A51;1;19;;9;;5116;;4184;
SSR;2021;050002351;CENTRE RHONE AZUR GAP;130037815;SSR_A52;1;5;;5;;2281;;1905;
SSR;2021;050002351;CENTRE RHONE AZUR GAP;130037815;SSR_A53;1;;;3;;0;;317;
SSR;2021;050002351;CENTRE RHONE AZUR GAP;130037815;SSR_TOT;;25;9100;17;246;7408;17;6406;0
SSR;2021;060000163;CH SAINT MAUR SAINT ETIENNE TINEE;060780327;SSR_A;;6;2190;0;40;1343;1;0;
SSR;2021;060000163;CH SAINT MAUR SAINT ETIENNE TINEE;060780327;SSR_A50;1;6;;0;;1343;;0;
SSR;2021;060000163;CH SAINT MAUR SAINT ETIENNE TINEE;060780327;SSR_TOT;;6;2190;0;40;1343;1;0;0
SSR;2021;060000296;LA MAISON DU MINEUR;060780640;SSR_A;;84;30660;;795;18954;5;0;
SSR;2021;060000296;LA MAISON DU MINEUR;060780640;SSR_A53;1;42;;;;10424;;0;
SSR;2021;060000296;LA MAISON DU MINEUR;060780640;SSR_A54;1;42;;;;8530;;0;
SSR;2021;060000296;LA MAISON DU MINEUR;060780640;SSR_TOT;;84;30660;;795;18954;5;0;0
SSR;2021;060000304;CENTRE HOSPITALIER DE BREIL SUR ROYA;060780657;SSR_A;;10;3650;;82;2110;1;0;
SSR;2021;060000304;CENTRE HOSPITALIER DE BREIL SUR ROYA;060780657;SSR_A50;1;10;;;;2110;;0;
SSR;2021;060000304;CENTRE HOSPITALIER DE BREIL SUR ROYA;060780657;SSR_TOT;;10;3650;;82;2110;1;0;0
SSR;2021;060000411;CH DU PAYS DE LA ROUDOULE PUGET;060780780;SSR_A;;10;3650;;69;3148;8;0;
SSR;2021;060000411;CH DU PAYS DE LA ROUDOULE PUGET;060780780;SSR_A50;1;10;;;;3148;;0;
SSR;2021;060000411;CH DU PAYS DE LA ROUDOULE PUGET;060780780;SSR_TOT;;10;3650;;69;3148;8;0;0
SSR;2021;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;SSR_A;;30;10950;;274;10337;26;0;
SSR;2021;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;SSR_A50;1;30;;;;10337;;0;
SSR;2021;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;SSR_A59;1;;;;;0;;0;
SSR;2021;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;SSR_TOT;;30;10950;;274;10337;26;0;
SSR;2021;060000486;CH SAINT ELOI DE SOSPEL;060780905;SSR_A;;13;4745;;131;3923;6;0;
SSR;2021;060000486;CH SAINT ELOI DE SOSPEL;060780905;SSR_A50;1;13;;;;3923;;0;
SSR;2021;060000486;CH SAINT ELOI DE SOSPEL;060780905;SSR_TOT;;13;4745;;131;3923;6;0;0
SSR;2021;060000510;CH D'ANTIBES JUAN LES PINS;060780954;SSR_A;;25;9125;;76;2443;4;0;
SSR;2021;060000510;CH D'ANTIBES JUAN LES PINS;060780954;SSR_A50;1;5;;;;767;;0;
SSR;2021;060000510;CH D'ANTIBES JUAN LES PINS;060780954;SSR_A59;1;20;;;;1676;;0;
SSR;2021;060000510;CH D'ANTIBES JUAN LES PINS;060780954;SSR_TOT;;25;9125;;76;2443;4;0;
SSR;2021;060001625;CENTRE JEAN CHANTON ROQUEBILLIERE;060006889;SSR_A;;19;6935;;148;5123;2;0;
SSR;2021;060001625;CENTRE JEAN CHANTON ROQUEBILLIERE;060006889;SSR_A50;1;19;;;;5123;;0;
SSR;2021;060001625;CENTRE JEAN CHANTON ROQUEBILLIERE;060006889;SSR_TOT;;19;6935;;148;5123;2;0;0
SSR;2021;060002102;CH LA PALMOSA DE MENTON;060791761;SSR_A;;82;29200;0;687;26638;38;0;
SSR;2021;060002102;CH LA PALMOSA DE MENTON;060791761;SSR_A50;1;32;;0;;7228;;0;
SSR;2021;060002102;CH LA PALMOSA DE MENTON;060791761;SSR_A59;1;50;;0;;19410;;0;
SSR;2021;060002102;CH LA PALMOSA DE MENTON;060791761;SSR_TOT;;82;29200;0;687;26638;38;0;1
SSR;2021;060005469;L'OLIVERAIE DES CAYRONS;920030269;SSR_A;;117;42705;;1329;41174;36;0;
SSR;2021;060005469;L'OLIVERAIE DES CAYRONS;920030269;SSR_A50;1;90;;;;21018;;0;
SSR;2021;060005469;L'OLIVERAIE DES CAYRONS;920030269;SSR_A59;1;27;;;;20156;;0;
SSR;2021;060005469;L'OLIVERAIE DES CAYRONS;920030269;SSR_TOT;;117;42705;;1329;41174;36;0;0
SSR;2021;060015328;LES AIRELLES;060015278;SSR_E;;12;2280;28;73;2290;0;6744;
SSR;2021;060015328;LES AIRELLES;060015278;SSR_E50;1;12;;28;;2290;;6744;
SSR;2021;060015328;LES AIRELLES;060015278;SSR_TOT;;12;2280;28;73;2290;0;6744;0
SSR;2021;060021094;CLINIQUE VILLA ROMAINE;060024619;SSR_A;;43;15695;;398;12808;;0;
SSR;2021;060021094;CLINIQUE VILLA ROMAINE;060024619;SSR_A50;1;43;;;;12808;;0;
SSR;2021;060021094;CLINIQUE VILLA ROMAINE;060024619;SSR_TOT;;43;15695;;398;12808;0;0;
SSR;2021;060021201;CENTRE DE CONVALESCENCE ATLANTIS;060000155;SSR_A;;50;18250;25;644;15080;6;2093;
SSR;2021;060021201;CENTRE DE CONVALESCENCE ATLANTIS;060000155;SSR_A50;1;20;;;;2724;;0;
SSR;2021;060021201;CENTRE DE CONVALESCENCE ATLANTIS;060000155;SSR_A51;1;30;;25;;12356;;2093;
SSR;2021;060021201;CENTRE DE CONVALESCENCE ATLANTIS;060000155;SSR_TOT;;50;18250;25;644;15080;6;2093;0
SSR;2021;060023694;HOPITAL DE JOUR CERES;060023686;SSR_A;;;;30;0;0;0;5322;
SSR;2021;060023694;HOPITAL DE JOUR CERES;060023686;SSR_A50;1;;;;;0;;0;
SSR;2021;060023694;HOPITAL DE JOUR CERES;060023686;SSR_A55;1;;;30;;0;;5322;
SSR;2021;060023694;HOPITAL DE JOUR CERES;060023686;SSR_TOT;;;;30;0;0;0;5322;0
SSR;2021;060780145;CLINIQUE SAINT DOMINIQUE;060000049;SSR_A;;101;36865;;1067;33977;64;0;
SSR;2021;060780145;CLINIQUE SAINT DOMINIQUE;060000049;SSR_A50;1;2;;;;782;;0;
SSR;2021;060780145;CLINIQUE SAINT DOMINIQUE;060000049;SSR_A56;1;10;;;;2430;;0;
SSR;2021;060780145;CLINIQUE SAINT DOMINIQUE;060000049;SSR_A59;1;89;;;;30765;;0;
SSR;2021;060780145;CLINIQUE SAINT DOMINIQUE;060000049;SSR_TOT;;101;36865;;1067;33977;64;0;0
SSR;2021;060780186;LES LAURIERS ROSES CHAINES DE VIE 06;060006939;SSR_A;;52;18980;;518;18579;30;0;
SSR;2021;060780186;LES LAURIERS ROSES CHAINES DE VIE 06;060006939;SSR_A50;1;52;;;;18579;;0;
SSR;2021;060780186;LES LAURIERS ROSES CHAINES DE VIE 06;060006939;SSR_TOT;;52;18980;;518;18579;30;0;0
SSR;2021;060780277;CLINIQUE SAINTE BRIGITTE;920030269;SSR_A;;126;45990;10;741;29895;89;836;
SSR;2021;060780277;CLINIQUE SAINTE BRIGITTE;920030269;SSR_A50;1;96;;;;13356;;0;
SSR;2021;060780277;CLINIQUE SAINTE BRIGITTE;920030269;SSR_A59;1;30;;10;;16539;;836;
SSR;2021;060780277;CLINIQUE SAINTE BRIGITTE;920030269;SSR_TOT;;126;45990;10;741;29895;89;836;0
SSR;2021;060780343;E3S SAINT JEAN;060000171;SSR_A;;58;21170;0;528;15265;15;0;
SSR;2021;060780343;E3S SAINT JEAN;060000171;SSR_A50;1;58;;0;;15265;;0;
SSR;2021;060780343;E3S SAINT JEAN;060000171;SSR_TOT;;58;21170;0;528;15265;15;0;0
SSR;2021;060780350;KORIAN LES HELLENIDES;750056335;SSR_A;;44;16060;;316;12952;33;0;
SSR;2021;060780350;KORIAN LES HELLENIDES;750056335;SSR_A50;1;44;;;;12952;;0;
SSR;2021;060780350;KORIAN LES HELLENIDES;750056335;SSR_TOT;;44;16060;;316;12952;33;0;0
SSR;2021;060780392;POLE ANTIBES SAINT JEAN;060000205;SSR_A;;97;35405;;809;29404;60;0;
SSR;2021;060780392;POLE ANTIBES SAINT JEAN;060000205;SSR_A50;1;97;;;;29404;;0;
SSR;2021;060780392;POLE ANTIBES SAINT JEAN;060000205;SSR_TOT;;97;35405;;809;29404;60;0;0
SSR;2021;060780459;CRF ORSAC MONT FLEURI;010783009;SSR_A;;85;31025;22;649;23408;50;3688;
SSR;2021;060780459;CRF ORSAC MONT FLEURI;010783009;SSR_A50;1;10;;1;;1243;;24;
SSR;2021;060780459;CRF ORSAC MONT FLEURI;010783009;SSR_A51;1;41;;16;;14121;;2851;
SSR;2021;060780459;CRF ORSAC MONT FLEURI;010783009;SSR_A52;1;34;;5;;8044;;813;
SSR;2021;060780459;CRF ORSAC MONT FLEURI;010783009;SSR_TOT;;85;31025;22;649;23408;50;3688;0
SSR;2021;060780558;CLINIQUE FSEF VENCE;750720575;SSR_E;;103;30645;12;1119;24399;18;4563;
SSR;2021;060780558;CLINIQUE FSEF VENCE;750720575;SSR_E50;1;54;;6;;14991;;2236;
SSR;2021;060780558;CLINIQUE FSEF VENCE;750720575;SSR_E51;1;;;5;;0;;1501;
SSR;2021;060780558;CLINIQUE FSEF VENCE;750720575;SSR_E55;1;49;;1;;9408;;826;
SSR;2021;060780558;CLINIQUE FSEF VENCE;750720575;SSR_TOT;;103;30645;12;1119;24399;18;4563;0
SSR;2021;060780665;CLINIQUE LE MERIDIEN;060000312;SSR_A;;30;10960;0;520;15908;32;0;
SSR;2021;060780665;CLINIQUE LE MERIDIEN;060000312;SSR_A50;1;30;;0;;15908;;0;
SSR;2021;060780665;CLINIQUE LE MERIDIEN;060000312;SSR_TOT;;30;10960;0;520;15908;32;0;0
SSR;2021;060781374;INSTITUT POLYCLINIQUE DE CANNES;060000718;SSR_A;;153;55845;10;829;30484;74;3619;
SSR;2021;060781374;INSTITUT POLYCLINIQUE DE CANNES;060000718;SSR_A50;1;67;;;;20198;;0;
SSR;2021;060781374;INSTITUT POLYCLINIQUE DE CANNES;060000718;SSR_A51;1;40;;10;;8288;;3619;
SSR;2021;060781374;INSTITUT POLYCLINIQUE DE CANNES;060000718;SSR_A55;1;46;;;;1998;;0;
SSR;2021;060781374;INSTITUT POLYCLINIQUE DE CANNES;060000718;SSR_TOT;;153;55845;10;829;30484;74;3619;0
SSR;2021;060788957;CHU DE NICE HOPITAL DE CIMIEZ;060785011;SSR_A;;162;37194;;1024;32175;34;0;
SSR;2021;060788957;CHU DE NICE HOPITAL DE CIMIEZ;060785011;SSR_A50;1;;;;;0;;0;
SSR;2021;060788957;CHU DE NICE HOPITAL DE CIMIEZ;060785011;SSR_A59;1;162;;;;32175;;0;
SSR;2021;060788957;CHU DE NICE HOPITAL DE CIMIEZ;060785011;SSR_TOT;;162;37194;;1024;32175;34;0;0
SSR;2021;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;SSR_A;;24;8760;5;137;7916;33;3614;
SSR;2021;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;SSR_A50;1;;;;;0;;0;
SSR;2021;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;SSR_A51;1;8;;5;;2555;;3614;
SSR;2021;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;SSR_A52;1;16;;;;5361;;0;
SSR;2021;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;SSR_TOT;;24;8760;5;137;7916;33;3614;0
SSR;2021;060789674;CENTRE HELIO MARIN;130037815;SSR_A;;140;51100;60;683;37092;129;15998;
SSR;2021;060789674;CENTRE HELIO MARIN;130037815;SSR_A50;1;;;;;0;;0;
SSR;2021;060789674;CENTRE HELIO MARIN;130037815;SSR_A51;1;84;;36;;20532;;8893;
SSR;2021;060789674;CENTRE HELIO MARIN;130037815;SSR_A52;1;56;;24;;16560;;7105;
SSR;2021;060789674;CENTRE HELIO MARIN;130037815;SSR_TOT;;140;51100;60;683;37092;129;15998;0
SSR;2021;060790177;CHU DE NICE CTRE CONVALESCENCE TENDE;060785011;SSR_A;;80;29200;;160;12182;45;0;
SSR;2021;060790177;CHU DE NICE CTRE CONVALESCENCE TENDE;060785011;SSR_A50;1;80;;;;12182;;0;
SSR;2021;060790177;CHU DE NICE CTRE CONVALESCENCE TENDE;060785011;SSR_TOT;;80;29200;;160;12182;45;0;
SSR;2021;060790862;C.A.L.M.E.;060001997;SSR_A;;45;16425;15;367;10454;0;892;
SSR;2021;060790862;C.A.L.M.E.;060001997;SSR_A50;1;;;;;0;;0;
SSR;2021;060790862;C.A.L.M.E.;060001997;SSR_A58;1;45;;15;;10454;;892;
SSR;2021;060790862;C.A.L.M.E.;060001997;SSR_TOT;;45;16425;15;367;10454;0;892;0
SSR;2021;060791746;CLINIQUE DE L'ESTAGNOL;060024627;SSR_A;;109;37894;;938;28607;14;0;
SSR;2021;060791746;CLINIQUE DE L'ESTAGNOL;060024627;SSR_A50;1;109;;;;28607;;0;
SSR;2021;060791746;CLINIQUE DE L'ESTAGNOL;060024627;SSR_TOT;;109;37894;;938;28607;14;0;0
SSR;2021;060791811;HOPITAL PRIVE GERIATRIQUE LES SOURCES;060010808;SSR_A;;47;19169;;513;13613;15;37;
SSR;2021;060791811;HOPITAL PRIVE GERIATRIQUE LES SOURCES;060010808;SSR_A50;1;;;;;0;;0;
SSR;2021;060791811;HOPITAL PRIVE GERIATRIQUE LES SOURCES;060010808;SSR_A59;1;47;;;;13613;;37;
SSR;2021;060791811;HOPITAL PRIVE GERIATRIQUE LES SOURCES;060010808;SSR_TOT;;47;19169;;513;13613;15;37;0
SSR;2021;060794021;CH DE CANNES CENTRE DE MOYEN SEJOUR;060780988;SSR_A;;20;7300;;117;5490;21;0;
SSR;2021;060794021;CH DE CANNES CENTRE DE MOYEN SEJOUR;060780988;SSR_A50;1;;;;;0;;0;
SSR;2021;060794021;CH DE CANNES CENTRE DE MOYEN SEJOUR;060780988;SSR_A59;1;20;;;;5490;;0;
SSR;2021;060794021;CH DE CANNES CENTRE DE MOYEN SEJOUR;060780988;SSR_TOT;;20;7300;;117;5490;21;0;0
SSR;2021;060798881;MAISON DE CONVALESCENCE LA SERENA;060798873;SSR_A;;104;37960;;1441;34083;14;0;
SSR;2021;060798881;MAISON DE CONVALESCENCE LA SERENA;060798873;SSR_A50;1;104;;;;34083;;0;
SSR;2021;060798881;MAISON DE CONVALESCENCE LA SERENA;060798873;SSR_TOT;;104;37960;;1441;34083;14;0;
SSR;2021;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;060780608;SSR_A;;108;39420;10;1032;23088;4;1782;
SSR;2021;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;060780608;SSR_A50;1;87;;;;20353;;0;
SSR;2021;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;060780608;SSR_A53;1;21;;10;;2735;;1782;
SSR;2021;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;060780608;SSR_TOT;;108;39420;10;1032;23088;4;1782;0
SSR;2021;060800182;UNITE DE DIETETIQUE SOMEDI;060002912;SSR_A;;140;51100;10;1224;42432;65;1974;
SSR;2021;060800182;UNITE DE DIETETIQUE SOMEDI;060002912;SSR_A50;1;66;;;;19316;;0;
SSR;2021;060800182;UNITE DE DIETETIQUE SOMEDI;060002912;SSR_A55;1;74;;10;;23116;;1974;
SSR;2021;060800182;UNITE DE DIETETIQUE SOMEDI;060002912;SSR_TOT;;140;51100;10;1224;42432;65;1974;0
SSR;2021;070000021;CH DE JOYEUSE;070007927;SSR_A;;18;6588;;120;2053;1;0;
SSR;2021;070000021;CH DE JOYEUSE;070007927;SSR_A50;1;18;;;;2053;;0;
SSR;2021;070000021;CH DE JOYEUSE;070007927;SSR_TOT;;18;6588;;120;2053;1;0;
SSR;2021;070000039;CH DE VALLON PONT D'ARC;070780119;SSR_A;;10;3650;;208;4371;0;0;
SSR;2021;070000039;CH DE VALLON PONT D'ARC;070780119;SSR_A50;1;10;;;;4371;;0;
SSR;2021;070000039;CH DE VALLON PONT D'ARC;070780119;SSR_TOT;;10;3650;;208;4371;0;0;0
SSR;2021;070000047;CH DE VILLENEUVE DE BERG;070780127;SSR_A;;30;10950;;312;7243;3;0;
SSR;2021;070000047;CH DE VILLENEUVE DE BERG;070780127;SSR_A50;1;30;;;;7243;;0;
SSR;2021;070000047;CH DE VILLENEUVE DE BERG;070780127;SSR_TOT;;30;10950;;312;7243;3;0;0
SSR;2021;070000062;CH DE BOURG SAINT ANDEOL;070005558;SSR_A;;22;8030;;335;6242;1;0;
SSR;2021;070000062;CH DE BOURG SAINT ANDEOL;070005558;SSR_A50;1;22;;;;6242;;0;
SSR;2021;070000062;CH DE BOURG SAINT ANDEOL;070005558;SSR_TOT;;22;8030;;335;6242;1;0;
SSR;2021;070000070;CH DU CHEYLARD;070780150;SSR_A;;15;5475;;161;3906;3;0;
SSR;2021;070000070;CH DU CHEYLARD;070780150;SSR_A50;1;15;;;;3906;;0;
SSR;2021;070000070;CH DU CHEYLARD;070780150;SSR_TOT;;15;5475;;161;3906;3;0;0
SSR;2021;070000096;HOPITAL DE MOZE;070780184;SSR_A;;17;6205;;416;6378;5;0;
SSR;2021;070000096;HOPITAL DE MOZE;070780184;SSR_A50;1;17;;;;6378;;0;
SSR;2021;070000096;HOPITAL DE MOZE;070780184;SSR_TOT;;17;6205;;416;6378;5;0;0
SSR;2021;070000146;CH DE LARGENTIERE;070004742;SSR_A;;30;10950;;168;6400;15;0;
SSR;2021;070000146;CH DE LARGENTIERE;070004742;SSR_A50;1;30;;;;6400;;0;
SSR;2021;070000146;CH DE LARGENTIERE;070004742;SSR_TOT;;30;10950;;168;6400;15;0;
SSR;2021;070000179;CH ARDECHE NORD;070780358;SSR_A;;0;0;2;0;0;0;1424;
SSR;2021;070000179;CH ARDECHE NORD;070780358;SSR_A53;1;;;2;;0;;1424;
SSR;2021;070000179;CH ARDECHE NORD;070780358;SSR_A59;1;0;;;;0;;0;
SSR;2021;070000179;CH ARDECHE NORD;070780358;SSR_TOT;;0;0;2;0;0;0;1424;0
SSR;2021;070000187;CH DE LAMASTRE;070780366;SSR_A;;27;9855;0;185;5002;2;0;
SSR;2021;070000187;CH DE LAMASTRE;070780366;SSR_A50;1;27;;0;;5002;;0;
SSR;2021;070000187;CH DE LAMASTRE;070780366;SSR_TOT;;27;9855;0;185;5002;2;0;0
SSR;2021;070000195;CH DE TOURNON SUR RHONE;070780374;SSR_A;;23;8395;;247;7653;10;0;
SSR;2021;070000195;CH DE TOURNON SUR RHONE;070780374;SSR_A50;1;6;;;;2140;;0;
SSR;2021;070000195;CH DE TOURNON SUR RHONE;070780374;SSR_A59;1;17;;;;5513;;0;
SSR;2021;070000195;CH DE TOURNON SUR RHONE;070780374;SSR_TOT;;23;8395;;247;7653;10;0;0
SSR;2021;070000203;CH DE SAINT FELICIEN;070780382;SSR_A;;24;6960;;182;4363;1;0;
SSR;2021;070000203;CH DE SAINT FELICIEN;070780382;SSR_A50;1;24;;;;4363;;0;
SSR;2021;070000203;CH DE SAINT FELICIEN;070780382;SSR_TOT;;24;6960;;182;4363;1;0;0
SSR;2021;070000484;CH BOIS VERT;070005566;SSR_A;;90;39359;5;861;24144;47;2489;
SSR;2021;070000484;CH BOIS VERT;070005566;SSR_A50;1;0;;;;2080;;0;
SSR;2021;070000484;CH BOIS VERT;070005566;SSR_A51;1;30;;3;;8234;;1261;
SSR;2021;070000484;CH BOIS VERT;070005566;SSR_A52;1;30;;2;;8104;;1228;
SSR;2021;070000484;CH BOIS VERT;070005566;SSR_A55;1;30;;;;5726;;0;
SSR;2021;070000484;CH BOIS VERT;070005566;SSR_TOT;;90;39359;5;861;24144;47;2489;
SSR;2021;070000609;CH D'AUBENAS;070005566;SSR_A;;;;5;0;0;0;1157;
SSR;2021;070000609;CH D'AUBENAS;070005566;SSR_A53;1;;;5;;0;;1157;
SSR;2021;070000609;CH D'AUBENAS;070005566;SSR_TOT;;;;5;0;0;0;1157;0
SSR;2021;070006804;SSR LEON ROUVEYROL;070005566;SSR_A;;23;3865;;137;3445;0;0;
SSR;2021;070006804;SSR LEON ROUVEYROL;070005566;SSR_A59;1;23;;;;3445;;0;
SSR;2021;070006804;SSR LEON ROUVEYROL;070005566;SSR_TOT;;23;3865;;137;3445;0;0;0
SSR;2021;070780226;SSR FILIERIS DES VANS;750050759;SSR_A;;60;21900;;486;16015;23;0;
SSR;2021;070780226;SSR FILIERIS DES VANS;750050759;SSR_A50;1;20;;;;5338;;0;
SSR;2021;070780226;SSR FILIERIS DES VANS;750050759;SSR_A54;1;40;;;;10677;;0;
SSR;2021;070780226;SSR FILIERIS DES VANS;750050759;SSR_TOT;;60;21900;;486;16015;23;0;0
SSR;2021;070780234;CENTRE SSR LE CHATEAU;750721300;SSR_A;;34;12410;;302;7808;4;0;
SSR;2021;070780234;CENTRE SSR LE CHATEAU;750721300;SSR_A50;1;34;;;;7808;;0;
SSR;2021;070780234;CENTRE SSR LE CHATEAU;750721300;SSR_TOT;;34;12410;;302;7808;4;0;0
SSR;2021;070780242;MAISON DE CONVALESCENCE CONDAMINE;750056335;SSR_A;;62;22478;;422;19626;70;0;
SSR;2021;070780242;MAISON DE CONVALESCENCE CONDAMINE;750056335;SSR_A50;1;62;;;;19626;;0;
SSR;2021;070780242;MAISON DE CONVALESCENCE CONDAMINE;750056335;SSR_TOT;;62;22478;;422;19626;70;0;
SSR;2021;070780390;CH DE SERRIERES;070000211;SSR_A;;33;12045;;316;8409;1;0;
SSR;2021;070780390;CH DE SERRIERES;070000211;SSR_A50;1;33;;;;8409;;0;
SSR;2021;070780390;CH DE SERRIERES;070000211;SSR_TOT;;33;12045;;316;8409;1;0;0
SSR;2021;070783824;MAISON DE CURE DU MONTOULON;070002878;SSR_A;;22;8030;;353;7629;0;0;
SSR;2021;070783824;MAISON DE CURE DU MONTOULON;070002878;SSR_A50;1;22;;;;7629;;0;
SSR;2021;070783824;MAISON DE CURE DU MONTOULON;070002878;SSR_TOT;;22;8030;;353;7629;0;0;
SSR;2021;070784897;CENTRE DE POST-CURE CROIX BLEUE VIRAC;750820680;SSR_A;;30;10950;;183;9251;50;0;
SSR;2021;070784897;CENTRE DE POST-CURE CROIX BLEUE VIRAC;750820680;SSR_A50;1;;;;;0;;0;
SSR;2021;070784897;CENTRE DE POST-CURE CROIX BLEUE VIRAC;750820680;SSR_A58;1;30;;;;9251;;0;
SSR;2021;070784897;CENTRE DE POST-CURE CROIX BLEUE VIRAC;750820680;SSR_TOT;;30;10950;;183;9251;50;0;0
SSR;2021;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;SSR_A;;40;19596;;441;13489;25;0;
SSR;2021;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;SSR_A50;1;20;;;;9646;;0;
SSR;2021;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;SSR_A59;1;20;;;;3843;;0;
SSR;2021;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;SSR_TOT;;40;19596;;441;13489;25;0;0
SSR;2021;080000136;CLINIQUE DE LA POINTE;920030269;SSR_A;;28;10809;;223;10779;39;0;
SSR;2021;080000136;CLINIQUE DE LA POINTE;920030269;SSR_A50;1;28;;;;10779;;0;
SSR;2021;080000136;CLINIQUE DE LA POINTE;920030269;SSR_TOT;;28;10809;;223;10779;39;0;0
SSR;2021;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;SSR_A;;15;5110;0;165;3874;6;0;
SSR;2021;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;SSR_A50;1;15;;0;;3874;;0;
SSR;2021;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;SSR_TOT;;15;5110;0;165;3874;6;0;0
SSR;2021;080000250;CRF POUR ADULTES;540019726;SSR_A;;90;32850;30;404;14009;38;9310;
SSR;2021;080000250;CRF POUR ADULTES;540019726;SSR_A50;1;2;;3;;479;;1444;
SSR;2021;080000250;CRF POUR ADULTES;540019726;SSR_A51;1;44;;12;;5925;;3940;
SSR;2021;080000250;CRF POUR ADULTES;540019726;SSR_A52;1;44;;7;;7605;;2326;
SSR;2021;080000250;CRF POUR ADULTES;540019726;SSR_A53;1;;;4;;0;;1062;
SSR;2021;080000250;CRF POUR ADULTES;540019726;SSR_A54;1;;;4;;0;;538;
