BOR;AN;FI;RS;FI_EJ;PERSO;EFFPLS;EFFPAS;ETPS;NBLIB
HAD_P;2021;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;M9999;;3;0.34;13
HAD_P;2021;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;MAUT;;1;0.1;
HAD_P;2021;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;Mcoor;;1;0.2;
HAD_P;2021;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;N2120;;1;0.04;
HAD_P;2021;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;N2210;6;2;5.95;238
HAD_P;2021;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;N2410;;;;53
HAD_P;2021;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;N2510;3;2;4.85;
HAD_P;2021;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;N2710;;;;7
HAD_P;2021;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;N3120;;;0.17;
HAD_P;2021;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;N9999;13;9;17.77;298
HAD_P;2021;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;NAUT;2;4;5.43;
HAD_P;2021;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;Ncoor;2;;1.33;
HAD_P;2021;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;M3050;;1;0.2;
HAD_P;2021;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;M9999;;2;0.7;
HAD_P;2021;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;Mcoor;;1;0.5;
HAD_P;2021;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;N2210;;;;42
HAD_P;2021;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;N2410;;;;10
HAD_P;2021;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;N2710;;;;2
HAD_P;2021;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;N9999;3;;3;54
HAD_P;2021;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;NAUT;1;;1;0
HAD_P;2021;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;Ncoor;2;;2;
HAD_P;2021;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;M9999;1;2;1.62;
HAD_P;2021;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;MAUT;1;2;1.62;
HAD_P;2021;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;N2120;1;;0.66;
HAD_P;2021;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;N2210;10;1;11.27;
HAD_P;2021;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;N2510;1;;1.82;
HAD_P;2021;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;N9999;20;2;22.3;
HAD_P;2021;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;NAUT;8;1;8.55;
HAD_P;2021;130785652;HOPITAL SAINT JOSEPH;130014228;M9999;;1;0.51;
HAD_P;2021;130785652;HOPITAL SAINT JOSEPH;130014228;Mcoor;;1;0.51;
HAD_P;2021;130785652;HOPITAL SAINT JOSEPH;130014228;N2120;1;;0.92;
HAD_P;2021;130785652;HOPITAL SAINT JOSEPH;130014228;N2210;5;;4.85;
HAD_P;2021;130785652;HOPITAL SAINT JOSEPH;130014228;N2510;;1;0.73;
HAD_P;2021;130785652;HOPITAL SAINT JOSEPH;130014228;N2710;;1;0.22;
HAD_P;2021;130785652;HOPITAL SAINT JOSEPH;130014228;N9999;11;3;10.75;
HAD_P;2021;130785652;HOPITAL SAINT JOSEPH;130014228;NAUT;5;1;4.03;
HAD_P;2021;130802143;HAD SOINS ASSISTANCE;130804396;M9999;;2;1.42;
HAD_P;2021;130802143;HAD SOINS ASSISTANCE;130804396;Mcoor;;2;1.42;
HAD_P;2021;130802143;HAD SOINS ASSISTANCE;130804396;N2120;3;1;4.32;
HAD_P;2021;130802143;HAD SOINS ASSISTANCE;130804396;N2210;24;1;23.62;214
HAD_P;2021;130802143;HAD SOINS ASSISTANCE;130804396;N2410;;;;48
HAD_P;2021;130802143;HAD SOINS ASSISTANCE;130804396;N2510;17;1;15.39;
HAD_P;2021;130802143;HAD SOINS ASSISTANCE;130804396;N2710;1;2;2.2;
HAD_P;2021;130802143;HAD SOINS ASSISTANCE;130804396;N3120;2;;1.84;
HAD_P;2021;130802143;HAD SOINS ASSISTANCE;130804396;N9999;49;6;50.86;266
HAD_P;2021;130802143;HAD SOINS ASSISTANCE;130804396;NAUT;1;;1.44;4
HAD_P;2021;130802143;HAD SOINS ASSISTANCE;130804396;Ncoor;1;1;2.05;
HAD_P;2021;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;M9999;;3;1.6;
HAD_P;2021;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;MAUT;;2;1;
HAD_P;2021;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;Mcoor;;1;0.6;
HAD_P;2021;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;N2120;;1;0.3;
HAD_P;2021;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;N2710;;1;0.2;
HAD_P;2021;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;N3120;;1;0.3;
HAD_P;2021;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;N9999;6;7;8.8;
HAD_P;2021;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;NAUT;4;4;6;
HAD_P;2021;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;Ncoor;2;;2;
HAD_P;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M9999;0;2;1.2;0
HAD_P;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;Mcoor;0;2;1.2;
HAD_P;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N2120;1;0;1;
HAD_P;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N2210;15;6;17.05;
HAD_P;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N2410;;1;0.3;
HAD_P;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N2510;9;2;10.86;
HAD_P;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N3120;;1;0.2;
HAD_P;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N9999;28;13;33.16;
HAD_P;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;NAUT;;1;0.95;
HAD_P;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;Ncoor;3;2;2.8;
HAD_P;2021;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;M9999;;1;0.3;
HAD_P;2021;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;Mcoor;;1;0.3;
HAD_P;2021;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;N2120;;1;0.32;
HAD_P;2021;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;N2210;1;1;5.5;25
HAD_P;2021;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;N2410;;1;0.45;
HAD_P;2021;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;N2510;5;;5;
HAD_P;2021;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;N2710;;1;0.29;
HAD_P;2021;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;N3120;;1;0.17;
HAD_P;2021;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;N9999;6;7;12.34;25
HAD_P;2021;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;NAUT;;2;0.61;
HAD_P;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M9999;1;;0.05;
HAD_P;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;Mcoor;1;;0.05;
HAD_P;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;N2120;;;0.03;
HAD_P;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;N2210;3;;2.83;
HAD_P;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;N9999;3;;2.86;
HAD_P;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;M9999;;2;0.5;
HAD_P;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;Mcoor;;2;0.5;
HAD_P;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;N2120;;1;0.2;
HAD_P;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;N2210;5;;5.68;
HAD_P;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;N2510;4;1;4.91;
HAD_P;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;N9999;10;4;12.82;
HAD_P;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;NAUT;1;1;1.37;
HAD_P;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;Ncoor;;1;0.66;
HAD_P;2021;140000373;CENTRE HOSPITALIER DE VIRE;140000159;M9999;;1;0.4;
HAD_P;2021;140000373;CENTRE HOSPITALIER DE VIRE;140000159;Mcoor;;1;0.4;
HAD_P;2021;140000373;CENTRE HOSPITALIER DE VIRE;140000159;N2120;;2;0.6;
HAD_P;2021;140000373;CENTRE HOSPITALIER DE VIRE;140000159;N2210;7;1;6.39;
HAD_P;2021;140000373;CENTRE HOSPITALIER DE VIRE;140000159;N2510;5;;5;
HAD_P;2021;140000373;CENTRE HOSPITALIER DE VIRE;140000159;N2710;;1;0.1;
HAD_P;2021;140000373;CENTRE HOSPITALIER DE VIRE;140000159;N9999;12;7;13.02;
HAD_P;2021;140000373;CENTRE HOSPITALIER DE VIRE;140000159;NAUT;;2;0.43;
HAD_P;2021;140000373;CENTRE HOSPITALIER DE VIRE;140000159;Ncoor;;1;0.5;
HAD_P;2021;140002619;HAD SANTE CROIX ROUGE - CAEN;750721334;M9999;;4;1.55;
HAD_P;2021;140002619;HAD SANTE CROIX ROUGE - CAEN;750721334;MAUT;;1;0.14;
HAD_P;2021;140002619;HAD SANTE CROIX ROUGE - CAEN;750721334;Mcoor;;3;1.41;
HAD_P;2021;140002619;HAD SANTE CROIX ROUGE - CAEN;750721334;N2120;1;1;2.54;
HAD_P;2021;140002619;HAD SANTE CROIX ROUGE - CAEN;750721334;N2210;8;1;7.85;214
HAD_P;2021;140002619;HAD SANTE CROIX ROUGE - CAEN;750721334;N2410;;;;50
HAD_P;2021;140002619;HAD SANTE CROIX ROUGE - CAEN;750721334;N2460;;;;1
HAD_P;2021;140002619;HAD SANTE CROIX ROUGE - CAEN;750721334;N2510;15;8;19.81;
HAD_P;2021;140002619;HAD SANTE CROIX ROUGE - CAEN;750721334;N2710;;;;1
HAD_P;2021;140002619;HAD SANTE CROIX ROUGE - CAEN;750721334;N3120;1;;1;
HAD_P;2021;140002619;HAD SANTE CROIX ROUGE - CAEN;750721334;N9999;39;21;48.32;285
HAD_P;2021;140002619;HAD SANTE CROIX ROUGE - CAEN;750721334;NAUT;7;10;9.95;19
HAD_P;2021;140002619;HAD SANTE CROIX ROUGE - CAEN;750721334;Ncoor;7;1;7.17;
HAD_P;2021;140016155;HAD DE BAYEUX;140000092;M3050;;1;0.08;38
HAD_P;2021;140016155;HAD DE BAYEUX;140000092;M9999;;4;1.27;38
HAD_P;2021;140016155;HAD DE BAYEUX;140000092;Mcoor;;3;1.19;
HAD_P;2021;140016155;HAD DE BAYEUX;140000092;N2120;;1;0.62;
HAD_P;2021;140016155;HAD DE BAYEUX;140000092;N2210;;;;164
HAD_P;2021;140016155;HAD DE BAYEUX;140000092;N2410;;;;14
HAD_P;2021;140016155;HAD DE BAYEUX;140000092;N2510;8;9;11.94;
HAD_P;2021;140016155;HAD DE BAYEUX;140000092;N2710;;1;0.43;
HAD_P;2021;140016155;HAD DE BAYEUX;140000092;N3120;;1;0.53;
HAD_P;2021;140016155;HAD DE BAYEUX;140000092;N9999;13;12;18.57;187
HAD_P;2021;140016155;HAD DE BAYEUX;140000092;NAUT;1;;1.05;9
HAD_P;2021;140016155;HAD DE BAYEUX;140000092;Ncoor;4;;4;
HAD_P;2021;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;M3050;;1;0.5;
HAD_P;2021;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;M9999;;3;1.7;
HAD_P;2021;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;Mcoor;;2;1.2;
HAD_P;2021;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;N2120;1;;1;
HAD_P;2021;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;N2210;8;;9.18;
HAD_P;2021;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;N2460;;1;0.46;
HAD_P;2021;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;N2510;8;;9.09;
HAD_P;2021;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;N2710;;1;0.5;
HAD_P;2021;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;N3120;;1;0.4;
HAD_P;2021;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;N9999;19;4;23.46;
HAD_P;2021;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;NAUT;1;;1;
HAD_P;2021;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;Ncoor;1;1;1.83;
HAD_P;2021;150000040;CH HENRI MONDOR;150780096;M9999;1;;0.6;
HAD_P;2021;150000040;CH HENRI MONDOR;150780096;Mcoor;1;;0.6;
HAD_P;2021;150000040;CH HENRI MONDOR;150780096;N2120;1;1;1.04;
HAD_P;2021;150000040;CH HENRI MONDOR;150780096;N2210;5;1;5.68;
HAD_P;2021;150000040;CH HENRI MONDOR;150780096;N2510;4;;3.04;
HAD_P;2021;150000040;CH HENRI MONDOR;150780096;N3120;;1;0.05;
HAD_P;2021;150000040;CH HENRI MONDOR;150780096;N9999;10;4;9.91;
HAD_P;2021;150000040;CH HENRI MONDOR;150780096;NAUT;;1;0.1;
HAD_P;2021;160002036;HAD MUTUALISTE;160009908;M3050;0;1;0.8;125
HAD_P;2021;160002036;HAD MUTUALISTE;160009908;M9999;3;1;3.8;125
HAD_P;2021;160002036;HAD MUTUALISTE;160009908;Mcoor;3;;3;
HAD_P;2021;160002036;HAD MUTUALISTE;160009908;N2120;;1;0.9;
HAD_P;2021;160002036;HAD MUTUALISTE;160009908;N2210;;;;398
HAD_P;2021;160002036;HAD MUTUALISTE;160009908;N2410;;;;48
HAD_P;2021;160002036;HAD MUTUALISTE;160009908;N2510;21;9;28.31;
HAD_P;2021;160002036;HAD MUTUALISTE;160009908;N2710;;2;1.02;
HAD_P;2021;160002036;HAD MUTUALISTE;160009908;N3120;1;;1;
HAD_P;2021;160002036;HAD MUTUALISTE;160009908;N9999;42;20;57.62;462
HAD_P;2021;160002036;HAD MUTUALISTE;160009908;NAUT;11;3;13.5;16
HAD_P;2021;160002036;HAD MUTUALISTE;160009908;Ncoor;9;5;12.89;
HAD_P;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;M3050;;1;0.5;
HAD_P;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;M9999;;5;3.5;
HAD_P;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;MAUT;;3;2.2;
HAD_P;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;Mcoor;;1;0.8;
HAD_P;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N2120;2;;2;
HAD_P;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N2210;3;16;17.53;
HAD_P;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N2410;;1;0.2;
HAD_P;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N2510;14;7;18.24;
HAD_P;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N2710;1;2;1.7;
HAD_P;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N3120;1;3;3.1;
HAD_P;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N9999;25;31;47.89;
HAD_P;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;NAUT;4;2;5.12;
HAD_P;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;M3050;;;;98
HAD_P;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;M9999;1;2;2;150
HAD_P;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;MAUT;;2;1.2;52
HAD_P;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;Mcoor;1;;0.8;
HAD_P;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N2120;2;;1.12;
HAD_P;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N2210;;;;391
HAD_P;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N2410;;;;49
HAD_P;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N2510;13;3;15.27;
HAD_P;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N2710;1;1;0.8;0
HAD_P;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N9999;29;10;32.67;444
HAD_P;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;NAUT;3;1;3.19;4
HAD_P;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;Ncoor;10;5;12.29;
HAD_P;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;M9999;;2;0.91;
HAD_P;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;Mcoor;;2;0.91;
HAD_P;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;N2120;1;0;1;
HAD_P;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;N2210;7;2;9.06;123
HAD_P;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;N2510;8;2;9.55;
HAD_P;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;N3120;;;0.24;
HAD_P;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;N9999;17;6;21.69;123
HAD_P;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;NAUT;1;2;1.84;
HAD_P;2021;180008278;KORIAN PAYS DES TROIS PROVINCES;750056335;M3050;;1;0.1;
HAD_P;2021;180008278;KORIAN PAYS DES TROIS PROVINCES;750056335;M9999;;5;2.34;
HAD_P;2021;180008278;KORIAN PAYS DES TROIS PROVINCES;750056335;Mcoor;;4;2.24;
HAD_P;2021;180008278;KORIAN PAYS DES TROIS PROVINCES;750056335;N2120;;1;0.8;
HAD_P;2021;180008278;KORIAN PAYS DES TROIS PROVINCES;750056335;N2210;3;;1.41;
HAD_P;2021;180008278;KORIAN PAYS DES TROIS PROVINCES;750056335;N2510;9;1;10.35;
HAD_P;2021;180008278;KORIAN PAYS DES TROIS PROVINCES;750056335;N2710;;1;0.42;
HAD_P;2021;180008278;KORIAN PAYS DES TROIS PROVINCES;750056335;N3120;;1;0.5;
HAD_P;2021;180008278;KORIAN PAYS DES TROIS PROVINCES;750056335;N9999;17;4;19.84;
HAD_P;2021;180008278;KORIAN PAYS DES TROIS PROVINCES;750056335;Ncoor;5;;6.36;
HAD_P;2021;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;M9999;2;;1.08;
HAD_P;2021;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;Mcoor;2;;1.08;
HAD_P;2021;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;N2120;;1;0.38;
HAD_P;2021;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;N2210;25;4;23.43;
HAD_P;2021;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;N2510;21;;18.9;
HAD_P;2021;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;N2710;;1;0.5;
HAD_P;2021;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;N9999;48;6;45.21;
HAD_P;2021;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;NAUT;2;;2;
HAD_P;2021;190010629;HAD RELAIS SANTE ONCORESE;190010579;M9999;;1;0.8;
HAD_P;2021;190010629;HAD RELAIS SANTE ONCORESE;190010579;Mcoor;;1;0.8;
HAD_P;2021;190010629;HAD RELAIS SANTE ONCORESE;190010579;N2120;1;;1;
HAD_P;2021;190010629;HAD RELAIS SANTE ONCORESE;190010579;N3120;;1;0.8;
HAD_P;2021;190010629;HAD RELAIS SANTE ONCORESE;190010579;N9999;3;2;4.6;
HAD_P;2021;190010629;HAD RELAIS SANTE ONCORESE;190010579;Ncoor;2;1;2.8;
HAD_P;2021;210003059;SERVICE D'HOSPITALISATION A DOMICILE;210987400;M3050;;1;0.4;108
HAD_P;2021;210003059;SERVICE D'HOSPITALISATION A DOMICILE;210987400;M9999;1;2;1.66;131
HAD_P;2021;210003059;SERVICE D'HOSPITALISATION A DOMICILE;210987400;MAUT;;;;23
HAD_P;2021;210003059;SERVICE D'HOSPITALISATION A DOMICILE;210987400;Mcoor;1;1;1.26;
HAD_P;2021;210003059;SERVICE D'HOSPITALISATION A DOMICILE;210987400;N2210;30;1;30.26;174
HAD_P;2021;210003059;SERVICE D'HOSPITALISATION A DOMICILE;210987400;N2410;;;;72
HAD_P;2021;210003059;SERVICE D'HOSPITALISATION A DOMICILE;210987400;N2510;7;1;7.19;
HAD_P;2021;210003059;SERVICE D'HOSPITALISATION A DOMICILE;210987400;N2710;;1;0.5;
HAD_P;2021;210003059;SERVICE D'HOSPITALISATION A DOMICILE;210987400;N3120;1;1;1.5;
HAD_P;2021;210003059;SERVICE D'HOSPITALISATION A DOMICILE;210987400;N9999;48;4;49.45;252
HAD_P;2021;210003059;SERVICE D'HOSPITALISATION A DOMICILE;210987400;NAUT;6;;6;6
HAD_P;2021;210003059;SERVICE D'HOSPITALISATION A DOMICILE;210987400;Ncoor;4;;4;
HAD_P;2021;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;M3050;;;;30
HAD_P;2021;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;M9999;1;;1;30
HAD_P;2021;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;Mcoor;1;;1;
HAD_P;2021;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;N2120;1;;1;
HAD_P;2021;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;N2210;3;1;2.93;151
HAD_P;2021;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;N2410;;;;63
HAD_P;2021;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;N2510;10;;8;
HAD_P;2021;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;N2710;;1;0.2;
HAD_P;2021;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;N9999;18;2;16.13;214
HAD_P;2021;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;NAUT;1;;1;
HAD_P;2021;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;Ncoor;3;;3;
HAD_P;2021;210987657;HOSPICES CIVILS DE BEAUNE;210012175;M9999;;2;0.32;
HAD_P;2021;210987657;HOSPICES CIVILS DE BEAUNE;210012175;MAUT;;2;0.32;
HAD_P;2021;210987657;HOSPICES CIVILS DE BEAUNE;210012175;N2120;1;;1;
HAD_P;2021;210987657;HOSPICES CIVILS DE BEAUNE;210012175;N2210;7;4;9.04;
HAD_P;2021;210987657;HOSPICES CIVILS DE BEAUNE;210012175;N2510;4;1;4.05;
HAD_P;2021;210987657;HOSPICES CIVILS DE BEAUNE;210012175;N9999;12;6;14.89;
HAD_P;2021;210987657;HOSPICES CIVILS DE BEAUNE;210012175;NAUT;;1;0.8;
HAD_P;2021;210987731;CLCC GEORGES-FRANCOIS LECLERC;210780417;M9999;;1;0.5;
HAD_P;2021;210987731;CLCC GEORGES-FRANCOIS LECLERC;210780417;Mcoor;;1;0.5;
HAD_P;2021;210987731;CLCC GEORGES-FRANCOIS LECLERC;210780417;N2120;1;;1;
HAD_P;2021;210987731;CLCC GEORGES-FRANCOIS LECLERC;210780417;N2210;8;;8;
HAD_P;2021;210987731;CLCC GEORGES-FRANCOIS LECLERC;210780417;N2510;2;;2;
HAD_P;2021;210987731;CLCC GEORGES-FRANCOIS LECLERC;210780417;N9999;13;;13;
HAD_P;2021;210987731;CLCC GEORGES-FRANCOIS LECLERC;210780417;NAUT;2;;2;
HAD_P;2021;220000368;CENTRE HOSPITALIER LANNION;220000103;M9999;1;1;1.26;
HAD_P;2021;220000368;CENTRE HOSPITALIER LANNION;220000103;MAUT;;1;0.25;
HAD_P;2021;220000368;CENTRE HOSPITALIER LANNION;220000103;Mcoor;1;;1.01;
HAD_P;2021;220000368;CENTRE HOSPITALIER LANNION;220000103;N2120;;2;0.75;
HAD_P;2021;220000368;CENTRE HOSPITALIER LANNION;220000103;N2210;2;2;3.02;
HAD_P;2021;220000368;CENTRE HOSPITALIER LANNION;220000103;N2510;6;5;9.17;
HAD_P;2021;220000368;CENTRE HOSPITALIER LANNION;220000103;N2710;;1;0.2;
HAD_P;2021;220000368;CENTRE HOSPITALIER LANNION;220000103;N3120;;1;0.3;
HAD_P;2021;220000368;CENTRE HOSPITALIER LANNION;220000103;N9999;8;13;14.54;
HAD_P;2021;220000368;CENTRE HOSPITALIER LANNION;220000103;NAUT;;2;1.1;
HAD_P;2021;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;M9999;;1;0.3;
HAD_P;2021;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;Mcoor;;1;0.3;
HAD_P;2021;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;N2210;2;1;2.48;
HAD_P;2021;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;N2510;5;1;5.33;
HAD_P;2021;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;N9999;7;4;8.69;
HAD_P;2021;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;NAUT;;2;0.88;
HAD_P;2021;220019616;HAD DU PAYS BRIOCHIN;220019608;M3050;;;0.33;
HAD_P;2021;220019616;HAD DU PAYS BRIOCHIN;220019608;M9999;4;;3.67;
HAD_P;2021;220019616;HAD DU PAYS BRIOCHIN;220019608;Mcoor;4;;3.34;
HAD_P;2021;220019616;HAD DU PAYS BRIOCHIN;220019608;N2120;;;0.05;
HAD_P;2021;220019616;HAD DU PAYS BRIOCHIN;220019608;N2210;14;1;14.84;
HAD_P;2021;220019616;HAD DU PAYS BRIOCHIN;220019608;N2460;;1;0.32;
HAD_P;2021;220019616;HAD DU PAYS BRIOCHIN;220019608;N2510;17;2;18.54;
HAD_P;2021;220019616;HAD DU PAYS BRIOCHIN;220019608;N2710;;1;0.6;
HAD_P;2021;220019616;HAD DU PAYS BRIOCHIN;220019608;N3120;1;1;1.06;
