,adresse_code_insee,adresse_code_postal,adresse_distribution,adresse_gestion_acheminement,adresse_gestion_code_postal,adresse_gestion_distribution,adresse_gestion_format_postal,adresse_gestion_geo,adresse_gestion_libelle_voie,adresse_gestion_nom,adresse_gestion_pays,adresse_libelle_commune,adresse_libelle_voie,adresse_numero_voie,adresse_repetition,adresse_siege,adresse_type_voie,autorisation_publication_web,code_gestion,created_at,date_creation,date_declaration_dissolution,date_derniere_declaration,date_publication_creation,derniere_maj,dirigeant_civilite,email,groupement,id,id_association,id_ex_association,is_waldec,l1_adresse_import,l2_adresse_import,l3_adresse_import,nature,numero_reconnaissance_utilite_publique,objet,objet_social1,objet_social2,observation,position_activite,siret,site_web,source,telephone,titre,titre_court,updated_at
39,25255,25140,_,FOURNET BLANCHEROCHE,25140,,,,,,FRANCE,Fournet-Blancheroche,,,,,,0,252S,2018-10-01T16:11:49.000Z,1981-02-18,,2009-08-10,1981-02-26,2009-08-25 16:28:54,PM,,S,2897586,W252000553,0252002959,true,,,,D,,promotion de l'identité culturelle locale par la recherche et la diffusion d'informations et documents concernant le Haut Doubs,010015,000000,,A,,,REGARDS SUR LE HAUT-DOUBS,,REGARDS SUR LE HAUT DOUBS,REGARDS SUR LE HAUT DOUBS,2018-10-01T16:11:49.000Z
40,61006,61200,,,,,,,,,,ARGENTAN,,,,,,,612S,2018-09-23T09:59:33.000Z,0001-01-01,,,1991-12-25,2006-03-23 03:49:09,PM,,S,2367339,612S0612010922,0612010922,false,Dissoute argentan,,,D,,Effectuer etudes et conduites d'architecture et urbanisme,000000,000000,reprise auto => date publication création au JO à vérifier,D,,,PUBLICATIONS D'ARCHITECTURE ET D'URBANISME,,ATELIER PUBLIC D'ARCHITECTURE D'URBANISME ET DE COMMUNICATION,,2018-09-23T09:59:33.000Z
41,77132,77450,,,,,,,,,,COUPVRAY,,,,,,,771S,2018-09-23T10:01:04.000Z,0001-01-01,,,0001-01-01,2008-10-17 10:55:39,PM,,S,2816310,771S0771003880,0771003880,false,Mairie,Place de la Mairie,,D,,"réalisation d'études d'aménagement d'architecture et d'urbanisme à Coupvray, en, concertation avec les commissions municipales; ces études lui sont demandées soit par la collectivité locale, soit par des personnes morales ou physiques; après approbation du conseil d'animation l'atelier public assure par délégation de la commune la maîtrise d'ouvrage et, dans la mesure du possible déterminée par la loi, la maîtrise des réalisations décidées par le conseil municipal.....",000000,000000,Reprise  =>  date ag=0000-00-00 dernière date publication enregistrée :1978-07-21,A,,,PUBLICATIONS D'ARCHITECTURE ET D'URBANISME,,ATELIR PUBLIC D'ARCHITECTURE ET D'URBANISME DE COUPVRAY,,2018-09-23T10:01:04.000Z
42,45284,45800,,,,,,,,,,SAINT-JEAN-DE-BRAYE,,,,,,,452P,2018-09-23T09:59:00.000Z,0001-01-01,,,1984-07-17,2007-12-14 12:55:00,PM,,S,2204667,452P0454008585,0454008585,false,MAIRIE,,,D,,O,006020,000000,reprise auto => date publication création au JO à vérifier,D,,,PUBLICATIONS D'ARCHITECTURE ET D'URBANISME,,ATELIER PUBLIC ABRAYSIEN D'URBANISME ET D'ARCHITECTURE,,2018-09-23T09:59:00.000Z
43,45284,45800,,,,,,,,,,SAINT-JEAN-DE-BRAYE,,,,,,,452P,2018-10-01T16:21:38.000Z,0001-01-01,,,1984-07-17,2007-12-14 12:55:00,PM,,S,5059032,452P0454008585,0454008585,false,MAIRIE,,,D,,O,006020,000000,reprise auto => date publication création au JO à vérifier,D,,,PUBLICATIONS D'ARCHITECTURE ET D'URBANISME,,ATELIER PUBLIC ABRAYSIEN D'URBANISME ET D'ARCHITECTURE,,2018-10-01T16:21:38.000Z
44,61006,61200,,,,,,,,,,ARGENTAN,,,,,,,612S,2018-10-01T16:22:11.000Z,0001-01-01,,,1991-12-25,2006-03-23 03:49:09,PM,,S,5221717,612S0612010922,0612010922,false,Dissoute argentan,,,D,,Effectuer etudes et conduites d'architecture et urbanisme,000000,000000,reprise auto => date publication création au JO à vérifier,D,,,PUBLICATIONS D'ARCHITECTURE ET D'URBANISME,,ATELIER PUBLIC D'ARCHITECTURE D'URBANISME ET DE COMMUNICATION,,2018-10-01T16:22:11.000Z
45,77132,77450,,,,,,,,,,COUPVRAY,,,,,,,771S,2018-10-01T16:23:38.000Z,0001-01-01,,,0001-01-01,2008-10-17 10:55:39,PM,,S,5670721,771S0771003880,0771003880,false,Mairie,Place de la Mairie,,D,,"réalisation d'études d'aménagement d'architecture et d'urbanisme à Coupvray, en, concertation avec les commissions municipales; ces études lui sont demandées soit par la collectivité locale, soit par des personnes morales ou physiques; après approbation du conseil d'animation l'atelier public assure par délégation de la commune la maîtrise d'ouvrage et, dans la mesure du possible déterminée par la loi, la maîtrise des réalisations décidées par le conseil municipal.....",000000,000000,Reprise  =>  date ag=0000-00-00 dernière date publication enregistrée :1978-07-21,A,,,PUBLICATIONS D'ARCHITECTURE ET D'URBANISME,,ATELIR PUBLIC D'ARCHITECTURE ET D'URBANISME DE COUPVRAY,,2018-10-01T16:23:38.000Z
46,25056,25000,,,,,,,,,,BESANCON,,,,,,,251P,2018-09-23T10:00:30.000Z,0001-01-01,,,0001-01-01,2008-11-22 11:46:43,PM,,S,2649369,251P0251012693,0251012693,false,CHEZ MARIE-ODILE CRABBE-DIAWARA,6 CHEMIN D'AVANNE A VELOTTE,,D,,"CONSTRUIRE UNE GAUCHE ALTERNATIVE POUR UNE NOUVELLE SOCIETE EGALITAIRE, FEMINISTE, ECOLOGIQUE ET AUTOGESTIONNAIRE",003020,001010,Reprise  =>  date ag=0000-00-00,A,,,LES ALTERNATIFS DE FRANCHE-COMTE,,LES ALTERNATIFS DE FRANCHE-COMTE,,2018-09-23T10:00:30.000Z
47,25056,25000,,,,,,,,,,BESANCON,,,,,,,251P,2018-10-01T16:23:08.000Z,0001-01-01,,,0001-01-01,2008-11-22 11:46:43,PM,,S,5503722,251P0251012693,0251012693,false,CHEZ MARIE-ODILE CRABBE-DIAWARA,6 CHEMIN D'AVANNE A VELOTTE,,D,,"CONSTRUIRE UNE GAUCHE ALTERNATIVE POUR UNE NOUVELLE SOCIETE EGALITAIRE, FEMINISTE, ECOLOGIQUE ET AUTOGESTIONNAIRE",003020,001010,Reprise  =>  date ag=0000-00-00,A,,,LES ALTERNATIFS DE FRANCHE-COMTE,,LES ALTERNATIFS DE FRANCHE-COMTE,,2018-10-01T16:23:08.000Z
48,25036,25720,,,,,,,,,,AVANNE-AVENEY,,,,,,,251P,2018-09-23T10:00:20.000Z,2000-12-19,,,0001-01-01,2009-01-22 01:30:31,PM,,S,2596330,251P0251015413,0251015413,false,CHEZ MONSIEUR N. BULTOT,"48, RUE DE L'EGLISE",,D,,"L'ASSOCIATION A POUR FINALITE POLITIQUE LA CONSTRUCTION D'UNE SOCIETE NOUVELLE DEPASSANT ET REMPLACANT LE CAPITALISME ET LE PRODUCTIVISME, FONDEE SUR LA LIBERATION HUMAINE, LA JUSTICE SOCIALE, L'HARMONIE ENTRE L'HUMAIN ET LA NATURE. SON BUT EST LA LI",001005,000000,Reprise  =>  date ag=0000-00-00,D,,,LES ALTERNATIFS DE FRANCHE-COMTE,,"LES ALTERNATIFS DE FRANCHE-COMTE (SOLIDARITE, ECOLOGIE, AUTOGESTION)",,2018-09-23T10:00:20.000Z
49,25036,25720,,,,,,,,,,AVANNE-AVENEY,,,,,,,251P,2018-10-01T16:22:58.000Z,2000-12-19,,,0001-01-01,2009-01-22 01:30:31,PM,,S,5450695,251P0251015413,0251015413,false,CHEZ MONSIEUR N. BULTOT,"48, RUE DE L'EGLISE",,D,,"L'ASSOCIATION A POUR FINALITE POLITIQUE LA CONSTRUCTION D'UNE SOCIETE NOUVELLE DEPASSANT ET REMPLACANT LE CAPITALISME ET LE PRODUCTIVISME, FONDEE SUR LA LIBERATION HUMAINE, LA JUSTICE SOCIALE, L'HARMONIE ENTRE L'HUMAIN ET LA NATURE. SON BUT EST LA LI",001005,000000,Reprise  =>  date ag=0000-00-00,D,,,LES ALTERNATIFS DE FRANCHE-COMTE,,"LES ALTERNATIFS DE FRANCHE-COMTE (SOLIDARITE, ECOLOGIE, AUTOGESTION)",,2018-10-01T16:22:58.000Z
50,15258,15800,_,VIC-SUR-CERE,15800,,Mairie de Vic-sur-Cère,,Place du Carladez,,FRANCE,Vic-sur-Cère,Place du Carladez,,,Mairie de Vic-sur-Cère,,0,151P,2018-09-23T09:55:10.000Z,2007-02-26,,2015-01-29,2007-03-31,2015-01-29 17:27:33,PM,,S,1282636,W151000746,,true,,,,D,,Informer et conserver les liens d'amitié avec les Vicois qui se sont expatriés vers d'autres métropoles ainsi que bien entendu les habitants de la vallée de la Cère.,014000,014045,,D,,,LES AMIS DE L'ECHO DE LA CERE,,LES AMIS DE L'ECHO DE LA CERE,LES AMIS DE L'ECHO DE LA CERE,2018-09-23T09:55:10.000Z
51,15258,15800,_,VIC-SUR-CERE,15800,,Mairie de Vic-sur-Cère,,Place du Carladez,,FRANCE,Vic-sur-Cère,Place du Carladez,,,Mairie de Vic-sur-Cère,,0,151P,2018-10-01T16:17:21.000Z,2007-02-26,,2015-01-29,2007-03-31,2015-01-29 17:27:33,PM,,S,4132247,W151000746,,true,,,,D,,Informer et conserver les liens d'amitié avec les Vicois qui se sont expatriés vers d'autres métropoles ainsi que bien entendu les habitants de la vallée de la Cère.,014000,014045,,D,,,LES AMIS DE L'ECHO DE LA CERE,,LES AMIS DE L'ECHO DE LA CERE,LES AMIS DE L'ECHO DE LA CERE,2018-10-01T16:17:21.000Z
52,75114,75014,_,PARIS,75014,,,,53 RUE DU MOULIN VERT,,FRANCE,Paris,du Moulin vert,53,,,RUE,0,751P,2018-09-23T09:53:51.000Z,1963-01-19,,2018-01-05,1963-02-02,2018-07-07 20:00:04,MS,,S,953447,W751036917,36917,true,,,,D,,"d'organiser pour tous et en particulier pour les étudiants et universitaires, des camps de vacances en montagne, des écoles de ski et d'escalade, des conférences et des séances culturelles ayant pour but de faire connaître et aimer la montagne ; de développer parmi ses membres, dans un esprit laïc, le sens des responsabilités et la défense de l'environnement ; d'encourager en eux la recherche du progrès social, le goût de la démocratie et la défense de la paix ; d'étudier la situation de l'alpinisme, et de défendre ses revendications ; d'assurer des activités d'intérêt général, notamment dans le domaine de la formation des encadrants et de tous les participants, du secours en montagne et de la préservation des sites naturels ;",015070,000000,,A,,,SECTION DE PARIS DU GROUPE UNIVERSITAIRE DE MONTAGNE ET DE SKI,,SECTION DE PARIS DU GROUPE UNIVERSITAIRE DE MONTAGNE ET DE SKI,SECTION DE PARIS DU GROUPE UNIVERSI...,2018-09-23T09:53:51.000Z
53,75114,75014,_,PARIS,75014,,,,53 RUE DU MOULIN VERT,,FRANCE,Paris,du Moulin vert,53,,,RUE,0,751P,2018-10-01T16:15:50.000Z,1963-01-19,,2018-01-05,1963-02-02,2018-07-07 20:00:04,MS,,S,3802923,W751036917,36917,true,,,,D,,"d'organiser pour tous et en particulier pour les étudiants et universitaires, des camps de vacances en montagne, des écoles de ski et d'escalade, des conférences et des séances culturelles ayant pour but de faire connaître et aimer la montagne ; de développer parmi ses membres, dans un esprit laïc, le sens des responsabilités et la défense de l'environnement ; d'encourager en eux la recherche du progrès social, le goût de la démocratie et la défense de la paix ; d'étudier la situation de l'alpinisme, et de défendre ses revendications ; d'assurer des activités d'intérêt général, notamment dans le domaine de la formation des encadrants et de tous les participants, du secours en montagne et de la préservation des sites naturels ;",015070,000000,,A,,,SECTION DE PARIS DU GROUPE UNIVERSITAIRE DE MONTAGNE ET DE SKI,,SECTION DE PARIS DU GROUPE UNIVERSITAIRE DE MONTAGNE ET DE SKI,SECTION DE PARIS DU GROUPE UNIVERSI...,2018-10-01T16:15:50.000Z
54,75119,75019,_,PARIS,75019,,,,1 RUE DUVERGIER,,FRANCE,Paris,Duvergier,1,,,RUE,0,751P,2018-09-23T09:52:40.000Z,2002-01-08,,2011-11-17,0001-01-01,2012-01-07 09:08:31,SF,,S,678409,W751152534,152534,true,,,,D,,favoriser le développement de la réflexion et l'élaboration de propositions visant a la remise en cause de toutes les formes d'exploitation et d'oppression en s'exprimant notamment dans une revue à parution périodique,003015,000000,,A,,,LES AMIS DE CONVERGENCE,,LES AMIS DE CONVERGENCE,LES AMIS DE CONVERGENCE,2018-09-23T09:52:40.000Z
55,93048,93100,,,,,,,,,,MONTREUIL,,,,,,,931P,2018-09-23T10:00:24.000Z,1999-12-23,,,0001-01-01,0001-01-01 01:00:00,PF,,S,2620976,931P1999-00839,1999-00839,false,,"16, rue Douy Delcupe",,D,,favoriser le développement de la réflexion et lélaboration de propositions visant à la remise en cause de toutes les formes dexploitation et doppression en sexprimant notamment dans une revue à parution périodique,050000,000000,,A,0,,LES AMIS DE CONVERGENCE,,LES AMIS DE CONVERGENCE,,2018-09-23T10:00:24.000Z
56,75119,75019,_,PARIS,75019,,,,1 RUE DUVERGIER,,FRANCE,Paris,Duvergier,1,,,RUE,0,751P,2018-10-01T16:14:32.000Z,2002-01-08,,2011-11-17,0001-01-01,2012-01-07 09:08:31,SF,,S,3527499,W751152534,152534,true,,,,D,,favoriser le développement de la réflexion et l'élaboration de propositions visant a la remise en cause de toutes les formes d'exploitation et d'oppression en s'exprimant notamment dans une revue à parution périodique,003015,000000,,A,,,LES AMIS DE CONVERGENCE,,LES AMIS DE CONVERGENCE,LES AMIS DE CONVERGENCE,2018-10-01T16:14:32.000Z
57,93048,93100,,,,,,,,,,MONTREUIL,,,,,,,931P,2018-10-01T16:23:03.000Z,1999-12-23,,,0001-01-01,0001-01-01 01:00:00,PF,,S,5475345,931P1999-00839,1999-00839,false,,"16, rue Douy Delcupe",,D,,favoriser le développement de la réflexion et lélaboration de propositions visant à la remise en cause de toutes les formes dexploitation et doppression en sexprimant notamment dans une revue à parution périodique,050000,000000,,A,0,,LES AMIS DE CONVERGENCE,,LES AMIS DE CONVERGENCE,,2018-10-01T16:23:03.000Z
58,84007,84000,_,AVIGNON,84000,,,,35  RUE DU LAVOISIER,,FRANCE,Avignon,du Lavoisier,35,,,RUE,0,842P,2018-09-23T09:54:16.000Z,2008-02-11,,2014-03-19,1901-07-01,2014-03-25 14:11:04,PM,,S,1054169,W842003375,842215757,true,,,,D,,échanges entre la France et le Sénégal,014035,000000,,A,,,LES AMIS DE CONVERGENCE,,CONVERGENCE DES FIL( LE) S  ET AMI( E) S DE DAROU-MOUSTY  (CFAD),CFAD,2018-09-23T09:54:16.000Z
59,84007,84000,_,AVIGNON,84000,,,,35  RUE DU LAVOISIER,,FRANCE,Avignon,du Lavoisier,35,,,RUE,0,842P,2018-10-01T16:16:18.000Z,2008-02-11,,2014-03-19,1901-07-01,2014-03-25 14:11:04,PM,,S,3903652,W842003375,842215757,true,,,,D,,échanges entre la France et le Sénégal,014035,000000,,A,,,LES AMIS DE CONVERGENCE,,CONVERGENCE DES FIL( LE) S  ET AMI( E) S DE DAROU-MOUSTY  (CFAD),CFAD,2018-10-01T16:16:18.000Z
60,91691,91330,,,,,,,,,,YERRES,,,,,,,912P,2018-09-23T10:00:51.000Z,0001-01-01,,,1992-12-09,2008-10-08 10:56:53,PM,,S,2752501,912P0912008203,0912008203,false,7 RUE DU DOCTEUR CHARCOT,,,D,,"CETTE ASSOCIATION A POUR BUT D'AGIR EN FAVEUR DE LA PROTECTION DERL'ENVIRONNEMENT ET DU MIEUX VIVRE, NOTAMENT, PAR LA MISE EN OEUVRESUR LE VAL D'YERRES ET SUR LE VAL DE SEINE, DES PRINCIPES DE LAVRE",000000,000000,Reprise  =>  date publication création au JO à vérifier date ag=0000-00-00,A,,,LES AMIS DE CONVERGENCE,,'CONVERGENCES (LES AMIS DE GENERATION ECOLOGIE DU VAL D'YERRES ETR DU VAL DE SEINE ) 'AMIS DE GENERATION ECOLOGIE DU VAL D'YERRES ETR,,2018-09-23T10:00:51.000Z
61,91691,91330,,,,,,,,,,YERRES,,,,,,,912P,2018-10-01T16:23:27.000Z,0001-01-01,,,1992-12-09,2008-10-08 10:56:53,PM,,S,5606858,912P0912008203,0912008203,false,7 RUE DU DOCTEUR CHARCOT,,,D,,"CETTE ASSOCIATION A POUR BUT D'AGIR EN FAVEUR DE LA PROTECTION DERL'ENVIRONNEMENT ET DU MIEUX VIVRE, NOTAMENT, PAR LA MISE EN OEUVRESUR LE VAL D'YERRES ET SUR LE VAL DE SEINE, DES PRINCIPES DE LAVRE",000000,000000,Reprise  =>  date publication création au JO à vérifier date ag=0000-00-00,A,,,LES AMIS DE CONVERGENCE,,'CONVERGENCES (LES AMIS DE GENERATION ECOLOGIE DU VAL D'YERRES ETR DU VAL DE SEINE ) 'AMIS DE GENERATION ECOLOGIE DU VAL D'YERRES ETR,,2018-10-01T16:23:27.000Z
62,92007,92220,_,BAGNEUX,92220,,,,157 rue des Blains,,FRANCE,Bagneux,des Blains,157,,,RUE,0,921S,2018-09-23T09:49:52.000Z,1984-06-25,,2017-12-26,1984-07-25,2018-06-27 20:00:02,PM,,S,84727,W921000126,22113533,true,,,,D,,"venir en aide aux personnes en difficulté et plus particulièrement aux enfants dans les pays les plus pauvres, aider au financement et à la réalisation des secours d'urgence et des projets de développement dans le domaine de l'éducation, de la santé, de l'agriculture et de toute autre action d'assistance et de bienfaisance, de contribuer à sensibiliser le    public des pays occidentaux à la lutte contre la pauvreté",014000,000000,,A,,,SERVICE D'ENTRAIDE ET DE LIAISON,,SERVICE D'ENTRAIDE ET DE LIAISON,SERVICE D'ENTRAIDE ET DE LIAISON,2018-09-23T09:49:52.000Z
63,92007,92220,_,BAGNEUX,92220,,,,157 rue des Blains,,FRANCE,Bagneux,des Blains,157,,,RUE,0,921S,2018-10-01T16:11:57.000Z,1984-06-25,,2017-12-26,1984-07-25,2018-06-27 20:00:02,PM,,S,2933260,W921000126,22113533,true,,,,D,,"venir en aide aux personnes en difficulté et plus particulièrement aux enfants dans les pays les plus pauvres, aider au financement et à la réalisation des secours d'urgence et des projets de développement dans le domaine de l'éducation, de la santé, de l'agriculture et de toute autre action d'assistance et de bienfaisance, de contribuer à sensibiliser le    public des pays occidentaux à la lutte contre la pauvreté",014000,000000,,A,,,SERVICE D'ENTRAIDE ET DE LIAISON,,SERVICE D'ENTRAIDE ET DE LIAISON,SERVICE D'ENTRAIDE ET DE LIAISON,2018-10-01T16:11:57.000Z
64,94016,94230,_,CACHAN,94230,,,,9 Rue de la Gare,,FRANCE,Cachan,de la Gare,9,,,RUE,0,943S,2018-09-23T09:50:33.000Z,1984-06-25,,2006-10-18,1984-07-27,2007-04-03 18:40:18,PF,,S,279096,W943000641,0943000289,true,,,,D,,"de venir en aide aux personnes en difficulté et plus particulièrement aux enfants dans les pays les plus pauvres, de contribuer à sensibiliser le public des pay occidentaux à la lutte contre la pauvreté.",020000,020020,reprise assistée du 8 novembre 2005,A,,,SERVICE D'ENTRAIDE ET DE LIAISON,,SERVICE D'ENTRAIDE ET DE LIAISON (S.E.L.),S.E.L,2018-09-23T09:50:33.000Z
65,94016,94230,,,,,,,,,,CACHAN,,,,,,,943S,2018-09-23T10:00:30.000Z,0001-01-01,,,1991-06-12,2004-12-08 12:29:36,PM,,S,2652050,943S0943002580,0943002580,false,9 RUE DE LA GARE,,,D,,REALISER LES ACTIVITES ECONOMIQUES DE NATURE A PROMOUVOIR LES OBJETS ARTISANAUX FABRIQUES DANS LES PAYS DU TIERS MONDE.,006000,006100,Reprise auto =>  date publication création au JO à vérifier,A,,,SERVICE D'ENTRAIDE ET DE LIAISON,,ARTISANAT DU SERVICE D'ENTRAIDE ET DE LIAISON,,2018-09-23T10:00:30.000Z
66,00000,75000,,,,,,,,,,,,,,,,,751P,2018-09-23T09:57:59.000Z,1984-06-25,,,1984-07-25,2009-05-25 05:00:00,PM,,S,1891242,751P00069054,00069054,false,,73        BD  du Montparnasse,,D,,assurer fonctionnement et gestion de l'activité de caractère social de l'alliance évangélique française,000000,000000,,A,,,SERVICE D'ENTRAIDE ET DE LIAISON,0145260918,SERVICE D'ENTRAIDE ET DE LIAISON SEL,,2018-09-23T09:57:59.000Z
67,94016,94230,_,CACHAN,94230,,,,9 Rue de la Gare,,FRANCE,Cachan,de la Gare,9,,,RUE,0,943S,2018-10-01T16:12:46.000Z,1984-06-25,,2006-10-18,1984-07-27,2007-04-03 18:40:18,PF,,S,3127747,W943000641,0943000289,true,,,,D,,"de venir en aide aux personnes en difficulté et plus particulièrement aux enfants dans les pays les plus pauvres, de contribuer à sensibiliser le public des pay occidentaux à la lutte contre la pauvreté.",020000,020020,reprise assistée du 8 novembre 2005,A,,,SERVICE D'ENTRAIDE ET DE LIAISON,,SERVICE D'ENTRAIDE ET DE LIAISON (S.E.L.),S.E.L,2018-10-01T16:12:46.000Z
68,00000,75000,,,,,,,,,,,,,,,,,751P,2018-10-01T16:20:36.000Z,1984-06-25,,,1984-07-25,2009-05-25 05:00:00,PM,,S,4745643,751P00069054,00069054,false,,73        BD  du Montparnasse,,D,,assurer fonctionnement et gestion de l'activité de caractère social de l'alliance évangélique française,000000,000000,,A,,,SERVICE D'ENTRAIDE ET DE LIAISON,0145260918,SERVICE D'ENTRAIDE ET DE LIAISON SEL,,2018-10-01T16:20:36.000Z
69,94016,94230,,,,,,,,,,CACHAN,,,,,,,943S,2018-10-01T16:23:08.000Z,0001-01-01,,,1991-06-12,2004-12-08 12:29:36,PM,,S,5506413,943S0943002580,0943002580,false,9 RUE DE LA GARE,,,D,,REALISER LES ACTIVITES ECONOMIQUES DE NATURE A PROMOUVOIR LES OBJETS ARTISANAUX FABRIQUES DANS LES PAYS DU TIERS MONDE.,006000,006100,Reprise auto =>  date publication création au JO à vérifier,A,,,SERVICE D'ENTRAIDE ET DE LIAISON,,ARTISANAT DU SERVICE D'ENTRAIDE ET DE LIAISON,,2018-10-01T16:23:08.000Z
70,71342,71600,_,PARAY LE MONIAL,71600,,,,9 rue Chervier,,FRANCE,Paray-le-Monial,Chervier,9,,,RUE,0,713S,2018-09-23T09:54:55.000Z,1918-08-07,,2014-07-07,1918-08-28,2014-07-16 08:43:39,PF,,S,1221152,W713001794,0713000117,true,,,,D,,propagation de la devotion au sacre-coeur,040000,000000,,A,,,SECRETARIAT DES OEUVRES DU SACRE COEUR,,SECRETARIAT DES OEUVRES DU SACRE-COEUR,SECRETARIAT DES OEUVRES DU SACRE-CO...,2018-09-23T09:54:55.000Z
71,71342,71600,_,PARAY LE MONIAL,71600,,,,9 rue Chervier,,FRANCE,Paray-le-Monial,Chervier,9,,,RUE,0,713S,2018-10-01T16:17:05.000Z,1918-08-07,,2014-07-07,1918-08-28,2014-07-16 08:43:39,PF,,S,4070751,W713001794,0713000117,true,,,,D,,propagation de la devotion au sacre-coeur,040000,000000,,A,,,SECRETARIAT DES OEUVRES DU SACRE COEUR,,SECRETARIAT DES OEUVRES DU SACRE-COEUR,SECRETARIAT DES OEUVRES DU SACRE-CO...,2018-10-01T16:17:05.000Z
72,72336,72300,_,SOLESMES,72300,,ABBAYE SAINT PIERRE DE SOLESMES,,,,FRANCE,Solesmes,,,,Abbaye Saint Pierre de Solesmes,,0,721S,2018-09-23T09:52:29.000Z,1934-09-01,,2018-01-22,1901-07-01,2018-01-24 16:35:58,PM,,S,635641,W721001341,0721000078,true,,,,D,,"conserver, entretenir et utiliser et promouvoir au mieux de sa valeur et des souvenir qui s'y rattachent, et au besoin de compléter, l'ensemble historique, artistique et religieux qui constitue : ""L'ABBAYE DE SOLESMES"" ; d'y perpétuer les traditions scientifiques, artistiques et religieuses qui s'y rattachent, en entreprenant ou en développant toutes études et publications ; de faciliter par un enseignement méthodique donné sur place, et des conférences données en tous lieux, l'initiation des maîtres de chapelle, chantres et amateurs de plain chant. Elle pourra accomplir toutes opérations nécessaires à la réalisation de son but ou à son développement",007000,010020,,A,,,LES AMIS DE SOLESMES,,LES AMIS DE SOLESMES,LES AMIS DE SOLESMES,2018-09-23T09:52:29.000Z
