fi;an;fi_ej;rs;grp;stjr;cat;dep;reg;espic;COMINSEE;DISCI;DISCIPLINE;LIT;SEJHC;JOU;PLA;SEJHP;PAS;SEJACC;IVG;SEHEM;SERAD;SECHI
040780488;2021;040000200;CRF DE HAUTE PROVENCE L'EAU VIVE;09;2;109;04;93;0;04222;24000;Soins de suite et réadaptation;80;688;27149;10;3630;;;;;;
040780520;2021;750056335;KORIAN LE VERDON;09;2;109;04;93;0;04094;24000;Soins de suite et réadaptation;40;366;13826;;0;;;;;;
040782021;2021;130037815;CTRE SOINS DE SUITE READAPT LE COUSSON;09;3;109;04;93;6;04070;24000;Soins de suite et réadaptation;66;413;16123;;0;;;;;;
040784860;2021;920033503;CENTRE D'HEMODIALYSE DES ALPES;07;2;141;04;93;0;04112;21100;Médecine;;0;0;;0;;;;18901;;
040787541;2021;920033503;HEMOD DES ALPES AUTODIALYSE DE DIGNE;07;2;146;04;93;0;04070;21100;Médecine;;;;;;;;;1414;;
040788440;2021;040780215;CHI MANOSQUE USLD SITE SAINT ANDRE;04;1;362;04;93;1;04112;25000;Soins de longue durée;30;27;8568;;;;;;;;
050000041;2021;130037815;CENTRE MEDICAL RHONE AZUR BRIANCON;09;3;109;05;93;6;05023;24000;Soins de suite et réadaptation;90;657;27880;25;3356;;;;;;
050000058;2021;050000033;CENTRE MEDICAL SSR RIO VERT;09;3;109;05;93;6;05162;24000;Soins de suite et réadaptation;62;438;14746;;0;;;;;;
050000066;2021;050000082;CENTRE MEDICAL LA SOURCE;09;2;109;05;93;0;05149;24000;Soins de suite et réadaptation;60;371;12953;;0;;;;;;
050000090;2021;050006931;POLYCLINIQUE DES ALPES DU SUD GAP;09;2;365;05;93;0;05061;21100;Médecine;29;150;600;25;35;;;;;;224
050000090;2021;050006931;POLYCLINIQUE DES ALPES DU SUD GAP;09;2;365;05;93;0;05061;21200;Chirurgie;29;1899;3486;29;11443;;;;;;
050000132;2021;050007145;CH BUECH DURANCE;04;1;355;05;93;1;05070;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);76;1519;16961;40;8717;;;;;;
050000132;2021;050007145;CH BUECH DURANCE;04;1;355;05;93;1;05070;25000;Soins de longue durée;25;15;8282;;;;;;;;
050000223;2021;050000108;CENTRE HOSPITALIER AIGUILLES QUEYRAS;04;1;106;05;93;1;05003;21100;Médecine;4;33;1017;;0;;;;;;
050000231;2021;050000116;CH DES ESCARTONS DE BRIANCON;04;1;355;05;93;1;05023;21100;Médecine;44;3064;11253;0;0;18327;;;3945;;254
050000231;2021;050000116;CH DES ESCARTONS DE BRIANCON;04;1;355;05;93;1;05023;21200;Chirurgie;25;1664;5002;5;1711;;;;;;
050000231;2021;050000116;CH DES ESCARTONS DE BRIANCON;04;1;355;05;93;1;05023;21300;Gynéco-Obstétrique;9;782;2006;;0;;342;125;;;
050000231;2021;050000116;CH DES ESCARTONS DE BRIANCON;04;1;355;05;93;1;05023;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);19;268;4074;14;2039;;;;;;
050000231;2021;050000116;CH DES ESCARTONS DE BRIANCON;04;1;355;05;93;1;05023;25000;Soins de longue durée;30;19;9913;;;;;;;;
050000256;2021;050000124;CENTRE HOSPITALIER D'EMBRUN;04;1;355;05;93;1;05046;21100;Médecine;27;1303;7343;;0;7699;;;;;
050000256;2021;050000124;CENTRE HOSPITALIER D'EMBRUN;04;1;355;05;93;1;05046;24000;Soins de suite et réadaptation;34;261;7242;;0;;;;;;
050000256;2021;050000124;CENTRE HOSPITALIER D'EMBRUN;04;1;355;05;93;1;05046;25000;Soins de longue durée;30;16;7274;;;;;;;;
050000298;2021;050000496;LA GUISANE;09;2;109;05;93;0;05183;24000;Soins de suite et réadaptation;55;449;16223;;0;;;;;;
050000348;2021;050002948;CHI DES ALPES DU SUD SITE DE GAP;04;1;355;05;93;1;05061;21100;Médecine;152;9257;50255;3;179;27996;;;7035;0;6396
050000348;2021;050002948;CHI DES ALPES DU SUD SITE DE GAP;04;1;355;05;93;1;05061;21200;Chirurgie;60;3441;12712;14;2978;;;;;;
050000348;2021;050002948;CHI DES ALPES DU SUD SITE DE GAP;04;1;355;05;93;1;05061;21300;Gynéco-Obstétrique;18;1839;5906;3;89;;1011;97;;;
050000348;2021;050002948;CHI DES ALPES DU SUD SITE DE GAP;04;1;355;05;93;1;05061;23000;Hospitalisation à domicile;;;11090;30;392;;;;;;
050000348;2021;050002948;CHI DES ALPES DU SUD SITE DE GAP;04;1;355;05;93;1;05061;24000;Soins de suite et réadaptation;22;274;8479;;0;;;;;;
050000348;2021;050002948;CHI DES ALPES DU SUD SITE DE GAP;04;1;355;05;93;1;05061;25000;Soins de longue durée;50;26;17225;;;;;;;;
050000454;2021;050000645;LE FUTUR ANTERIEUR;15;2;161;05;93;0;05046;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);30;110;8348;;;;;;;;
050000488;2021;050000678;LES ACACIAS CTRE MALADIES RESP ALLERG;09;2;109;05;93;0;05023;24000;Soins de suite et réadaptation;72;427;21676;5;555;;;;;;
050000637;2021;050001163;CLINIQUE MONTJOY;09;2;109;05;93;0;05023;24000;Soins de suite et réadaptation;66;422;19975;;0;;;;;;
050000991;2021;050000546;CENTRE MEDICAL CHANTOURS;09;3;109;05;93;6;05023;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);40;279;11388;;;;;;;;
050000991;2021;050000546;CENTRE MEDICAL CHANTOURS;09;3;109;05;93;6;05023;24000;Soins de suite et réadaptation;131;1279;38445;10;323;;;;;;
050001064;2021;050000561;CENTRE MEDICAL LA DURANCE;09;3;109;05;93;6;05170;24000;Soins de suite et réadaptation;90;752;20524;;0;;;;;;
050002351;2021;130037815;CENTRE RHONE AZUR GAP;09;3;109;05;93;6;05061;24000;Soins de suite et réadaptation;25;246;7408;17;6406;;;;;;
050003359;2021;380793802;AGDUC UNITE DE DIALYSE MED BRIANCON;07;3;146;05;93;6;05023;21100;Médecine;;;;;;;;;238;;
050006022;2021;380793802;AGDUC UNITE D'AUTODIALYSE GAP;07;3;146;05;93;6;05061;21100;Médecine;;;;;;;;;4406;;
050007533;2021;130784127;INSTITUT PAOLI CALMETTES RADIOTH GAP;18;3;131;05;93;6;05061;21100;Médecine;;0;0;;0;;;;;10542;
060000163;2021;060780327;CH SAINT MAUR SAINT ETIENNE TINEE;04;1;106;06;93;1;06120;21100;Médecine;4;24;246;0;0;;;;;;
060000163;2021;060780327;CH SAINT MAUR SAINT ETIENNE TINEE;04;1;106;06;93;1;06120;24000;Soins de suite et réadaptation;6;40;1343;0;0;;;;;;
060000296;2021;060780640;LA MAISON DU MINEUR;09;3;109;06;93;6;06157;24000;Soins de suite et réadaptation;84;795;18954;;0;;;;;;
060000304;2021;060780657;CENTRE HOSPITALIER DE BREIL SUR ROYA;04;1;106;06;93;1;06023;21100;Médecine;5;161;2093;;0;;;;;;
060000304;2021;060780657;CENTRE HOSPITALIER DE BREIL SUR ROYA;04;1;106;06;93;1;06023;24000;Soins de suite et réadaptation;10;82;2110;;0;;;;;;
060000411;2021;060780780;CH DU PAYS DE LA ROUDOULE PUGET;04;1;106;06;93;1;06099;21100;Médecine;6;73;1194;;0;;;;;;
060000411;2021;060780780;CH DU PAYS DE LA ROUDOULE PUGET;04;1;106;06;93;1;06099;24000;Soins de suite et réadaptation;10;69;3148;;0;;;;;;
060000478;2021;060780897;CENTRE HOSPITALIER DE GRASSE;04;1;355;06;93;1;06069;21100;Médecine;187;9191;50741;9;1024;45223;;;;;3506
060000478;2021;060780897;CENTRE HOSPITALIER DE GRASSE;04;1;355;06;93;1;06069;21200;Chirurgie;49;2237;9782;14;2645;;;;;;
060000478;2021;060780897;CENTRE HOSPITALIER DE GRASSE;04;1;355;06;93;1;06069;21300;Gynéco-Obstétrique;32;2850;11085;2;651;;1981;340;;;
060000478;2021;060780897;CENTRE HOSPITALIER DE GRASSE;04;1;355;06;93;1;06069;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);33;347;11074;12;1834;;;;;;
060000478;2021;060780897;CENTRE HOSPITALIER DE GRASSE;04;1;355;06;93;1;06069;23000;Hospitalisation à domicile;;;5253;15;155;;;;;;
060000478;2021;060780897;CENTRE HOSPITALIER DE GRASSE;04;1;355;06;93;1;06069;24000;Soins de suite et réadaptation;30;274;10337;;0;;;;;;
060000478;2021;060780897;CENTRE HOSPITALIER DE GRASSE;04;1;355;06;93;1;06069;25000;Soins de longue durée;30;15;9338;;;;;;;;
060000486;2021;060780905;CH SAINT ELOI DE SOSPEL;04;1;106;06;93;1;06136;21100;Médecine;12;250;3120;;0;;;;;;
060000486;2021;060780905;CH SAINT ELOI DE SOSPEL;04;1;106;06;93;1;06136;24000;Soins de suite et réadaptation;13;131;3923;;0;;;;;;
060000494;2021;060780921;CH SAINT LAZARE DE TENDE;04;1;106;06;93;1;06163;21100;Médecine;5;37;479;;0;;;;;;
060000510;2021;060780954;CH D'ANTIBES JUAN LES PINS;04;1;355;06;93;1;06004;21100;Médecine;243;11823;74451;24;1276;44335;;;;;2410
060000510;2021;060780954;CH D'ANTIBES JUAN LES PINS;04;1;355;06;93;1;06004;21200;Chirurgie;53;3167;15745;14;2986;;;;;;
060000510;2021;060780954;CH D'ANTIBES JUAN LES PINS;04;1;355;06;93;1;06004;21300;Gynéco-Obstétrique;22;1763;5156;3;13;;969;377;;;
060000510;2021;060780954;CH D'ANTIBES JUAN LES PINS;04;1;355;06;93;1;06004;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);80;653;23076;37;3702;;;;;;
060000510;2021;060780954;CH D'ANTIBES JUAN LES PINS;04;1;355;06;93;1;06004;24000;Soins de suite et réadaptation;25;76;2443;;0;;;;;;
060000528;2021;060780962;CENTRE ANTOINE LACASSAGNE;18;3;131;06;93;6;06088;21100;Médecine;92;4291;28917;41;1257;;;;;21678;19224
060000528;2021;060780962;CENTRE ANTOINE LACASSAGNE;18;3;131;06;93;6;06088;21200;Chirurgie;36;2272;5325;14;1392;;;;;;
060000544;2021;060780988;CH DE CANNES SIMONE VEIL;04;1;355;06;93;1;06029;21100;Médecine;249;14737;73925;29;2670;48959;;;6389;;3061
060000544;2021;060780988;CH DE CANNES SIMONE VEIL;04;1;355;06;93;1;06029;21200;Chirurgie;69;2735;17237;16;3519;;;;;;
060000544;2021;060780988;CH DE CANNES SIMONE VEIL;04;1;355;06;93;1;06029;21300;Gynéco-Obstétrique;24;2012;6130;5;432;;1306;337;;;
060000544;2021;060780988;CH DE CANNES SIMONE VEIL;04;1;355;06;93;1;06029;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);58;420;13695;35;3012;;;;;;
060000544;2021;060780988;CH DE CANNES SIMONE VEIL;04;1;355;06;93;1;06029;23000;Hospitalisation à domicile;;;5788;25;194;;;;;;
060000551;2021;060781010;USLD POLE SANTE VALLAURIS GOLFE JUAN;04;1;362;06;93;1;06155;25000;Soins de longue durée;41;30;13846;;;;;;;;
060001625;2021;060006889;CENTRE JEAN CHANTON ROQUEBILLIERE;04;1;106;06;93;1;06103;21100;Médecine;8;128;1495;;0;;;;;;
060001625;2021;060006889;CENTRE JEAN CHANTON ROQUEBILLIERE;04;1;106;06;93;1;06103;24000;Soins de suite et réadaptation;19;148;5123;;0;;;;;;
060002102;2021;060791761;CH LA PALMOSA DE MENTON;04;1;355;06;93;1;06083;21100;Médecine;53;3357;17327;0;94;18536;;;;;
060002102;2021;060791761;CH LA PALMOSA DE MENTON;04;1;355;06;93;1;06083;21200;Chirurgie;27;1265;6922;9;2328;;;;;;
060002102;2021;060791761;CH LA PALMOSA DE MENTON;04;1;355;06;93;1;06083;21300;Gynéco-Obstétrique;0;0;0;0;0;;0;94;;;
060002102;2021;060791761;CH LA PALMOSA DE MENTON;04;1;355;06;93;1;06083;24000;Soins de suite et réadaptation;82;687;26638;0;0;;;;;;
060002102;2021;060791761;CH LA PALMOSA DE MENTON;04;1;355;06;93;1;06083;25000;Soins de longue durée;30;65;9788;;;;;;;;
060005469;2021;920030269;L'OLIVERAIE DES CAYRONS;09;2;109;06;93;0;06157;24000;Soins de suite et réadaptation;117;1329;41174;;0;;;;;;
060006558;2021;060798865;HAD ARNAULT TZANCK;09;3;127;06;93;7;06123;23000;Hospitalisation à domicile;;;9265;30;212;;;;;;
060010899;2021;060785011;INSTITUT UNIVERSITAIRE FACE ET COU;04;1;101;06;93;1;06088;21100;Médecine;0;14;50;0;0;;;;;;
060010899;2021;060785011;INSTITUT UNIVERSITAIRE FACE ET COU;04;1;101;06;93;1;06088;21200;Chirurgie;8;30;94;5;2358;;;;;;
060010949;2021;060790540;AGAHTIR UDM ANTIBES;07;3;146;06;93;7;06004;21100;Médecine;;0;0;;0;;;;10072;;
060015328;2021;060015278;LES AIRELLES;09;2;109;06;93;0;06069;24000;Soins de suite et réadaptation;12;73;2290;28;6744;;;;;;
060019213;2021;060005188;USLD DOLCE FARNIENTE;09;2;362;06;93;0;06030;25000;Soins de longue durée;60;47;17390;;;;;;;;
060019627;2021;060019551;CTRE AZUREEN CANCEROLOGIE SITE TZANCK;18;2;698;06;93;0;06085;21100;Médecine;;;;;;;;;;63790;
060019676;2021;060790540;AGAHTIR AUTODIALYSE UDM GRASSE;07;3;146;06;93;7;06069;21100;Médecine;;;;;;;;;5487;;
060021094;2021;060024619;CLINIQUE VILLA ROMAINE;09;2;109;06;93;0;06088;24000;Soins de suite et réadaptation;43;398;12808;;0;;;;;;
060021201;2021;060000155;CENTRE DE CONVALESCENCE ATLANTIS;09;2;109;06;93;0;06088;24000;Soins de suite et réadaptation;50;644;15080;25;2093;;;;;;
060021276;2021;060790540;AGAHTIR CENTRE HEMODIALYSE ET UDM NICE;07;3;141;06;93;7;06088;21100;Médecine;;;;;;;;;21296;;
060021342;2021;060003621;CTRE COBALTH TRAIT HTE ENERG SITE CLIN;18;2;698;06;93;0;06088;21100;Médecine;;;;;;;;;;20114;
060021417;2021;060000221;HOPITAL PRIVE CANNES OXFORD;09;2;365;06;93;0;06029;21100;Médecine;30;569;5224;0;9;;;;;;
060021417;2021;060000221;HOPITAL PRIVE CANNES OXFORD;09;2;365;06;93;0;06029;21200;Chirurgie;76;2445;5920;50;17211;;;;;;
060021417;2021;060000221;HOPITAL PRIVE CANNES OXFORD;09;2;365;06;93;0;06029;21300;Gynéco-Obstétrique;0;0;0;;0;;0;14;;;
060023694;2021;060023686;HOPITAL DE JOUR CERES;09;2;109;06;93;0;06088;24000;Soins de suite et réadaptation;;0;0;30;5322;;;;;;
060023702;2021;060780954;USLD CH ANTIBES JUAN LES PINS;04;1;355;06;93;1;06004;25000;Soins de longue durée;1;6;3470;;;;;;;;
060024551;2021;060780962;CENTRE ANTOINE LACASSAGNE CYCLOTRON 2;18;3;131;06;93;6;06088;21100;Médecine;;;;;;;;;;7394;
060025285;2021;750060402;UAD VIVALTO;07;3;146;06;93;7;06103;21100;Médecine;;;;;;;;;224;;
060780145;2021;060000049;CLINIQUE SAINT DOMINIQUE;09;3;109;06;93;7;06088;24000;Soins de suite et réadaptation;101;1067;33977;;0;;;;;;
060780186;2021;060006939;LES LAURIERS ROSES CHAINES DE VIE 06;09;3;109;06;93;6;06075;24000;Soins de suite et réadaptation;52;518;18579;;0;;;;;;
060780277;2021;920030269;CLINIQUE SAINTE BRIGITTE;09;2;109;06;93;0;06069;24000;Soins de suite et réadaptation;126;741;29895;10;836;;;;;;
060780343;2021;060000171;E3S SAINT JEAN;09;2;109;06;93;0;06027;24000;Soins de suite et réadaptation;58;528;15265;0;0;;;;;;
060780350;2021;750056335;KORIAN LES HELLENIDES;09;2;109;06;93;0;06048;24000;Soins de suite et réadaptation;44;316;12952;;0;;;;;;
060780392;2021;060000205;POLE ANTIBES SAINT JEAN;09;2;109;06;93;0;06004;24000;Soins de suite et réadaptation;97;809;29404;;0;;;;;;
060780442;2021;060000213;CLINIQUE SAINT FRANCOIS;09;2;161;06;93;0;06088;21200;Chirurgie;30;1568;1791;10;4230;;;;;;
060780442;2021;060000213;CLINIQUE SAINT FRANCOIS;09;2;161;06;93;0;06088;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);61;601;20770;20;4741;;;;;;
060780459;2021;010783009;CRF ORSAC MONT FLEURI;09;3;109;06;93;6;06069;24000;Soins de suite et réadaptation;85;649;23408;22;3688;;;;;;
060780491;2021;060790797;INSTITUT ARNAULT TZANCK;09;3;365;06;93;7;06123;21100;Médecine;56;3397;19479;10;6998;18801;;;;;
060780491;2021;060790797;INSTITUT ARNAULT TZANCK;09;3;365;06;93;7;06123;21200;Chirurgie;72;3415;12110;23;5665;;;;;;
060780517;2021;060000239;POLYCLINIQUE SAINT JEAN;09;2;365;06;93;0;06027;21100;Médecine;67;4108;18889;10;727;31037;;;;;9763
060780517;2021;060000239;POLYCLINIQUE SAINT JEAN;09;2;365;06;93;0;06027;21200;Chirurgie;89;20943;14351;57;289;;;;;;
060780517;2021;060000239;POLYCLINIQUE SAINT JEAN;09;2;365;06;93;0;06027;21300;Gynéco-Obstétrique;34;1378;4292;2;67;;782;68;;;
060780525;2021;060000247;CLINIQUE LE VAL D'ESTREILLES;15;2;161;06;93;0;06090;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);64;666;20715;;;;;;;;
060780541;2021;060000262;CLINIQUE LA GRANGEA;15;2;161;06;93;0;06085;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);67;812;21871;;;;;;;;
060780558;2021;750720575;CLINIQUE FSEF VENCE;09;3;109;06;93;6;06157;24000;Soins de suite et réadaptation;103;1119;24399;12;4563;;;;;;
060780590;2021;060000270;CLINIQUE DU PALAIS;09;2;128;06;93;0;06069;21200;Chirurgie;54;2000;6220;10;5850;;;;;;
060780590;2021;060000270;CLINIQUE DU PALAIS;09;2;128;06;93;0;06069;21300;Gynéco-Obstétrique;0;0;0;0;0;;0;10;;;
060780665;2021;060000312;CLINIQUE LE MERIDIEN;09;2;109;06;93;0;06029;24000;Soins de suite et réadaptation;30;520;15908;0;0;;;;;;
060780715;2021;060000361;CLINIQUE SAINT GEORGE;09;2;365;06;93;0;06088;21100;Médecine;66;7659;32551;;0;37038;;;;;7463
060780715;2021;060000361;CLINIQUE SAINT GEORGE;09;2;365;06;93;0;06088;21200;Chirurgie;160;6781;20632;61;24652;;;;;;
060780715;2021;060000361;CLINIQUE SAINT GEORGE;09;2;365;06;93;0;06088;21300;Gynéco-Obstétrique;;363;1393;;0;;355;2;;;
060780723;2021;060004959;CLINIQUE DU PARC IMPERIAL;09;2;365;06;93;0;06088;21100;Médecine;16;1352;6124;;0;13404;;;;;3929
060780723;2021;060004959;CLINIQUE DU PARC IMPERIAL;09;2;365;06;93;0;06088;21200;Chirurgie;71;2869;7244;31;11132;;;;;;
060780749;2021;060000395;CLINIQUE SAINT LUC;15;2;161;06;93;0;06088;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);47;449;14448;15;2665;;;;;;
060780756;2021;060000403;POLYCLINIQUE SANTA MARIA;09;2;365;06;93;0;06088;21100;Médecine;6;338;1929;;0;;;;;;
060780756;2021;060000403;POLYCLINIQUE SANTA MARIA;09;2;365;06;93;0;06088;21200;Chirurgie;40;1751;3137;15;7630;;;;;;
060780756;2021;060000403;POLYCLINIQUE SANTA MARIA;09;2;365;06;93;0;06088;21300;Gynéco-Obstétrique;57;3628;13940;;0;;3144;53;;;
060780947;2021;060800174;HOP PEDIATRIQUES DE NICE CHU LENVAL;09;3;365;06;93;6;06088;21100;Médecine;71;6808;21585;10;1197;53608;;;;;
060780947;2021;060800174;HOP PEDIATRIQUES DE NICE CHU LENVAL;09;3;365;06;93;6;06088;21200;Chirurgie;23;2686;5790;14;2362;;;;;;
060780996;2021;630786754;CHS SAINTE MARIE NICE;15;3;292;06;93;6;06088;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);277;1721;97156;166;15102;;;;;;
060781200;2021;060000635;CLINIQUE SAINT ANTOINE;09;2;128;06;93;0;06088;21100;Médecine;36;1638;13551;;0;;;;;;
060781200;2021;060000635;CLINIQUE SAINT ANTOINE;09;2;128;06;93;0;06088;21200;Chirurgie;61;1596;6253;19;7332;;;;;;
060781200;2021;060000635;CLINIQUE SAINT ANTOINE;09;2;128;06;93;0;06088;21300;Gynéco-Obstétrique;;60;1;;0;;0;60;;;
060781374;2021;060000718;INSTITUT POLYCLINIQUE DE CANNES;09;2;109;06;93;0;06029;24000;Soins de suite et réadaptation;153;829;30484;10;3619;;;;;;
060781929;2021;060000858;CLINIQUE DE LA COSTIERE;15;2;161;06;93;0;06088;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);75;773;27392;15;6836;;;;;;
060785003;2021;060785011;CHU DE NICE HOPITAL PASTEUR;04;1;101;06;93;1;06088;21100;Médecine;331;24614;95721;48;5139;91712;;;15411;;982
060785003;2021;060785011;CHU DE NICE HOPITAL PASTEUR;04;1;101;06;93;1;06088;21200;Chirurgie;219;12564;57238;30;4689;;;;;;
060785003;2021;060785011;CHU DE NICE HOPITAL PASTEUR;04;1;101;06;93;1;06088;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);70;545;20529;25;3149;;;;;;
060785243;2021;060001484;HAD NICE & REGION;09;3;127;06;93;7;06088;23000;Hospitalisation à domicile;;;88700;300;1878;;;;;;
060788957;2021;060785011;CHU DE NICE HOPITAL DE CIMIEZ;04;1;101;06;93;1;06088;21100;Médecine;73;2091;20137;4;2753;;;;;;
060788957;2021;060785011;CHU DE NICE HOPITAL DE CIMIEZ;04;1;101;06;93;1;06088;24000;Soins de suite et réadaptation;162;1024;32175;;0;;;;;;
060788957;2021;060785011;CHU DE NICE HOPITAL DE CIMIEZ;04;1;101;06;93;1;06088;25000;Soins de longue durée;61;21;13348;;;;;;;;
060789195;2021;060785011;CHU DE NICE HOPITAL DE L'ARCHET;04;1;101;06;93;1;06088;21100;Médecine;283;8858;86783;60;8685;;;;741;;8984
060789195;2021;060785011;CHU DE NICE HOPITAL DE L'ARCHET;04;1;101;06;93;1;06088;21200;Chirurgie;46;2275;11673;4;106;;;;;;
060789195;2021;060785011;CHU DE NICE HOPITAL DE L'ARCHET;04;1;101;06;93;1;06088;21300;Gynéco-Obstétrique;74;5920;19095;11;604;;3169;864;;;
060789195;2021;060785011;CHU DE NICE HOPITAL DE L'ARCHET;04;1;101;06;93;1;06088;24000;Soins de suite et réadaptation;24;137;7916;5;3614;;;;;;
060789674;2021;130037815;CENTRE HELIO MARIN;09;3;109;06;93;6;06155;24000;Soins de suite et réadaptation;140;683;37092;60;15998;;;;;;
060790177;2021;060785011;CHU DE NICE CTRE CONVALESCENCE TENDE;04;1;101;06;93;1;06163;24000;Soins de suite et réadaptation;80;160;12182;;0;;;;;;
060790177;2021;060785011;CHU DE NICE CTRE CONVALESCENCE TENDE;04;1;101;06;93;1;06163;25000;Soins de longue durée;40;5;14290;;;;;;;;
060790862;2021;060001997;C.A.L.M.E.;09;2;109;06;93;0;06026;24000;Soins de suite et réadaptation;45;367;10454;15;892;;;;;;
060791746;2021;060024627;CLINIQUE DE L'ESTAGNOL;09;2;109;06;93;0;06004;24000;Soins de suite et réadaptation;109;938;28607;;0;;;;;;
060791811;2021;060010808;HOPITAL PRIVE GERIATRIQUE LES SOURCES;09;3;129;06;93;6;06088;21100;Médecine;60;1690;21083;4;814;;;;;;
060791811;2021;060010808;HOPITAL PRIVE GERIATRIQUE LES SOURCES;09;3;129;06;93;6;06088;24000;Soins de suite et réadaptation;47;513;13613;;37;;;;;;
060791811;2021;060010808;HOPITAL PRIVE GERIATRIQUE LES SOURCES;09;3;129;06;93;6;06088;25000;Soins de longue durée;75;49;24358;;;;;;;;
060791860;2021;060790797;CTRE D'HEMODIALYSE INST ARNAULT TZANCK;07;3;141;06;93;7;06123;21100;Médecine;;0;0;;0;;;;35685;;
060792090;2021;060790540;AGAHTIR DIALYSE A DOMICILE NICE;07;3;146;06;93;7;06114;21100;Médecine;;;;;;;;;1144;;
060792736;2021;060790540;AGAHTIR AUTODIALYSE NICE;07;3;146;06;93;7;06088;21100;Médecine;;;;;;;;;5155;;
060792900;2021;060790797;AUTODIAL INST ARNAULT TZANCK MOUGINS;07;3;146;06;93;7;06085;21100;Médecine;;0;0;;0;;;;2495;;
060792926;2021;920033636;CENTRE D'HEMDIALYSE DE LA RIVIERA;07;2;141;06;93;0;06004;21100;Médecine;;0;0;;0;;;;13238;;
060794013;2021;060790797;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;09;3;128;06;93;6;06123;21100;Médecine;44;2096;11855;;0;;;;;;
060794013;2021;060790797;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;09;3;128;06;93;6;06123;21200;Chirurgie;24;2613;2127;;0;;;;;;
060794021;2021;060780988;CH DE CANNES CENTRE DE MOYEN SEJOUR;04;1;355;06;93;1;06029;24000;Soins de suite et réadaptation;20;117;5490;;0;;;;;;
060794021;2021;060780988;CH DE CANNES CENTRE DE MOYEN SEJOUR;04;1;355;06;93;1;06029;25000;Soins de longue durée;54;20;19136;;;;;;;;
060798881;2021;060798873;MAISON DE CONVALESCENCE LA SERENA;09;2;109;06;93;0;06088;24000;Soins de suite et réadaptation;104;1441;34083;;0;;;;;;
060800166;2021;060780608;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;09;2;365;06;93;0;06085;21100;Médecine;124;3031;21389;20;206;;;;;;8831
060800166;2021;060780608;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;09;2;365;06;93;0;06085;21200;Chirurgie;98;4137;11731;35;12812;;;;;;
060800166;2021;060780608;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;09;2;365;06;93;0;06085;24000;Soins de suite et réadaptation;108;1032;23088;10;1782;;;;;;
060800174;2021;060800174;FONDATION LENVAL;05;3;699;06;93;6;06088;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);18;257;4368;82;13060;;;;;;
060800182;2021;060002912;UNITE DE DIETETIQUE SOMEDI;09;2;109;06;93;0;06090;24000;Soins de suite et réadaptation;140;1224;42432;10;1974;;;;;;
060801016;2021;060790540;AGAHTIR AUTODIALYSE MANDELIEU;07;3;146;06;93;7;06079;21100;Médecine;;;;;;;;;2417;;
070000013;2021;070002878;CH DE PRIVAS ARDECHE;04;1;355;07;84;1;07186;21100;Médecine;72;2639;18365;8;330;13146;;;;;770
